event_date,ab_group,avg_completions_7d_bucket,players,pct_of_dau,total_revenue,arpdau,payer_rate_pct,arppu,avg_time_spent_mins,avg_level_attempts,avg_level_completes,pass_rate,oom_rate,foom_rate,avg_apc,avg_hc_gain_total,avg_hc_gain_total_minus_saga,avg_hc_gain_saga,avg_hc_gain_paid,avg_hc_gain_free,avg_hc_spent,hc_spent_per_attempt,paid_pct_of_total_gain,p50_hc_balance,p75_hc_balance,p90_hc_balance,avg_player_performance,avg_pr_last_50_levels,avg_daily_streak,p25_daily_streak,p50_daily_streak,p75_daily_streak,p90_daily_streak,pct_player_days_passed_R1,pct_player_days_passed_R2,pct_player_days_passed_R3,d1_churn_rate,actual_liveops_active_rate_pct,actual_pct_finished_R1,actual_pct_finished_R2,actual_pct_finished_R3,avg_booster_gain_total,avg_booster_gain_paid,avg_booster_gain_free,avg_booster_spend,booster_spend_per_attempt,hc_clean_players,hc_excluded_players,avg_hc_gain_CORE,avg_hc_gain_META,avg_hc_gain_ADS,avg_hc_gain_PURCHASE,avg_hc_gain_OTHER,p99_daily_streak,p99_hc_balance,avg_prelevel_gain_total,avg_prelevel_gain_paid,avg_prelevel_gain_free,avg_prelevel_spend,prelevel_spend_per_attempt,avg_ingame_gain_total,avg_ingame_gain_paid,avg_ingame_gain_free,avg_ingame_spend,ingame_spend_per_attempt,avg_red_gain_total,avg_red_gain_paid,avg_red_gain_free,avg_red_spend,avg_chuck_gain_total,avg_chuck_gain_paid,avg_chuck_gain_free,avg_chuck_spend,avg_bomb_gain_total,avg_bomb_gain_paid,avg_bomb_gain_free,avg_bomb_spend,avg_star_gain_total,avg_star_gain_paid,avg_star_gain_free,avg_star_spend,avg_slingshot_gain_total,avg_slingshot_gain_paid,avg_slingshot_gain_free,avg_slingshot_spend,avg_shuffle_gain_total,avg_shuffle_gain_paid,avg_shuffle_gain_free,avg_shuffle_spend,avg_spt_gain_total,spt_gainer_rate_pct,avg_spt_gain_per_gainer,avg_spt_gain_CORE,avg_spt_gain_RAINBOW,avg_spt_gain_OFFER,avg_spt_gain_EVENT,avg_spt_gain_OTHER,hc_players_over_config,avg_hc_excess_removed,avg_hc_gain_total_uncorrected,avg_spt_excess_removed,avg_spt_gain_RAINBOW_uncorrected
2026-08-04,Variant,F. 100+,393,1.54,169.44,0.4311,6.62,6.5169,232.03,159.07,120.43,0.7571,0.325,0.2183,1.3208,462.07,388.29,73.78,45.93,416.14,466.41,2.9322,9.94,415,750,1372,58.7888,0.8,45.75,19,32,57,106,17.3,1.78,0.0,0.1196,61.32,61.32,45.29,36.64,27.1425,0.5751,26.5674,23.1934,0.1458,393,0,242.9,159.63,5.28,45.93,8.33,203,14486,14.8422,0.2061,14.6361,10.883,0.0684,12.3003,0.369,11.9313,12.3104,0.0774,5.0916,0.0687,5.0229,3.8346,5.5674,0.0687,5.4987,3.9847,4.1832,0.0687,4.1145,3.0636,1.8575,0.084,1.7735,2.5573,5.4784,0.1425,5.3359,5.2366,4.9644,0.1425,4.8219,4.5165,1447.79,97.2,1489.48,1198.42,231.9,10.99,6.47,0.0,245,12.54,474.6,29.07,260.97
2026-08-05,Control,A. 0,4757,18.46,363.72,0.0765,0.99,7.7387,21.03,11.83,7.93,0.6706,0.4321,0.2035,1.4911,34.6,34.43,0.17,5.63,28.97,28.52,2.4106,16.28,199,476,3701,49.9941,0.5051,,,,,,0.0,0.0,0.0,0.4927,,,,,1.2645,0.0338,1.2306,1.157,0.0978,4757,0,12.4,13.77,2.57,5.63,0.22,,28766,0.4696,0.0107,0.4589,0.5104,0.0431,0.7948,0.0231,0.7717,0.6466,0.0547,0.1535,0.0036,0.1499,0.1854,0.1629,0.0042,0.1587,0.1865,0.1532,0.0029,0.1503,0.1385,0.1467,0.0038,0.1429,0.136,0.4099,0.0128,0.3971,0.2924,0.2382,0.0065,0.2317,0.2182,135.5,14.04,964.9,132.25,0.0,0.85,2.4,0.0,0,0.0,34.6,0.0,0.0
2026-08-05,Control,B. 1-9,7358,28.56,90.6,0.0123,0.71,1.7423,21.6,11.38,5.14,0.4516,0.6519,0.39,2.2145,40.86,31.45,9.4,1.38,39.48,39.99,3.5154,3.38,202,352,1371,49.5658,0.5994,3.98,1,3,5,8,74.97,33.3,6.25,0.4768,,,,,2.1657,0.0262,2.1394,2.2452,0.1974,7358,0,28.36,8.51,2.12,1.38,0.5,16,20424,1.242,0.0155,1.2266,1.2363,0.1087,0.9236,0.0107,0.9129,1.0088,0.0887,0.439,0.0087,0.4303,0.4931,0.5905,0.0014,0.5892,0.5057,0.2126,0.0054,0.2071,0.2376,0.1548,0.0011,0.1537,0.1858,0.4115,0.0046,0.4069,0.4412,0.3573,0.005,0.3523,0.3819,63.48,50.54,125.6,60.57,0.0,1.19,1.73,0.0,0,0.0,40.86,0.0,0.0
2026-08-05,Control,C. 10-19,5580,21.66,222.26,0.0398,1.83,2.179,40.64,22.78,13.68,0.6008,0.5163,0.3046,1.6646,83.54,57.02,26.52,3.69,79.85,85.83,3.7685,4.42,235,414,1259,51.771,0.6908,9.47,4,8,13,18,65.61,27.56,2.99,0.3561,,,,,4.6376,0.091,4.5466,4.4208,0.1941,5580,0,58.49,17.64,2.66,3.69,1.07,32,20474,2.8106,0.064,2.7466,2.3165,0.1017,1.8271,0.0271,1.8,2.1043,0.0924,1.0326,0.0237,1.009,0.9007,1.2781,0.0172,1.2609,0.947,0.4998,0.0231,0.4767,0.4688,0.3007,0.0054,0.2953,0.395,0.814,0.0111,0.8029,0.8713,0.7124,0.0106,0.7018,0.838,156.23,67.19,232.54,148.81,0.01,1.71,5.71,0.0,1,0.0,83.55,0.0,0.01
2026-08-05,Control,D. 20-39,4672,18.13,542.72,0.1162,2.4,4.8457,59.35,35.27,24.97,0.7079,0.4144,0.2672,1.4125,145.95,95.46,50.49,10.02,135.94,153.26,4.3451,6.86,282,530,1279,53.6432,0.7742,16.41,7,13,23,33,58.93,20.36,4.28,0.2892,,,,,7.875,0.1706,7.7044,7.0,0.1985,4672,0,101.04,30.38,2.55,10.02,1.97,58,16136,4.7748,0.0931,4.6817,3.5901,0.1018,3.1002,0.0775,3.0227,3.4099,0.0967,1.8645,0.0304,1.8341,1.4107,2.0454,0.0278,2.0176,1.4488,0.8649,0.0349,0.8301,0.7305,0.5413,0.0216,0.5197,0.6751,1.3029,0.0289,1.274,1.3273,1.256,0.027,1.229,1.4075,298.99,80.5,371.41,284.71,0.02,3.4,10.86,0.0,1,0.01,145.96,0.0,0.02
2026-08-05,Control,E. 40-99,2991,11.61,622.65,0.2082,3.38,6.1649,112.24,71.44,52.83,0.7395,0.3677,0.2393,1.3523,275.65,166.08,109.57,18.14,257.51,288.82,4.0428,6.58,345,680,1707,56.0417,0.7908,29.2,11,21,41,64,39.69,11.77,2.54,0.1628,,,,,14.8047,0.2514,14.5533,12.8506,0.1799,2991,0,195.86,54.18,3.31,18.14,4.16,120,16672,8.777,0.1123,8.6647,6.6526,0.0931,6.0277,0.1391,5.8887,6.1979,0.0868,3.4848,0.0381,3.4467,2.6262,3.6677,0.0331,3.6346,2.7041,1.6245,0.0411,1.5834,1.3223,1.1638,0.0401,1.1237,1.3437,2.5186,0.0525,2.4661,2.4527,2.3454,0.0465,2.2989,2.4015,697.35,92.11,757.09,676.02,0.04,5.78,15.5,0.0,0,0.0,275.65,0.0,0.04
2026-08-05,Control,F. 100+,406,1.58,116.54,0.287,5.17,5.5495,243.86,166.84,129.52,0.7763,0.3058,0.2033,1.2881,619.53,347.74,271.79,30.67,588.86,600.62,3.6,4.95,460,1051,2103,59.4445,0.8409,59.07,21,41,80,127,25.12,5.42,0.74,0.0911,,,,,33.7734,0.3522,33.4212,33.5542,0.2011,406,0,459.37,108.24,6.34,30.67,14.91,244,11650,19.9261,0.1552,19.7709,14.6921,0.0881,13.8473,0.197,13.6502,18.8621,0.1131,7.8128,0.0493,7.7635,5.6773,8.4507,0.0567,8.3941,5.968,3.6626,0.0493,3.6133,3.0468,2.867,0.0493,2.8177,7.5197,5.6897,0.0813,5.6084,5.5049,5.2906,0.0665,5.2241,5.8374,1758.59,96.55,1821.4,1727.56,0.0,10.69,20.34,0.0,0,0.0,619.53,0.0,0.0
2026-08-05,Variant,A. 0,4678,18.29,367.16,0.0785,1.13,6.9275,23.22,12.47,8.7,0.6976,0.4266,0.223,1.4335,52.25,52.16,0.09,5.94,46.3,41.13,3.297,11.37,198,394,2588,49.6769,0.4891,,,,,,0.0,0.0,0.0,0.4917,9.53,9.53,5.28,2.33,2.6248,0.0703,2.5545,1.7255,0.1383,4678,0,8.58,34.89,2.53,5.94,0.3,,25571,0.7567,0.0301,0.7266,0.7828,0.0628,1.8681,0.0402,1.8279,0.9427,0.0756,0.285,0.0103,0.2747,0.2986,0.2452,0.0096,0.2356,0.2636,0.2266,0.0103,0.2163,0.2206,0.444,0.012,0.432,0.2084,0.7486,0.0154,0.7332,0.3375,0.6755,0.0128,0.6627,0.3968,142.56,15.52,918.61,120.41,20.69,0.52,0.94,0.0,1079,45.13,97.38,2.41,23.1
2026-08-05,Variant,B. 1-9,7206,28.18,141.11,0.0196,0.78,2.5198,21.09,10.94,5.1,0.4659,0.6338,0.3789,2.1464,34.49,31.49,3.0,1.52,32.97,35.36,3.2309,4.42,200,322,1158,49.8935,0.6119,3.97,1,3,5,8,74.95,33.46,6.23,0.4881,33.28,33.28,15.53,4.69,2.8425,0.0358,2.8067,2.4185,0.221,7206,0,16.79,13.72,1.82,1.52,0.64,16,17776,1.5895,0.0183,1.5712,1.3131,0.12,1.253,0.0175,1.2355,1.1055,0.101,0.7301,0.0067,0.7234,0.5824,0.6381,0.0042,0.6339,0.4915,0.2213,0.0075,0.2138,0.2391,0.1282,0.0042,0.1241,0.169,0.7459,0.0058,0.7401,0.573,0.3789,0.0075,0.3714,0.3634,60.97,49.26,123.76,50.37,9.03,1.12,0.45,0.0,1693,0.9,35.39,1.16,10.19
2026-08-05,Variant,C. 10-19,5706,22.32,570.85,0.1,1.96,5.0969,42.64,23.11,13.69,0.5922,0.5309,0.3197,1.6886,82.25,73.78,8.48,11.9,70.35,76.1,3.2924,14.47,213,374,1166,52.0224,0.6896,9.34,4,8,13,18,65.0,26.29,3.26,0.3382,42.43,42.43,24.1,11.13,5.7986,0.2093,5.5894,4.9306,0.2133,5706,0,34.05,32.25,2.76,11.9,1.3,34,19772,2.9418,0.1067,2.8351,2.4928,0.1079,2.8568,0.1025,2.7543,2.4378,0.1055,1.1265,0.0365,1.0901,0.9848,1.188,0.0312,1.1569,0.9618,0.6272,0.0391,0.5882,0.5463,0.4585,0.0303,0.4281,0.438,1.4921,0.0387,1.4534,1.1782,0.9062,0.0335,0.8728,0.8216,162.88,68.23,238.74,135.44,24.74,1.59,1.11,0.0,2075,1.44,83.69,3.02,27.76
2026-08-05,Variant,D. 20-39,4679,18.3,461.96,0.0987,2.52,3.9149,62.28,35.59,25.13,0.7062,0.4166,0.2682,1.4161,135.49,120.14,15.34,8.79,126.69,137.34,3.859,6.49,250,430,968,53.6435,0.7598,16.22,7,13,23,33,57.34,20.05,4.45,0.2763,41.5,41.5,22.87,11.31,8.5027,0.153,8.3496,7.2334,0.2032,4679,0,58.26,63.48,2.78,8.79,2.17,59,14037,4.3112,0.0859,4.2253,3.4238,0.0962,4.1915,0.0671,4.1244,3.8096,0.107,1.5221,0.0312,1.4909,1.2723,1.5912,0.0267,1.5644,1.2462,1.1979,0.028,1.1699,0.9053,0.6191,0.0137,0.6055,0.7901,2.0229,0.0267,1.9962,1.6491,1.5495,0.0267,1.5228,1.3704,291.66,80.25,363.43,245.36,41.48,2.89,1.93,0.0,2042,1.81,137.3,5.22,46.7
2026-08-05,Variant,E. 40-99,2882,11.27,396.32,0.1375,3.33,4.1283,114.79,71.14,51.3,0.7211,0.3856,0.2496,1.3867,280.93,249.53,31.4,14.0,266.93,283.52,3.9854,4.98,326,543,1259,55.6519,0.7602,27.23,10,20,39,59,36.81,9.72,1.94,0.1676,43.58,43.58,25.85,15.54,14.1492,0.5722,13.577,11.8914,0.1672,2882,0,113.37,145.69,3.42,14.0,4.46,114,14304,7.4594,0.4705,6.9889,5.4133,0.0761,6.6898,0.1017,6.5881,6.4781,0.0911,2.7224,0.1346,2.5878,1.9854,2.7099,0.1669,2.543,1.9681,2.0271,0.169,1.8581,1.4598,1.0291,0.0239,1.0052,1.2425,2.9251,0.042,2.8831,2.6437,2.7356,0.0357,2.6999,2.592,661.64,91.36,724.21,565.84,87.7,5.32,2.78,0.0,1475,2.71,283.65,10.39,98.09
2026-08-05,Variant,F. 100+,419,1.64,169.8,0.4053,4.3,9.4333,231.47,159.96,120.28,0.7519,0.3309,0.2188,1.3299,574.56,500.58,73.99,36.63,537.93,539.26,3.3712,6.38,437,798,1473,58.7834,0.7802,47.95,19,35,63,103,17.42,2.63,0.0,0.0788,65.63,65.63,48.93,39.62,30.4511,0.3031,30.148,29.2768,0.183,419,0,243.47,277.61,5.39,36.63,11.45,215,8030,14.1933,0.1074,14.0859,11.3365,0.0709,16.2578,0.1957,16.0621,17.9403,0.1122,4.6969,0.0334,4.6635,3.9308,5.2745,0.0334,5.2411,4.1527,4.222,0.0406,4.1814,3.253,3.5585,0.0549,3.5036,5.2005,6.4654,0.0811,6.3842,5.1074,6.2339,0.0597,6.1742,7.6325,1604.94,96.42,1664.53,1322.28,269.75,8.11,4.8,0.0,248,243.63,818.19,46.94,316.69
2026-08-06,Control,A. 0,5068,19.49,550.63,0.1086,1.38,7.8661,21.5,11.84,8.12,0.6856,0.4264,0.2132,1.4585,53.53,53.35,0.18,10.0,43.52,37.05,3.1277,18.69,199,516,3419,49.6583,0.478,,,,,,0.0,0.0,0.0,0.4736,,,,,1.3662,0.1202,1.2461,1.1886,0.1004,5068,0,13.54,26.41,3.3,10.0,0.28,,28717,0.3812,0.0474,0.3339,0.4546,0.0384,0.985,0.0728,0.9122,0.734,0.062,0.1245,0.017,0.1075,0.1652,0.1381,0.0158,0.1223,0.1657,0.1186,0.0146,0.104,0.1237,0.2119,0.0191,0.1928,0.1825,0.3968,0.0304,0.3664,0.2766,0.3763,0.0233,0.353,0.2749,146.84,17.46,840.87,139.57,0.0,0.97,6.3,0.0,0,0.0,53.53,0.0,0.0
2026-08-06,Control,B. 1-9,7304,28.09,125.52,0.0172,0.73,2.3683,19.05,10.03,5.0,0.4989,0.612,0.3749,2.0044,40.55,31.35,9.19,1.47,39.07,40.53,4.0429,3.63,202,365,1350,49.6141,0.6045,3.97,1,3,5,8,74.4,33.01,6.26,0.4899,,,,,2.2084,0.0427,2.1657,2.0913,0.2086,7304,0,28.91,7.76,1.97,1.47,0.43,16,19090,1.2212,0.0267,1.1946,1.1043,0.1101,0.9871,0.016,0.9711,0.987,0.0984,0.445,0.0104,0.4346,0.4284,0.5642,0.0042,0.56,0.4502,0.2121,0.012,0.2,0.2258,0.1251,0.0025,0.1227,0.1684,0.4921,0.0082,0.4838,0.4528,0.3699,0.0053,0.3646,0.3658,65.31,62.36,104.72,61.65,0.01,1.45,2.2,0.0,0,0.0,40.55,0.0,0.01
2026-08-06,Control,C. 10-19,5575,21.44,301.94,0.0542,1.83,2.9602,36.42,20.45,13.12,0.6416,0.4842,0.3004,1.5585,90.95,65.12,25.83,4.35,86.6,88.39,4.3226,4.78,238,431,1349,52.1052,0.7078,9.39,4,8,13,18,65.87,26.19,2.8,0.363,,,,,4.8556,0.1309,4.7247,4.2943,0.21,5575,0,57.93,24.86,2.67,4.33,1.15,33,18084,2.7557,0.0936,2.6621,2.2771,0.1114,2.0999,0.0373,2.0626,2.0172,0.0987,1.03,0.0305,0.9995,0.8786,1.2366,0.0283,1.2083,0.9295,0.4891,0.0348,0.4543,0.4691,0.2827,0.0079,0.2748,0.3503,0.9598,0.0163,0.9435,0.8741,0.8574,0.0131,0.8443,0.7928,175.02,77.61,225.5,162.95,0.02,2.08,9.97,0.0,2,0.0,90.95,0.0,0.03
2026-08-06,Control,D. 20-39,4631,17.81,628.41,0.1357,2.55,5.3255,57.12,33.78,24.48,0.7248,0.4032,0.2648,1.3797,170.04,120.13,49.91,11.7,158.35,158.81,4.7014,6.88,280,507,1315,53.7505,0.7751,16.21,7,13,23,33,57.05,19.84,3.95,0.2913,,,,,7.927,0.2082,7.7189,6.948,0.2057,4631,0,100.24,53.1,2.7,11.7,2.3,61,18585,4.496,0.127,4.369,3.5226,0.1043,3.431,0.0812,3.3498,3.4254,0.1014,1.7225,0.0421,1.6804,1.3997,1.9616,0.0382,1.9233,1.4217,0.8119,0.0466,0.7653,0.7011,0.5599,0.0199,0.5401,0.6774,1.3995,0.0307,1.3688,1.3213,1.4716,0.0307,1.4409,1.4267,338.67,89.16,379.85,317.51,0.02,3.7,17.45,0.0,1,0.0,170.04,0.0,0.02
2026-08-06,Control,E. 40-99,2997,11.53,725.43,0.2421,3.5,6.9089,109.79,69.32,52.7,0.7603,0.3556,0.2418,1.3153,342.93,233.52,109.41,20.05,322.88,328.95,4.745,5.85,374,705,1701,56.1322,0.7896,29.1,11,22,41,62,40.57,11.21,1.67,0.1815,,,,,14.9309,0.4855,14.4454,13.1989,0.1904,2997,0,196.79,117.84,3.94,20.05,4.31,110,15853,8.3013,0.3023,7.999,6.6006,0.0952,6.6296,0.1832,6.4464,6.5983,0.0952,3.2609,0.0894,3.1715,2.5729,3.5062,0.1034,3.4027,2.7087,1.5342,0.1094,1.4248,1.319,1.3851,0.0454,1.3397,1.5205,2.5199,0.0794,2.4404,2.4902,2.7247,0.0584,2.6663,2.5876,761.5,97.13,784.0,724.25,0.0,5.89,31.37,0.0,0,0.0,342.93,0.0,0.0
2026-08-06,Control,F. 100+,428,1.65,214.02,0.5,5.84,8.5608,235.95,164.57,128.31,0.7797,0.3092,0.2157,1.2826,722.57,452.96,269.61,45.68,676.89,689.37,4.189,6.32,528,1005,2001,58.7973,0.8166,51.5,21,37,70,117,21.26,1.87,0.23,0.0841,,,,,32.521,0.4813,32.0397,29.7196,0.1806,428,0,465.05,191.25,5.33,45.68,15.27,192,12080,18.6822,0.1612,18.521,13.8528,0.0842,13.8388,0.3201,13.5187,15.8668,0.0964,7.3435,0.0491,7.2944,5.3785,8.1238,0.0631,8.0607,5.8458,3.215,0.0491,3.1659,2.6285,3.0187,0.0678,2.9509,4.7991,5.1098,0.1262,4.9836,5.1519,5.7103,0.1262,5.5841,5.9159,1832.74,98.83,1854.41,1780.24,0.0,10.79,41.71,0.0,0,0.0,722.57,0.0,0.0
2026-08-06,Variant,A. 0,4995,19.2,462.66,0.0926,1.36,6.8038,24.39,13.31,9.01,0.6772,0.4378,0.2187,1.4767,45.4,45.3,0.1,7.03,38.38,38.12,2.8646,15.48,199,419,3144,49.6405,0.4832,,,,,,0.0,0.0,0.0,0.4897,9.95,9.95,5.63,2.84,5.3295,0.1051,5.2244,1.8352,0.1379,4995,0,9.47,25.92,2.73,7.03,0.25,,26306,0.7341,0.048,0.6861,0.7666,0.0576,4.5954,0.0571,4.5383,1.0687,0.0803,0.2807,0.0176,0.2631,0.2985,0.2472,0.0152,0.232,0.2553,0.2062,0.0152,0.191,0.2128,1.392,0.0154,1.3766,0.3021,1.6587,0.0232,1.6354,0.3932,1.5447,0.0184,1.5263,0.3734,149.39,18.22,819.98,126.09,21.73,0.49,1.07,0.0,1220,205.74,251.14,3.2,24.93
2026-08-06,Variant,B. 1-9,7312,28.11,173.72,0.0238,0.98,2.4128,20.45,10.73,5.06,0.4721,0.6287,0.3683,2.1184,34.35,31.35,3.0,2.11,32.24,35.78,3.3361,6.15,199,311,1114,49.7408,0.6131,3.98,2,3,6,8,75.7,33.68,5.94,0.51,35.27,35.27,16.06,4.87,2.6965,0.0589,2.6376,2.2912,0.2136,7312,0,17.52,12.41,1.78,2.11,0.53,16,17481,1.5365,0.0377,1.4988,1.2281,0.1145,1.16,0.0212,1.1388,1.063,0.0991,0.6885,0.0142,0.6742,0.5492,0.6224,0.0109,0.6115,0.4603,0.2257,0.0126,0.2131,0.2185,0.1411,0.0041,0.137,0.1667,0.6424,0.0104,0.632,0.539,0.3765,0.0067,0.3698,0.3574,73.14,61.67,118.61,60.27,11.04,1.4,0.43,0.0,1692,0.71,35.06,1.27,12.31
2026-08-06,Variant,C. 10-19,5640,21.68,351.44,0.0623,2.0,3.1101,40.62,22.12,13.22,0.5976,0.5207,0.3129,1.6733,70.78,62.47,8.31,6.03,64.75,74.57,3.3712,8.52,207,352,1032,52.0914,0.6978,9.3,4,8,13,18,64.33,26.38,3.14,0.3596,41.76,41.76,24.06,11.06,5.0775,0.0989,4.9785,4.5966,0.2078,5640,0,34.9,26.01,2.43,6.03,1.41,32,18611,2.8149,0.059,2.7559,2.3826,0.1077,2.2626,0.0399,2.2227,2.214,0.1001,1.0362,0.0207,1.0154,0.9356,1.1339,0.0181,1.1158,0.8957,0.6449,0.0202,0.6246,0.5512,0.4117,0.0089,0.4028,0.4339,1.1135,0.0158,1.0977,1.0401,0.7374,0.0152,0.7222,0.7401,171.85,78.33,219.38,142.36,26.17,2.03,1.29,0.0,2052,1.1,71.88,3.4,29.56
2026-08-06,Variant,D. 20-39,4744,18.24,427.75,0.0902,2.51,3.5945,62.73,36.0,24.83,0.6896,0.4293,0.2742,1.4502,120.74,105.54,15.2,8.26,112.48,127.67,3.5459,6.84,239,412,1101,53.6697,0.7621,15.6,7,12,22,31,55.52,18.25,3.98,0.2943,42.07,42.07,22.83,11.13,7.7403,0.1309,7.6094,6.8588,0.1905,4744,0,58.8,48.69,2.78,8.23,2.23,59,14419,4.2038,0.0683,4.1355,3.4113,0.0947,3.5365,0.0626,3.4739,3.4475,0.0958,1.5434,0.0247,1.5188,1.2753,1.5042,0.0215,1.4827,1.2283,1.1562,0.0221,1.1341,0.9077,0.4916,0.0133,0.4783,0.6161,1.7287,0.0266,1.7022,1.5339,1.3162,0.0228,1.2934,1.2974,325.74,88.39,368.55,276.72,43.52,3.22,2.28,0.0,1975,1.3,122.04,5.66,49.17
2026-08-06,Variant,E. 40-99,2897,11.14,513.14,0.1771,3.49,5.0806,111.87,69.28,49.73,0.7178,0.3862,0.2485,1.3931,220.58,191.47,29.11,19.33,201.25,248.21,3.5824,8.76,289,507,1227,55.6852,0.7631,25.61,10,18,35,54,32.93,7.87,1.66,0.1664,42.66,42.66,24.78,14.81,12.7497,0.5775,12.1722,11.0469,0.1594,2897,0,109.15,85.08,3.4,19.33,3.62,107,13960,7.1543,0.438,6.7163,5.475,0.079,5.5954,0.1395,5.456,5.572,0.0804,2.5744,0.1277,2.4467,1.9979,2.6579,0.1433,2.5147,1.9965,1.922,0.1671,1.7549,1.4805,0.8208,0.0356,0.7853,1.0211,2.5799,0.0576,2.5223,2.3731,2.1947,0.0463,2.1484,2.1778,697.26,97.27,716.81,581.08,107.79,5.05,3.34,0.0,1415,12.68,233.26,12.73,120.52
2026-08-06,Variant,F. 100+,422,1.62,134.33,0.3183,5.92,5.3732,233.39,163.14,121.59,0.7453,0.3355,0.2184,1.3417,483.05,407.38,75.68,30.21,452.84,464.45,2.847,6.25,389,756,1533,58.7537,0.7849,43.78,19,31,53,96,13.98,1.9,0.24,0.0735,65.88,65.88,51.66,42.18,41.6209,0.4408,41.1801,28.4905,0.1746,422,0,255.25,178.71,5.23,30.21,13.66,179,11983,14.4005,0.2062,14.1943,10.6137,0.0651,27.2204,0.2346,26.9858,17.8768,0.1096,4.7275,0.0569,4.6706,3.4834,5.2417,0.0711,5.1706,3.872,4.4313,0.0782,4.3531,3.2583,6.9242,0.0569,6.8673,5.5332,10.4147,0.1137,10.3009,5.1303,9.8815,0.064,9.8175,7.2133,1631.34,99.05,1646.96,1403.27,212.81,10.9,4.36,0.0,254,853.37,1336.42,26.84,239.66
2026-08-07,Control,A. 0,4824,18.33,550.59,0.1141,1.53,7.4404,24.9,13.53,9.56,0.7065,0.4111,0.2149,1.4153,61.23,61.12,0.11,11.59,49.65,41.72,3.0824,18.92,211,555,4510,50.1909,0.4829,,,,,,0.0,0.0,0.0,0.4994,,,,,2.757,0.1387,2.6184,1.7011,0.1257,4824,0,14.28,32.18,3.0,11.59,0.18,,30153,1.516,0.0653,1.4507,0.8209,0.0607,1.2411,0.0734,1.1677,0.8802,0.065,0.4888,0.0226,0.4662,0.2881,0.6076,0.0214,0.5862,0.3047,0.4196,0.0214,0.3982,0.228,0.1961,0.0209,0.1752,0.1685,0.6499,0.0278,0.6221,0.4044,0.3951,0.0247,0.3704,0.3072,180.57,30.66,588.96,166.94,0.0,10.71,2.92,0.0,0,0.0,61.23,0.0,0.0
2026-08-07,Control,B. 1-9,7459,28.35,118.85,0.0159,0.71,2.2425,21.4,11.35,5.41,0.4764,0.6291,0.3766,2.099,59.12,49.15,9.97,1.5,57.61,45.48,4.0051,2.54,204,361,1259,49.4517,0.5973,4.15,2,3,6,9,76.31,35.92,6.97,0.5001,,,,,3.4973,0.0369,3.4604,2.5332,0.2231,7459,0,29.94,24.86,2.18,1.5,0.63,16,20108,2.2738,0.0213,2.2524,1.4338,0.1263,1.2235,0.0156,1.2079,1.0993,0.0968,0.739,0.0086,0.7304,0.5416,1.0656,0.0046,1.061,0.5715,0.4692,0.0082,0.4611,0.3207,0.181,0.0031,0.1779,0.1813,0.5906,0.0072,0.5833,0.5026,0.4519,0.0052,0.4467,0.4155,81.14,65.3,124.25,68.53,0.0,10.74,1.86,0.0,0,0.0,59.12,0.0,0.0
2026-08-07,Control,C. 10-19,5641,21.44,331.64,0.0588,2.2,2.6745,39.16,22.01,13.78,0.6262,0.4926,0.2971,1.5969,117.34,90.1,27.24,4.4,112.94,97.27,4.419,3.75,247,434,1199,51.9585,0.7089,9.86,5,9,13,18,68.85,28.97,3.39,0.3648,,,,,6.7601,0.1326,6.6275,4.863,0.2209,5641,0,60.78,48.4,2.43,4.4,1.33,34,17439,4.4347,0.0957,4.3389,2.7538,0.1251,2.3255,0.0369,2.2886,2.1092,0.0958,1.6414,0.031,1.6104,1.0647,1.9314,0.0273,1.9041,1.087,0.8619,0.0374,0.8245,0.602,0.3622,0.0082,0.354,0.3755,1.0993,0.0154,1.0839,0.9023,0.864,0.0133,0.8507,0.8314,204.85,81.72,250.66,181.38,0.0,16.25,7.22,0.0,0,0.0,117.34,0.0,0.0
2026-08-07,Control,D. 20-39,4847,18.42,403.29,0.0832,2.08,3.993,60.35,35.94,25.93,0.7213,0.3997,0.2558,1.3864,183.64,131.0,52.64,6.56,177.08,163.15,4.5391,3.57,292,506,1253,53.602,0.7725,16.82,8,14,23,33,62.08,20.07,3.94,0.3031,,,,,10.6185,0.1774,10.4411,7.6361,0.2124,4847,0,105.1,67.1,2.48,6.56,2.41,59,17487,6.9072,0.1077,6.7995,4.1471,0.1154,3.7114,0.0697,3.6416,3.489,0.0971,2.7242,0.0314,2.6928,1.647,2.8201,0.027,2.7931,1.6161,1.3629,0.0493,1.3136,0.8841,0.5775,0.0169,0.5606,0.6357,1.7066,0.0276,1.679,1.4613,1.4273,0.0252,1.4021,1.392,372.08,90.51,411.09,339.28,0.02,21.03,11.75,0.0,2,0.0,183.64,0.0,0.03
