event_date,ab_group,avg_completions_7d_bucket,players,pct_of_dau,total_revenue,arpdau,payer_rate_pct,arppu,avg_time_spent_mins,avg_level_attempts,avg_level_completes,pass_rate,oom_rate,foom_rate,avg_apc,avg_hc_gain_total,avg_hc_gain_total_minus_saga,avg_hc_gain_saga,avg_hc_gain_paid,avg_hc_gain_free,avg_hc_spent,hc_spent_per_attempt,paid_pct_of_total_gain,p50_hc_balance,p75_hc_balance,p90_hc_balance,avg_player_performance,avg_pr_last_50_levels,avg_daily_streak,p25_daily_streak,p50_daily_streak,p75_daily_streak,p90_daily_streak,pct_player_days_passed_R1,pct_player_days_passed_R2,pct_player_days_passed_R3,d1_churn_rate,actual_liveops_active_rate_pct,actual_pct_finished_R1,actual_pct_finished_R2,actual_pct_finished_R3,avg_booster_gain_total,avg_booster_gain_paid,avg_booster_gain_free,avg_booster_spend,booster_spend_per_attempt,hc_clean_players,hc_excluded_players,avg_hc_gain_CORE,avg_hc_gain_META,avg_hc_gain_ADS,avg_hc_gain_PURCHASE,avg_hc_gain_OTHER,p99_daily_streak,p99_hc_balance,avg_prelevel_gain_total,avg_prelevel_gain_paid,avg_prelevel_gain_free,avg_prelevel_spend,prelevel_spend_per_attempt,avg_ingame_gain_total,avg_ingame_gain_paid,avg_ingame_gain_free,avg_ingame_spend,ingame_spend_per_attempt,avg_red_gain_total,avg_red_gain_paid,avg_red_gain_free,avg_red_spend,avg_chuck_gain_total,avg_chuck_gain_paid,avg_chuck_gain_free,avg_chuck_spend,avg_bomb_gain_total,avg_bomb_gain_paid,avg_bomb_gain_free,avg_bomb_spend,avg_star_gain_total,avg_star_gain_paid,avg_star_gain_free,avg_star_spend,avg_slingshot_gain_total,avg_slingshot_gain_paid,avg_slingshot_gain_free,avg_slingshot_spend,avg_shuffle_gain_total,avg_shuffle_gain_paid,avg_shuffle_gain_free,avg_shuffle_spend,avg_spt_gain_total,spt_gainer_rate_pct,avg_spt_gain_per_gainer,avg_spt_gain_CORE,avg_spt_gain_RAINBOW,avg_spt_gain_OFFER,avg_spt_gain_EVENT,avg_spt_gain_OTHER,hc_players_over_config,avg_hc_excess_removed,avg_hc_gain_total_uncorrected,avg_spt_excess_removed,avg_spt_gain_RAINBOW_uncorrected
2026-07-31,Control,B. 1-9,7507,28.95,179.84,0.024,0.83,2.9006,20.59,10.84,5.19,0.4789,0.6277,0.3765,2.0881,59.65,50.62,9.02,1.87,57.78,45.58,4.2054,3.14,202,343,1220,49.6002,0.5974,3.97,1,3,5,8,74.88,33.26,6.73,0.5216,,,,,3.3031,0.0512,3.2519,2.4911,0.2298,7507,0,28.58,26.62,2.02,1.87,0.55,16,18097,2.0721,0.0324,2.0397,1.4629,0.135,1.231,0.0188,1.2122,1.0282,0.0949,0.7689,0.0125,0.7564,0.5761,0.8236,0.0077,0.8159,0.558,0.4796,0.0121,0.4674,0.3288,0.1918,0.0044,0.1874,0.1705,0.5737,0.008,0.5657,0.4608,0.4654,0.0064,0.459,0.397,72.12,63.23,114.06,58.82,0.0,11.33,1.97,0.0,0,0.0,59.65,0.0,0.0
2026-07-31,Control,C. 10-19,5506,21.24,408.39,0.0742,2.02,3.6792,40.12,22.23,13.74,0.618,0.5068,0.3094,1.6182,118.84,91.75,27.08,5.62,113.22,98.57,4.4338,4.73,251,434,1217,51.8696,0.7081,9.78,4,9,13,19,66.53,27.59,3.8,0.3954,,,,,6.8483,0.1371,6.7112,5.0265,0.2261,5506,0,60.83,48.48,2.55,5.62,1.36,35,19621,4.4279,0.085,4.3429,2.8614,0.1287,2.4205,0.0521,2.3683,2.1651,0.0974,1.7105,0.0291,1.6814,1.1217,1.7911,0.0252,1.7659,1.1213,0.9263,0.0307,0.8956,0.6184,0.4206,0.0122,0.4085,0.4143,1.0776,0.0178,1.0598,0.8997,0.9223,0.0222,0.9001,0.8511,172.13,78.71,218.68,146.49,0.0,17.24,8.4,0.0,0,0.0,118.84,0.0,0.0
2026-07-31,Control,D. 20-39,4474,17.26,483.44,0.1081,2.62,4.132,60.31,35.12,25.02,0.7123,0.4111,0.2661,1.4039,189.72,139.09,50.63,9.56,180.17,166.67,4.7458,5.04,296,508,1194,53.2304,0.7696,16.42,7,13,23,33,58.25,19.76,4.56,0.3154,,,,,10.9902,0.2378,10.7523,7.7955,0.222,4474,0,102.5,72.89,2.41,9.56,2.37,64,17621,7.0103,0.1676,6.8426,4.2215,0.1202,3.9799,0.0702,3.9097,3.574,0.1018,2.681,0.0536,2.6274,1.6323,2.8283,0.051,2.7774,1.6701,1.5009,0.063,1.4379,0.9191,0.6942,0.0159,0.6784,0.715,1.7459,0.0308,1.715,1.4519,1.5398,0.0235,1.5163,1.407,300.07,89.34,335.88,262.64,0.0,22.97,14.46,0.0,0,0.0,189.72,0.0,0.0
2026-07-31,Control,E. 40-99,3001,11.57,563.7,0.1878,3.13,5.9968,113.88,70.4,52.07,0.7396,0.3679,0.2375,1.352,332.2,224.23,107.97,19.46,312.74,317.16,4.505,5.86,371,683,1634,55.6828,0.7877,29.16,11,21,41,62,40.72,10.83,2.37,0.1926,,,,,18.986,0.4302,18.5558,14.3192,0.2034,3001,0,196.77,107.13,3.48,19.46,5.36,122,14612,11.7471,0.2469,11.5002,7.4382,0.1057,7.2389,0.1833,7.0556,6.881,0.0977,4.6088,0.064,4.5448,2.8797,4.6581,0.088,4.5701,2.9657,2.4802,0.095,2.3852,1.5928,1.2982,0.0477,1.2506,1.5055,3.0417,0.0773,2.9643,2.6431,2.899,0.0583,2.8407,2.7324,626.4,96.9,646.44,573.66,0.0,30.09,22.65,0.0,1,0.0,332.2,0.0,0.0
2026-07-31,Control,F. 100+,419,1.62,85.21,0.2034,4.77,4.2605,241.49,167.0,131.3,0.7862,0.2996,0.2091,1.2719,689.0,417.61,271.38,24.22,664.77,635.56,3.8058,3.52,479,853,1704,59.3105,0.8121,56.79,22,41,73,131,22.67,3.58,0.48,0.1241,,,,,39.6921,0.4368,39.2554,31.1408,0.1865,419,0,466.89,177.43,5.05,24.22,15.4,250,15120,23.6611,0.1933,23.4678,16.0095,0.0959,16.031,0.2434,15.7876,15.1313,0.0906,9.1838,0.0597,9.1241,6.2673,9.7184,0.0597,9.6587,6.5036,4.7589,0.074,4.685,3.2387,3.1718,0.074,3.0979,3.284,6.5394,0.0955,6.4439,6.0167,6.3198,0.074,6.2458,5.8305,1515.23,98.33,1540.97,1440.93,0.0,36.18,38.11,0.0,0,0.0,689.0,0.0,0.0
2026-07-31,Variant,A. 0,5024,19.54,379.41,0.0755,1.19,6.3235,25.09,13.5,10.02,0.7419,0.3852,0.2097,1.3478,82.31,82.23,0.08,7.55,74.75,52.35,3.8764,9.18,200,462,2958,49.6263,0.4787,,,,,,0.0,0.0,0.0,0.5259,11.74,11.74,6.95,3.48,3.2717,0.1055,3.1662,2.0472,0.1516,5024,0,9.91,61.8,2.78,7.55,0.26,,26399,1.4266,0.0442,1.3824,0.924,0.0684,1.8451,0.0613,1.7838,1.1232,0.0832,0.5123,0.0155,0.4968,0.3432,0.5476,0.0143,0.5332,0.3441,0.3666,0.0143,0.3523,0.2367,0.4168,0.0153,0.4015,0.2379,0.7986,0.0245,0.7741,0.4122,0.6298,0.0215,0.6083,0.4731,127.26,26.55,479.29,109.88,1.41,8.7,7.27,0.0,1143,12.86,95.17,0.12,1.53
2026-07-31,Variant,B. 1-9,7264,28.25,110.62,0.0152,0.56,2.698,19.77,10.08,5.05,0.5015,0.6067,0.3608,1.9941,50.42,47.45,2.97,1.47,48.95,40.18,3.9871,2.91,200,321,1164,49.6862,0.6119,3.93,1,3,5,8,74.34,33.11,5.71,0.5322,37.27,37.27,17.17,4.96,3.467,0.0335,3.4335,2.5542,0.2534,7264,0,17.52,29.25,1.78,1.47,0.41,16,17559,2.2338,0.019,2.2148,1.5008,0.1489,1.2332,0.0145,1.2188,1.0534,0.1045,0.9093,0.0096,0.8996,0.625,0.8643,0.0034,0.8608,0.5588,0.4602,0.0059,0.4543,0.317,0.1601,0.0025,0.1576,0.1604,0.6736,0.0045,0.6691,0.5297,0.3995,0.0074,0.3921,0.3633,64.36,61.8,104.15,50.42,0.88,10.6,2.45,0.0,1490,0.09,50.51,0.11,1.0
2026-07-31,Variant,C. 10-19,5562,21.63,260.26,0.0468,1.91,2.4553,40.69,21.54,13.13,0.6094,0.514,0.3126,1.6411,103.76,95.39,8.37,4.26,99.5,87.09,4.0424,4.11,226,372,1047,51.6699,0.7037,9.38,4,8,13,18,64.02,26.2,3.47,0.3932,42.23,42.23,25.73,11.88,6.9998,0.0885,6.9114,5.1733,0.2401,5562,0,35.87,59.39,2.79,4.26,1.45,33,16954,4.3558,0.0556,4.3003,2.8594,0.1327,2.644,0.0329,2.6111,2.3139,0.1074,1.571,0.0241,1.5469,1.0818,1.7591,0.0111,1.7479,1.1025,1.0257,0.0203,1.0054,0.6751,0.4029,0.0059,0.397,0.4058,1.356,0.0156,1.3403,1.0831,0.8851,0.0113,0.8738,0.8251,142.49,79.38,179.51,111.57,1.94,17.55,11.43,0.0,1786,0.07,103.83,0.38,2.32
2026-07-31,Variant,D. 20-39,4583,17.82,502.62,0.1097,2.55,4.2959,61.26,34.49,24.72,0.7168,0.4078,0.2662,1.3952,179.29,163.81,15.48,9.18,170.11,151.54,4.3942,5.12,270,448,1149,53.541,0.7638,16.33,7,13,23,33,57.84,19.68,4.63,0.3092,41.89,41.89,23.85,12.44,10.0441,0.1348,9.9092,7.5654,0.2194,4583,0,59.95,105.06,2.72,9.18,2.38,62,16647,5.9031,0.0694,5.8337,3.753,0.1088,4.141,0.0655,4.0755,3.8123,0.1105,1.9284,0.0249,1.9036,1.3249,2.4552,0.0209,2.4342,1.4752,1.5195,0.0236,1.496,0.9529,0.6029,0.0148,0.588,0.7633,1.9376,0.0279,1.9097,1.6378,1.6005,0.0227,1.5778,1.4113,259.73,88.35,293.99,213.03,2.83,22.78,21.09,0.0,1846,0.14,179.43,0.25,3.08
2026-07-31,Variant,E. 40-99,2858,11.11,600.51,0.2101,3.71,5.6652,115.93,71.16,53.07,0.7458,0.3656,0.2406,1.3408,353.0,320.81,32.2,19.7,333.3,316.76,4.4513,5.58,361,620,1287,55.4375,0.7708,29.72,11,22,41,63,41.53,11.72,2.52,0.1865,47.27,47.27,28.24,17.14,15.2036,0.3055,14.8982,12.5322,0.1761,2858,0,116.4,207.91,3.73,19.7,5.26,129,14006,8.5399,0.1638,8.3761,5.9318,0.0834,6.6638,0.1417,6.522,6.6004,0.0928,2.8268,0.0462,2.7806,2.0325,3.4811,0.0504,3.4307,2.3383,2.232,0.0672,2.1648,1.5609,1.1291,0.0343,1.0948,1.2558,2.7862,0.0595,2.7267,2.6298,2.7484,0.0479,2.7005,2.7148,553.45,97.38,568.37,483.41,5.71,31.38,32.95,0.0,1439,2.37,355.38,0.69,6.4
2026-07-31,Variant,F. 100+,423,1.65,213.71,0.5052,6.38,7.9152,242.93,167.95,128.33,0.7641,0.3214,0.2126,1.3087,691.08,612.05,79.03,54.96,636.12,609.34,3.6281,7.95,518,925,1574,58.2427,0.7755,55.27,24,39,70,115,20.57,4.02,0.71,0.0969,69.98,69.98,52.96,43.97,29.1371,0.948,28.1891,24.8109,0.1477,423,0,263.53,360.52,4.87,54.96,7.19,252,15436,14.8109,0.4184,14.3924,10.8865,0.0648,14.3262,0.5296,13.7967,13.9243,0.0829,5.1395,0.1395,5.0,3.8038,5.7801,0.1395,5.6407,4.0638,3.8913,0.1395,3.7518,3.0189,3.0733,0.1489,2.9243,4.2009,5.6643,0.208,5.4563,4.7116,5.5887,0.1726,5.4161,5.0118,1260.23,99.29,1269.23,1175.13,8.09,37.78,39.23,0.0,237,81.11,772.19,0.84,8.94
2026-08-01,Control,A. 0,5208,20.13,607.26,0.1166,1.54,7.5907,22.44,12.54,8.94,0.7126,0.4041,0.2081,1.4032,62.93,62.77,0.15,10.5,52.42,43.73,3.4868,16.69,200,465,3187,49.9118,0.4665,,,,,,0.0,0.0,0.0,0.5048,,,,,1.9827,0.1181,1.8646,1.5513,0.1237,5208,0,14.93,34.57,2.62,10.5,0.31,,29185,0.7659,0.0495,0.7164,0.6601,0.0526,1.2168,0.0685,1.1482,0.8911,0.0711,0.2498,0.0177,0.2321,0.2465,0.2723,0.0154,0.2569,0.2243,0.2439,0.0165,0.2273,0.1893,0.2742,0.0179,0.2563,0.2195,0.5071,0.0288,0.4783,0.3449,0.4355,0.0219,0.4136,0.3268,130.72,23.02,567.78,118.89,0.0,3.61,8.22,0.0,0,0.0,62.93,0.0,0.0
2026-08-01,Control,B. 1-9,7390,28.57,150.37,0.0203,0.74,2.734,18.98,10.16,5.11,0.503,0.6074,0.3696,1.988,49.23,39.97,9.26,1.61,47.62,43.23,4.2547,3.27,201,353,1298,49.6483,0.6036,4.01,2,3,5,8,75.48,33.18,6.43,0.5221,,,,,2.7124,0.0353,2.6771,2.316,0.2279,7390,0,29.91,15.23,1.93,1.61,0.54,17,18031,1.6678,0.0207,1.6471,1.335,0.1314,1.0447,0.0146,1.03,0.9809,0.0965,0.6602,0.0085,0.6517,0.5425,0.6704,0.0045,0.6659,0.5009,0.3372,0.0077,0.3295,0.2916,0.1597,0.0028,0.1568,0.1689,0.4863,0.0061,0.4802,0.4401,0.3986,0.0057,0.393,0.372,71.84,65.02,110.48,63.11,0.0,6.05,2.67,0.0,0,0.0,49.23,0.0,0.0
2026-08-01,Control,C. 10-19,5431,21.0,312.25,0.0575,1.45,3.9525,37.55,20.87,13.29,0.6366,0.4892,0.3022,1.5709,99.99,74.19,25.8,4.63,95.36,93.69,4.4883,4.63,246,440,1293,51.917,0.7144,9.77,4,9,13,19,67.46,28.36,3.5,0.4066,,,,,5.8324,0.1053,5.7271,4.6485,0.2227,5431,0,59.74,31.62,2.54,4.63,1.46,34,20095,3.6091,0.0685,3.5406,2.6227,0.1256,2.2233,0.0368,2.1865,2.0258,0.097,1.4257,0.0263,1.3994,1.0499,1.5058,0.018,1.4878,1.0221,0.6776,0.0241,0.6535,0.5507,0.3533,0.007,0.3463,0.3532,0.967,0.0144,0.9527,0.87,0.903,0.0155,0.8875,0.8026,161.51,80.63,200.31,142.64,0.0,7.76,11.12,0.0,0,0.0,99.99,0.0,0.0
2026-08-01,Control,D. 20-39,4469,17.28,547.64,0.1225,3.07,3.9974,59.54,34.71,25.2,0.7261,0.3965,0.2611,1.3772,174.57,123.72,50.85,10.66,163.91,162.17,4.6728,6.11,292,515,1194,53.2889,0.7726,16.58,7,13,23,33,58.51,20.68,4.86,0.3162,,,,,9.4294,0.1707,9.2587,7.4321,0.2141,4469,0,103.39,55.83,2.39,10.66,2.3,63,16313,5.5549,0.0947,5.4603,3.8418,0.1107,3.8745,0.0761,3.7984,3.5903,0.1034,2.0864,0.0273,2.0591,1.4795,2.3086,0.0286,2.2799,1.5303,1.16,0.0387,1.1213,0.832,0.633,0.0206,0.6124,0.7286,1.5563,0.0291,1.5272,1.414,1.6852,0.0264,1.6588,1.4478,300.74,91.77,327.73,271.18,0.0,9.03,20.53,0.0,0,0.0,174.57,0.0,0.0
2026-08-01,Control,E. 40-99,2934,11.34,558.13,0.1902,3.48,5.4719,103.9,65.7,50.48,0.7683,0.341,0.2296,1.3016,327.11,222.91,104.2,15.76,311.35,299.64,4.5606,4.82,374,674,1620,55.9545,0.7933,29.19,11,22,41,63,40.59,11.25,1.94,0.1905,,,,,16.0637,0.227,15.8367,12.7941,0.1947,2934,0,194.78,108.76,3.34,15.76,4.47,114,14354,8.9659,0.092,8.8739,6.3776,0.0971,7.0978,0.135,6.9628,6.4165,0.0977,3.4775,0.0286,3.4489,2.4431,3.7151,0.0276,3.6875,2.5709,1.7733,0.0358,1.7376,1.3637,1.3736,0.0348,1.3388,1.3896,2.7164,0.0593,2.6571,2.411,3.0078,0.0409,2.9669,2.6159,606.89,97.85,620.2,561.94,0.0,10.81,34.14,0.0,0,0.0,327.11,0.0,0.0
2026-08-01,Control,F. 100+,436,1.69,121.72,0.2792,6.42,4.3471,215.12,149.61,117.72,0.7868,0.2961,0.1996,1.2709,690.02,443.4,246.62,36.81,653.21,677.75,4.5302,5.33,494,927,1742,59.0803,0.8074,52.55,20,37,68,112,20.41,3.67,0.92,0.1055,,,,,34.6147,1.6812,32.9335,30.75,0.2055,436,0,434.21,204.38,4.35,36.81,10.27,279,16243,19.9725,1.3486,18.6239,15.0917,0.1009,14.6422,0.3326,14.3096,15.6583,0.1047,7.4977,0.3509,7.1468,5.7385,8.4633,0.4679,7.9954,6.2431,4.0115,0.5298,3.4817,3.1101,3.2752,0.1101,3.1651,4.7064,5.3509,0.1147,5.2362,5.2982,6.0161,0.1078,5.9083,5.6537,1389.53,99.54,1395.94,1325.71,0.0,14.31,49.51,0.0,0,0.0,690.02,0.0,0.0
2026-08-01,Variant,A. 0,5299,20.69,377.68,0.0713,1.3,5.4736,22.84,12.57,8.93,0.7102,0.4073,0.2098,1.4081,54.47,54.38,0.09,6.88,47.59,47.44,3.7749,12.63,200,402,2522,49.6189,0.4669,,,,,,0.0,0.0,0.0,0.5097,10.93,10.93,6.25,3.15,1.705,0.07,1.635,1.732,0.1378,5299,0,10.52,34.21,2.63,6.88,0.23,,25863,0.802,0.026,0.776,0.8462,0.0673,0.903,0.044,0.859,0.8858,0.0705,0.3225,0.0098,0.3127,0.3344,0.2857,0.0075,0.2782,0.2972,0.1938,0.0087,0.1851,0.2146,0.1914,0.0091,0.1823,0.2059,0.4018,0.0177,0.384,0.3293,0.3099,0.0172,0.2927,0.3506,108.11,21.51,502.52,97.42,0.01,3.29,7.39,0.0,1225,0.0,54.47,0.0,0.01
2026-08-01,Variant,B. 1-9,7249,28.3,90.71,0.0125,0.51,2.4516,19.46,10.05,4.95,0.493,0.6101,0.3627,2.0286,36.34,33.45,2.89,1.04,35.3,37.48,3.7289,2.87,200,317,1171,49.8144,0.6226,3.88,1,3,5,8,73.89,31.92,5.81,0.5263,36.05,36.05,16.65,4.97,2.5615,0.0443,2.5172,2.3163,0.2304,7249,0,17.82,15.05,1.75,1.04,0.67,16,18229,1.7357,0.0286,1.7071,1.3603,0.1353,0.8258,0.0157,0.81,0.956,0.0951,0.7049,0.013,0.692,0.565,0.7002,0.0047,0.6955,0.5147,0.3305,0.0109,0.3196,0.2806,0.0963,0.0026,0.0937,0.1382,0.4297,0.008,0.4217,0.4712,0.2998,0.0051,0.2947,0.3465,57.65,64.05,90.01,48.85,0.09,5.82,2.89,0.0,1407,0.01,36.35,0.01,0.11
2026-08-01,Variant,C. 10-19,5309,20.73,347.99,0.0655,1.92,3.4117,37.76,20.63,12.63,0.6123,0.508,0.3095,1.6333,77.58,69.64,7.94,5.47,72.11,80.66,3.9101,7.05,222,360,1044,51.7129,0.7129,9.28,4,8,13,18,63.14,26.52,3.41,0.3882,40.42,40.42,23.94,11.41,4.8781,0.1226,4.7555,4.5558,0.2208,5309,0,34.97,33.49,2.41,5.47,1.24,35,17339,3.1626,0.0819,3.0806,2.567,0.1244,1.7156,0.0407,1.6749,1.9889,0.0964,1.1757,0.032,1.1437,1.0151,1.3163,0.019,1.2972,0.9678,0.6706,0.0309,0.6397,0.5841,0.2185,0.0102,0.2083,0.3439,0.8857,0.017,0.8687,0.9412,0.6114,0.0136,0.5979,0.7037,128.48,80.07,160.46,107.05,0.2,7.8,13.44,0.0,1704,0.02,77.6,0.03,0.23
2026-08-01,Variant,D. 20-39,4594,17.94,635.26,0.1383,2.55,5.4296,59.11,34.16,23.91,0.6999,0.421,0.2694,1.4287,135.78,120.7,15.08,10.12,125.66,140.15,4.1025,7.45,257,432,1072,53.5794,0.7653,15.62,6,12,22,32,55.25,19.0,4.07,0.2995,41.1,41.1,21.92,11.8,7.0993,0.1831,6.9162,6.7536,0.1977,4594,0,57.89,62.59,2.61,10.08,2.61,59,14780,4.3513,0.1117,4.2397,3.5509,0.1039,2.7479,0.0714,2.6765,3.2027,0.0937,1.5028,0.0357,1.4671,1.2821,1.7912,0.0324,1.7588,1.3846,1.0572,0.0435,1.0137,0.8842,0.3801,0.0176,0.3624,0.5866,1.3076,0.0318,1.2758,1.3964,1.0603,0.022,1.0383,1.2196,244.95,91.08,268.95,212.53,0.13,8.84,23.45,0.0,1815,0.01,135.79,0.03,0.16
2026-08-01,Variant,E. 40-99,2761,10.78,721.23,0.2612,3.73,7.0022,112.17,70.37,52.13,0.7408,0.3642,0.2378,1.35,265.05,234.48,30.57,22.93,242.12,270.17,3.8391,8.65,314,587,1270,55.7145,0.7823,28.56,11,20,39,62,38.57,11.01,2.46,0.1916,43.53,43.53,26.4,16.91,11.3966,0.2963,11.1003,10.8855,0.1547,2761,0,114.75,117.85,3.7,22.93,5.82,121,15968,6.402,0.1119,6.2901,5.243,0.0745,4.9946,0.1844,4.8102,5.6425,0.0802,2.2372,0.0362,2.201,1.8968,2.4886,0.0373,2.4513,1.9627,1.6762,0.0384,1.6378,1.3836,0.8004,0.0456,0.7548,1.0619,2.1528,0.0819,2.071,2.3108,2.0413,0.0569,1.9844,2.2698,520.15,98.41,528.57,474.39,0.1,10.53,35.12,0.0,1317,0.02,265.07,0.05,0.15
2026-08-01,Variant,F. 100+,402,1.57,135.1,0.3361,3.98,8.4437,233.37,160.03,121.78,0.761,0.3237,0.2184,1.3141,491.33,417.59,73.74,28.86,462.48,501.0,3.1307,5.87,436,746,1561,59.0857,0.8126,51.56,19,35,65,114,20.65,3.98,0.0,0.1095,63.93,63.93,49.75,42.54,21.1169,0.4303,20.6866,22.4677,0.1404,402,0,243.74,201.6,5.19,28.86,11.94,230,15261,11.0647,0.1343,10.9303,10.1144,0.0632,10.0522,0.296,9.7562,12.3532,0.0772,3.6791,0.0448,3.6343,3.4478,4.2612,0.0448,4.2164,3.7886,3.1244,0.0448,3.0796,2.8781,1.8532,0.0721,1.7811,4.0721,4.2512,0.1343,4.1169,4.3358,3.9478,0.0896,3.8582,3.9453,1170.02,99.0,1181.78,1116.79,0.19,12.39,40.66,0.0,207,0.0,491.33,0.12,0.31
2026-08-02,Control,A. 0,5197,19.92,470.23,0.0905,1.4,6.4415,23.8,13.12,8.83,0.6732,0.4411,0.219,1.4854,40.51,40.32,0.19,7.79,32.71,34.98,2.6658,19.24,200,487,3562,50.0072,0.4679,,,,,,0.0,0.0,0.0,0.5066,,,,,1.4959,0.0791,1.4168,1.463,0.1115,5197,0,16.05,13.65,2.76,7.79,0.25,,30300,0.6419,0.0346,0.6073,0.6704,0.0511,0.854,0.0444,0.8095,0.7926,0.0604,0.2115,0.0129,0.1986,0.2438,0.2349,0.0117,0.2232,0.2399,0.1955,0.01,0.1855,0.1866,0.1714,0.0104,0.1611,0.1714,0.4027,0.0196,0.3831,0.3421,0.2798,0.0144,0.2653,0.279,122.71,21.13,580.8,117.1,0.0,1.75,3.86,0.0,0,0.0,40.51,0.0,0.0
2026-08-02,Control,B. 1-9,7493,28.73,94.73,0.0126,0.52,2.429,20.21,10.87,5.1,0.4688,0.6355,0.3784,2.133,42.8,33.71,9.1,1.21,41.59,42.34,3.8933,2.84,203,346,1217,49.5729,0.6107,3.93,2,3,5,8,75.34,32.47,5.87,0.5324,,,,,2.3122,0.032,2.2801,2.2095,0.2032,7493,0,29.82,9.21,1.92,1.21,0.64,17,18208,1.4798,0.02,1.4598,1.258,0.1157,0.8324,0.012,0.8204,0.9516,0.0875,0.5751,0.0093,0.5657,0.5205,0.6273,0.0041,0.6231,0.482,0.2775,0.0065,0.2709,0.2554,0.1304,0.0028,0.1276,0.1612,0.3691,0.004,0.3651,0.4256,0.3328,0.0052,0.3276,0.3647,66.2,66.36,99.77,60.38,0.0,3.7,2.12,0.0,0,0.0,42.8,0.0,0.0
2026-08-02,Control,C. 10-19,5453,20.9,361.7,0.0663,1.8,3.6908,39.76,22.55,13.59,0.6028,0.5148,0.3082,1.659,89.23,62.83,26.4,5.88,83.35,87.39,3.8763,6.59,240,414,1273,51.9381,0.7108,9.76,4,9,13,18,67.45,28.97,3.63,0.4022,,,,,5.1584,0.0981,5.0603,4.5522,0.2019,5453,0,60.54,19.21,2.48,5.88,1.12,35,19037,3.3145,0.0627,3.2518,2.5978,0.1152,1.8439,0.0354,1.8085,1.9543,0.0867,1.2435,0.0198,1.2237,1.0237,1.4255,0.016,1.4095,1.0321,0.6455,0.027,0.6186,0.5421,0.2842,0.0061,0.2782,0.3431,0.7854,0.0158,0.7697,0.8177,0.7743,0.0136,0.7607,0.7935,153.62,81.04,189.56,140.37,0.0,4.81,8.44,0.0,0,0.0,89.23,0.0,0.0
2026-08-02,Control,D. 20-39,4498,17.24,504.95,0.1123,2.42,4.6326,61.32,36.42,25.77,0.7076,0.4111,0.264,1.4132,151.86,99.95,51.91,9.48,142.38,156.2,4.2887,6.24,278,490,1185,53.3701,0.7747,16.58,7,13,23,34,58.05,20.45,4.85,0.3086,,,,,8.8348,0.1287,8.7061,7.7257,0.2121,4498,0,104.65,32.95,2.57,9.47,2.21,66,16405,5.3975,0.06,5.3375,3.9762,0.1092,3.4373,0.0687,3.3686,3.7494,0.1029,2.004,0.0227,1.9813,1.4911,2.265,0.0167,2.2483,1.6016,1.1285,0.0207,1.1078,0.8835,0.5845,0.0189,0.5656,0.7706,1.4124,0.0269,1.3855,1.4589,1.4404,0.0229,1.4175,1.52,296.2,91.49,323.77,274.79,0.0,5.85,15.56,0.0,0,0.0,151.86,0.0,0.0
2026-08-02,Control,E. 40-99,2998,11.49,561.9,0.1874,3.47,5.4029,107.09,67.92,51.17,0.7534,0.3526,0.2328,1.3273,272.59,166.91,105.68,16.73,255.86,279.6,4.1166,6.14,340,666,1563,56.1239,0.7994,28.77,11,21,41,60,40.19,10.24,1.73,0.1975,,,,,15.3369,0.2252,15.1117,12.8746,0.1896,2998,0,195.6,53.26,3.21,16.73,3.79,116,14966,9.033,0.0801,8.953,6.5434,0.0963,6.3039,0.1451,6.1588,6.3312,0.0932,3.5841,0.0267,3.5574,2.557,3.6985,0.0247,3.6738,2.6141,1.7505,0.0287,1.7218,1.3722,1.2302,0.0334,1.1968,1.3809,2.557,0.0634,2.4937,2.441,2.5167,0.0484,2.4683,2.5093,592.64,98.57,601.26,563.33,0.0,8.07,21.23,0.0,1,0.0,272.59,0.0,0.0
2026-08-02,Control,F. 100+,446,1.71,116.82,0.2619,5.83,4.4931,231.33,166.46,123.01,0.739,0.326,0.2146,1.3532,582.0,327.98,254.02,29.37,552.63,554.71,3.3324,5.05,452,864,1595,58.0302,0.7952,47.7,20,33,62,110,16.37,1.79,0.22,0.13,,,,,33.4305,0.3879,33.0426,28.3767,0.1705,446,0,453.17,78.48,4.78,29.37,16.21,198,13618,19.8498,0.1345,19.7152,14.1749,0.0852,13.5807,0.2534,13.3274,14.2018,0.0853,7.6883,0.0426,7.6457,5.4372,8.4327,0.0426,8.3901,5.8498,3.7287,0.0493,3.6794,2.8879,2.6143,0.0605,2.5538,3.8274,5.4686,0.0964,5.3722,5.1413,5.4978,0.0964,5.4013,5.2332,1407.75,99.33,1417.28,1368.92,0.0,14.57,24.25,0.0,0,0.0,582.0,0.0,0.0
