segment,ab_group,category,resource,amount_free,amount_total,player_days,papd_free
A. 0,Variant,Hatchling Hideaway,Comet,692.0,692.0,43108.0,0.016053
A. 0,Variant,Hatchling Hideaway,HC,36155.0,36155.0,43108.0,0.838707
A. 0,Variant,Hatchling Hideaway,Red,1223.0,1223.0,43108.0,0.028371
A. 0,Variant,Hatchling Hideaway,Shuffle,647.0,647.0,43108.0,0.015009
A. 0,Variant,Hatchling Hideaway,Slingshot,627.0,627.0,43108.0,0.014545
A. 0,Variant,Hatchling Hideaway,UL Chuck,6210.0,6210.0,43108.0,0.144057
A. 0,Variant,Hatchling Hideaway,UL Red,6410.0,6410.0,43108.0,0.148696
A. 0,Variant,Hatchling Hideaway,Unlimited Lives,94500.0,94500.0,43108.0,2.192169
A. 0,Variant,Jigsaw,Bomb,258.0,258.0,43108.0,0.005985
A. 0,Variant,Jigsaw,Chuck,1566.0,1566.0,43108.0,0.036327
A. 0,Variant,Jigsaw,Comet,258.0,258.0,43108.0,0.005985
A. 0,Variant,Jigsaw,HC,44725.0,44725.0,43108.0,1.03751
A. 0,Variant,Jigsaw,Red,704.0,704.0,43108.0,0.016331
A. 0,Variant,Jigsaw,Slingshot,311.0,311.0,43108.0,0.007214
A. 0,Variant,Jigsaw,UL Bomb,10940.0,10940.0,43108.0,0.253781
A. 0,Variant,Jigsaw,UL Chuck,16040.0,16040.0,43108.0,0.372089
A. 0,Variant,Jigsaw,UL Red,21010.0,21010.0,43108.0,0.487381
A. 0,Variant,Jigsaw,Unlimited Lives,80730.0,80730.0,43108.0,1.872738
A. 0,Variant,Kite Festival,Bomb,27.0,27.0,43108.0,0.000626
A. 0,Variant,Kite Festival,Chuck,46.0,46.0,43108.0,0.001067
A. 0,Variant,Kite Festival,Comet,4.0,4.0,43108.0,9.3e-05
A. 0,Variant,Kite Festival,HC,6050.0,6050.0,43108.0,0.140345
A. 0,Variant,Kite Festival,Red,49.0,49.0,43108.0,0.001137
A. 0,Variant,Kite Festival,SPT,21115.0,21115.0,43108.0,0.489816
A. 0,Variant,Kite Festival,Shuffle,22.0,22.0,43108.0,0.00051
A. 0,Variant,Kite Festival,Slingshot,74.0,74.0,43108.0,0.001717
A. 0,Variant,Kite Festival,Unlimited Lives,33185.0,33185.0,43108.0,0.769811
A. 0,Variant,Level Race,Chuck,2.0,2.0,43108.0,4.6e-05
A. 0,Variant,Level Race,Slingshot,1.0,1.0,43108.0,2.3e-05
A. 0,Variant,Level Race,Unlimited Lives,235.0,235.0,43108.0,0.005451
A. 0,Variant,Other,Bomb,2644.0,2988.0,43108.0,0.061334
A. 0,Variant,Other,Chuck,2665.0,3006.0,43108.0,0.061821
A. 0,Variant,Other,Comet,38.0,393.0,43108.0,0.000882
A. 0,Variant,Other,HC,16892.0,228242.0,43108.0,0.391853
A. 0,Variant,Other,Red,2727.0,3113.0,43108.0,0.06326
A. 0,Variant,Other,SPT,102500.0,102500.0,43108.0,2.377749
A. 0,Variant,Other,Shuffle,118.0,609.0,43108.0,0.002737
A. 0,Variant,Other,Slingshot,201.0,764.0,43108.0,0.004663
A. 0,Variant,Other,UL Bomb,0.0,10540.0,43108.0,0.0
A. 0,Variant,Other,UL Chuck,0.0,10540.0,43108.0,0.0
A. 0,Variant,Other,UL Red,40.0,10580.0,43108.0,0.000928
A. 0,Variant,Other,Unlimited Lives,22012.0,38657.0,43108.0,0.510624
A. 0,Variant,Photoshoot,Chuck,3.0,3.0,43108.0,7e-05
A. 0,Variant,Rainbow Maker,Bomb,1009.0,1009.0,43108.0,0.023406
A. 0,Variant,Rainbow Maker,Chuck,960.0,960.0,43108.0,0.02227
A. 0,Variant,Rainbow Maker,Comet,8462.0,8462.0,43108.0,0.196298
A. 0,Variant,Rainbow Maker,HC,57089.0,57089.0,43108.0,1.324325
A. 0,Variant,Rainbow Maker,Red,1251.0,1251.0,43108.0,0.02902
A. 0,Variant,Rainbow Maker,SPT,279528.0,279528.0,43108.0,6.484365
A. 0,Variant,Rainbow Maker,Shuffle,9010.0,9010.0,43108.0,0.20901
A. 0,Variant,Rainbow Maker,Slingshot,8844.0,8844.0,43108.0,0.205159
A. 0,Variant,Rainbow Maker,UL Chuck,4190.0,4190.0,43108.0,0.097198
A. 0,Variant,Rainbow Maker,UL Red,780.0,780.0,43108.0,0.018094
A. 0,Variant,Rainbow Maker,Unlimited Lives,43140.0,43140.0,43108.0,1.000742
A. 0,Variant,Red Challenge,Comet,13.0,13.0,43108.0,0.000302
A. 0,Variant,Red Challenge,HC,5100.0,5100.0,43108.0,0.118308
A. 0,Variant,Red Challenge,Shuffle,65.0,65.0,43108.0,0.001508
A. 0,Variant,Red Challenge,Slingshot,165.0,165.0,43108.0,0.003828
A. 0,Variant,River Rush,Bomb,3.0,3.0,43108.0,7e-05
A. 0,Variant,River Rush,Chuck,2.0,2.0,43108.0,4.6e-05
A. 0,Variant,River Rush,Comet,8.0,8.0,43108.0,0.000186
A. 0,Variant,River Rush,HC,585.0,585.0,43108.0,0.013571
A. 0,Variant,River Rush,Red,5.0,5.0,43108.0,0.000116
A. 0,Variant,River Rush,SPT,90.0,90.0,43108.0,0.002088
A. 0,Variant,River Rush,Shuffle,10.0,10.0,43108.0,0.000232
A. 0,Variant,River Rush,Slingshot,6.0,6.0,43108.0,0.000139
A. 0,Variant,River Rush,UL Bomb,40.0,40.0,43108.0,0.000928
A. 0,Variant,River Rush,UL Red,40.0,40.0,43108.0,0.000928
A. 0,Variant,Saga,Bomb,40.0,40.0,43108.0,0.000928
A. 0,Variant,Saga,Chuck,87.0,87.0,43108.0,0.002018
A. 0,Variant,Saga,Comet,8.0,8.0,43108.0,0.000186
A. 0,Variant,Saga,HC,4415.0,4415.0,43108.0,0.102417
A. 0,Variant,Saga,Red,113.0,113.0,43108.0,0.002621
A. 0,Variant,Saga,Shuffle,27.0,27.0,43108.0,0.000626
A. 0,Variant,Saga,Slingshot,51.0,51.0,43108.0,0.001183
A. 0,Variant,Saga,Unlimited Lives,6935.0,6935.0,43108.0,0.160875
A. 0,Variant,Season Pass (Free),Bomb,394.0,394.0,43108.0,0.00914
A. 0,Variant,Season Pass (Free),Chuck,1525.0,1525.0,43108.0,0.035376
A. 0,Variant,Season Pass (Free),Comet,72.0,72.0,43108.0,0.00167
A. 0,Variant,Season Pass (Free),HC,35070.0,35070.0,43108.0,0.813538
A. 0,Variant,Season Pass (Free),Red,961.0,961.0,43108.0,0.022293
A. 0,Variant,Season Pass (Free),Shuffle,436.0,436.0,43108.0,0.010114
A. 0,Variant,Season Pass (Free),Slingshot,230.0,230.0,43108.0,0.005335
A. 0,Variant,Season Pass (Free),UL Bomb,915.0,915.0,43108.0,0.021226
A. 0,Variant,Season Pass (Free),UL Chuck,9210.0,9210.0,43108.0,0.213649
A. 0,Variant,Season Pass (Free),UL Red,13490.0,13490.0,43108.0,0.312935
A. 0,Variant,Season Pass (Free),Unlimited Lives,76505.0,76505.0,43108.0,1.774729
A. 0,Variant,Target Day,Bomb,422.0,422.0,43108.0,0.009789
A. 0,Variant,Target Day,Chuck,811.0,811.0,43108.0,0.018813
A. 0,Variant,Target Day,Comet,613.0,613.0,43108.0,0.01422
A. 0,Variant,Target Day,HC,97450.0,97450.0,43108.0,2.260601
A. 0,Variant,Target Day,Red,1182.0,1182.0,43108.0,0.02742
A. 0,Variant,Target Day,Shuffle,518.0,518.0,43108.0,0.012016
A. 0,Variant,Target Day,Slingshot,850.0,850.0,43108.0,0.019718
A. 0,Variant,Target Day,Unlimited Lives,69160.0,69160.0,43108.0,1.604343
A. 0,Variant,Team Event,Comet,596.0,596.0,43108.0,0.013826
A. 0,Variant,Team Event,HC,181200.0,181200.0,43108.0,4.203396
A. 0,Variant,Team Event,Shuffle,854.0,854.0,43108.0,0.019811
A. 0,Variant,Team Event,Slingshot,2120.0,2120.0,43108.0,0.049179
A. 0,Variant,Team Race,Bomb,1136.0,1136.0,43108.0,0.026352
A. 0,Variant,Team Race,Chuck,506.0,506.0,43108.0,0.011738
A. 0,Variant,Team Race,Comet,2448.0,2448.0,43108.0,0.056788
A. 0,Variant,Team Race,HC,177150.0,177150.0,43108.0,4.109446
A. 0,Variant,Team Race,Red,308.0,308.0,43108.0,0.007145
A. 0,Variant,Team Race,SPT,152900.0,152900.0,43108.0,3.546905
A. 0,Variant,Team Race,Shuffle,1776.0,1776.0,43108.0,0.041199
A. 0,Variant,Team Race,Slingshot,1194.0,1194.0,43108.0,0.027698
A. 0,Variant,Team Race,Unlimited Lives,2930.0,2930.0,43108.0,0.067969
