segment,ab_group,category,resource,amount_free,amount_total,player_days,papd_free
20-39,Variant,Bomb's Ballet,UL Bomb,13440.0,13440.0,44216.0,0.303962
20-39,Variant,Bomb's Ballet,UL Chuck,18635.0,18635.0,44216.0,0.421454
20-39,Variant,Bomb's Ballet,UL Red,23365.0,23365.0,44216.0,0.528429
20-39,Variant,Bomb's Ballet,Unlimited Lives,88065.0,88065.0,44216.0,1.9917
20-39,Variant,Chuck Challenge,Comet,493.0,493.0,44216.0,0.01115
20-39,Variant,Chuck Challenge,HC,214300.0,214300.0,44216.0,4.846662
20-39,Variant,Chuck Challenge,Red,1.0,1.0,44216.0,2.3e-05
20-39,Variant,Chuck Challenge,Shuffle,3429.0,3429.0,44216.0,0.077551
20-39,Variant,Chuck Challenge,Slingshot,3419.0,3419.0,44216.0,0.077325
20-39,Variant,Core,Bomb,12386.0,12386.0,44216.0,0.280125
20-39,Variant,Core,Chuck,15559.0,15559.0,44216.0,0.351886
20-39,Variant,Core,Comet,4131.0,4131.0,44216.0,0.093428
20-39,Variant,Core,HC,1459430.0,1459430.0,44216.0,33.00683
20-39,Variant,Core,Red,5968.0,5968.0,44216.0,0.134974
20-39,Variant,Core,Shuffle,12927.0,12927.0,44216.0,0.29236
20-39,Variant,Core,Slingshot,12079.0,12079.0,44216.0,0.273182
20-39,Variant,Core,Unlimited Lives,771090.0,771090.0,44216.0,17.439162
20-39,Variant,Daily Gift,Comet,473.0,473.0,44216.0,0.010697
20-39,Variant,Daily Gift,HC,514055.0,514055.0,44216.0,11.625995
20-39,Variant,Daily Gift,Shuffle,4201.0,4201.0,44216.0,0.095011
20-39,Variant,Daily Gift,Slingshot,6908.0,6908.0,44216.0,0.156233
20-39,Variant,Daily Gift,UL Bomb,16980.0,16980.0,44216.0,0.384024
20-39,Variant,Daily Gift,UL Chuck,43080.0,43080.0,44216.0,0.974308
20-39,Variant,Daily Gift,UL Red,52680.0,52680.0,44216.0,1.191424
20-39,Variant,Daily Gift,Unlimited Lives,614725.0,614725.0,44216.0,13.902773
20-39,Variant,Daily Night Sky Prize,Chuck,5437.0,5437.0,44216.0,0.122965
20-39,Variant,Daily Night Sky Prize,Comet,45.0,45.0,44216.0,0.001018
20-39,Variant,Daily Night Sky Prize,HC,1019545.0,1019545.0,44216.0,23.058282
20-39,Variant,Daily Night Sky Prize,Red,10563.0,10563.0,44216.0,0.238895
20-39,Variant,Daily Night Sky Prize,Shuffle,2.0,2.0,44216.0,4.5e-05
20-39,Variant,Daily Night Sky Prize,Slingshot,5482.0,5482.0,44216.0,0.123982
20-39,Variant,Daily Night Sky Prize,Unlimited Lives,411780.0,411780.0,44216.0,9.312918
20-39,Variant,Flock Flurry,Bomb,2557.0,2557.0,44216.0,0.05783
20-39,Variant,Flock Flurry,Chuck,2557.0,2557.0,44216.0,0.05783
20-39,Variant,Flock Flurry,Red,2557.0,2557.0,44216.0,0.05783
20-39,Variant,Flock Flurry,SPT,44180.0,44180.0,44216.0,0.999186
20-39,Variant,Flock Flurry,Slingshot,2557.0,2557.0,44216.0,0.05783
20-39,Variant,Flock Flurry,Unlimited Lives,894060.0,894060.0,44216.0,20.220282
20-39,Variant,Hatchling Hideaway,Bomb,3948.0,3948.0,44216.0,0.089289
20-39,Variant,Hatchling Hideaway,Chuck,5640.0,5640.0,44216.0,0.127556
20-39,Variant,Hatchling Hideaway,Comet,3896.0,3896.0,44216.0,0.088113
20-39,Variant,Hatchling Hideaway,HC,137315.0,137315.0,44216.0,3.10555
20-39,Variant,Hatchling Hideaway,Red,7852.0,7852.0,44216.0,0.177583
20-39,Variant,Hatchling Hideaway,Shuffle,2674.0,2674.0,44216.0,0.060476
20-39,Variant,Hatchling Hideaway,Slingshot,1391.0,1391.0,44216.0,0.031459
20-39,Variant,Hatchling Hideaway,UL Chuck,13740.0,13740.0,44216.0,0.310747
20-39,Variant,Hatchling Hideaway,UL Red,26390.0,26390.0,44216.0,0.596843
20-39,Variant,Hatchling Hideaway,Unlimited Lives,589560.0,589560.0,44216.0,13.333635
20-39,Variant,Jigsaw,Bomb,14.0,14.0,44216.0,0.000317
20-39,Variant,Jigsaw,Chuck,6327.0,6327.0,44216.0,0.143093
20-39,Variant,Jigsaw,Comet,14.0,14.0,44216.0,0.000317
20-39,Variant,Jigsaw,HC,93850.0,93850.0,44216.0,2.122535
20-39,Variant,Jigsaw,Red,2373.0,2373.0,44216.0,0.053668
20-39,Variant,Jigsaw,Slingshot,27.0,27.0,44216.0,0.000611
20-39,Variant,Jigsaw,UL Bomb,23955.0,23955.0,44216.0,0.541772
20-39,Variant,Jigsaw,UL Chuck,51745.0,51745.0,44216.0,1.170278
20-39,Variant,Jigsaw,UL Red,67795.0,67795.0,44216.0,1.533269
20-39,Variant,Jigsaw,Unlimited Lives,216810.0,216810.0,44216.0,4.903429
20-39,Variant,Kite Festival,Bomb,193.0,193.0,44216.0,0.004365
20-39,Variant,Kite Festival,Chuck,379.0,379.0,44216.0,0.008572
20-39,Variant,Kite Festival,Comet,45.0,45.0,44216.0,0.001018
20-39,Variant,Kite Festival,HC,43125.0,43125.0,44216.0,0.975326
20-39,Variant,Kite Festival,Red,388.0,388.0,44216.0,0.008775
20-39,Variant,Kite Festival,SPT,164630.0,164630.0,44216.0,3.723313
20-39,Variant,Kite Festival,Shuffle,143.0,143.0,44216.0,0.003234
20-39,Variant,Kite Festival,Slingshot,502.0,502.0,44216.0,0.011353
20-39,Variant,Kite Festival,Unlimited Lives,135900.0,135900.0,44216.0,3.073548
20-39,Variant,Level Race,Bomb,1.0,1.0,44216.0,2.3e-05
20-39,Variant,Level Race,HC,275.0,275.0,44216.0,0.006219
20-39,Variant,Level Race,SPT,300.0,300.0,44216.0,0.006785
20-39,Variant,Level Race,Shuffle,2.0,2.0,44216.0,4.5e-05
20-39,Variant,Level Race,Unlimited Lives,250.0,250.0,44216.0,0.005654
20-39,Variant,Other,Bomb,8126.0,9594.0,44216.0,0.18378
20-39,Variant,Other,Chuck,8186.0,9420.0,44216.0,0.185137
20-39,Variant,Other,Comet,657.0,1437.0,44216.0,0.014859
20-39,Variant,Other,HC,149253.0,596693.0,44216.0,3.375543
20-39,Variant,Other,Red,8464.0,9773.0,44216.0,0.191424
20-39,Variant,Other,SPT,287390.0,287390.0,44216.0,6.499683
20-39,Variant,Other,Shuffle,1405.0,2562.0,44216.0,0.031776
20-39,Variant,Other,Slingshot,958.0,2268.0,44216.0,0.021666
20-39,Variant,Other,UL Bomb,90.0,23470.0,44216.0,0.002035
20-39,Variant,Other,UL Chuck,105.0,23485.0,44216.0,0.002375
20-39,Variant,Other,UL Red,100.0,23480.0,44216.0,0.002262
20-39,Variant,Other,Unlimited Lives,63683.0,92813.0,44216.0,1.44027
20-39,Variant,Photoshoot,Chuck,3.0,3.0,44216.0,6.8e-05
20-39,Variant,Photoshoot,HC,25.0,25.0,44216.0,0.000565
20-39,Variant,Photoshoot,Red,1.0,1.0,44216.0,2.3e-05
20-39,Variant,Photoshoot,UL Red,30.0,30.0,44216.0,0.000678
20-39,Variant,Photoshoot,Unlimited Lives,180.0,180.0,44216.0,0.004071
20-39,Variant,Rainbow Maker,Bomb,3107.0,3107.0,44216.0,0.070269
20-39,Variant,Rainbow Maker,Chuck,11650.0,11650.0,44216.0,0.263479
20-39,Variant,Rainbow Maker,Comet,5401.0,5401.0,44216.0,0.12215
20-39,Variant,Rainbow Maker,HC,286501.0,286501.0,44216.0,6.479578
20-39,Variant,Rainbow Maker,Red,12473.0,12473.0,44216.0,0.282092
20-39,Variant,Rainbow Maker,SPT,1278963.0,1278963.0,44216.0,28.925344
20-39,Variant,Rainbow Maker,Shuffle,8093.0,8093.0,44216.0,0.183033
20-39,Variant,Rainbow Maker,Slingshot,22025.0,22025.0,44216.0,0.498123
20-39,Variant,Rainbow Maker,UL Chuck,1220.0,1220.0,44216.0,0.027592
20-39,Variant,Rainbow Maker,UL Red,59620.0,59620.0,44216.0,1.348381
20-39,Variant,Rainbow Maker,Unlimited Lives,443600.0,443600.0,44216.0,10.032567
20-39,Variant,Red Challenge,Comet,61.0,61.0,44216.0,0.00138
20-39,Variant,Red Challenge,HC,21250.0,21250.0,44216.0,0.480595
20-39,Variant,Red Challenge,Shuffle,283.0,283.0,44216.0,0.0064
20-39,Variant,Red Challenge,Slingshot,334.0,334.0,44216.0,0.007554
20-39,Variant,River Rush,Bomb,4.0,4.0,44216.0,9e-05
20-39,Variant,River Rush,Chuck,5.0,5.0,44216.0,0.000113
20-39,Variant,River Rush,Comet,10.0,10.0,44216.0,0.000226
20-39,Variant,River Rush,HC,870.0,870.0,44216.0,0.019676
20-39,Variant,River Rush,Red,16.0,16.0,44216.0,0.000362
20-39,Variant,River Rush,SPT,170.0,170.0,44216.0,0.003845
20-39,Variant,River Rush,Shuffle,14.0,14.0,44216.0,0.000317
20-39,Variant,River Rush,Slingshot,9.0,9.0,44216.0,0.000204
20-39,Variant,River Rush,UL Bomb,165.0,165.0,44216.0,0.003732
20-39,Variant,River Rush,UL Chuck,175.0,175.0,44216.0,0.003958
20-39,Variant,River Rush,UL Red,155.0,155.0,44216.0,0.003506
20-39,Variant,River Rush,Unlimited Lives,130.0,130.0,44216.0,0.00294
20-39,Variant,Saga,Bomb,9729.0,9729.0,44216.0,0.220033
20-39,Variant,Saga,Chuck,11156.0,11156.0,44216.0,0.252307
20-39,Variant,Saga,Comet,114.0,114.0,44216.0,0.002578
20-39,Variant,Saga,HC,689295.0,689295.0,44216.0,15.589266
20-39,Variant,Saga,Red,14219.0,14219.0,44216.0,0.32158
20-39,Variant,Saga,Shuffle,10726.0,10726.0,44216.0,0.242582
20-39,Variant,Saga,Slingshot,10783.0,10783.0,44216.0,0.243871
20-39,Variant,Saga,Unlimited Lives,2728875.0,2728875.0,44216.0,61.716912
20-39,Variant,Season Pass (Free),Bomb,3750.0,3750.0,44216.0,0.084811
20-39,Variant,Season Pass (Free),Chuck,10803.0,10803.0,44216.0,0.244323
20-39,Variant,Season Pass (Free),Comet,311.0,311.0,44216.0,0.007034
20-39,Variant,Season Pass (Free),HC,262735.0,263020.0,44216.0,5.94208
20-39,Variant,Season Pass (Free),Red,8609.0,8609.0,44216.0,0.194703
20-39,Variant,Season Pass (Free),Shuffle,3759.0,3759.0,44216.0,0.085014
20-39,Variant,Season Pass (Free),Slingshot,2021.0,2021.0,44216.0,0.045707
20-39,Variant,Season Pass (Free),UL Bomb,5595.0,5595.0,44216.0,0.126538
20-39,Variant,Season Pass (Free),UL Chuck,46780.0,46780.0,44216.0,1.057988
20-39,Variant,Season Pass (Free),UL Red,80965.0,80965.0,44216.0,1.831124
20-39,Variant,Season Pass (Free),Unlimited Lives,373105.0,373105.0,44216.0,8.438235
20-39,Variant,Target Day,Bomb,1479.0,1479.0,44216.0,0.033449
20-39,Variant,Target Day,Chuck,2954.0,2954.0,44216.0,0.066808
20-39,Variant,Target Day,Comet,951.0,951.0,44216.0,0.021508
20-39,Variant,Target Day,HC,199775.0,199775.0,44216.0,4.518161
20-39,Variant,Target Day,Red,3774.0,3774.0,44216.0,0.085354
20-39,Variant,Target Day,SPT,10.0,10.0,44216.0,0.000226
20-39,Variant,Target Day,Shuffle,1340.0,1340.0,44216.0,0.030306
20-39,Variant,Target Day,Slingshot,3142.0,3142.0,44216.0,0.07106
20-39,Variant,Target Day,Unlimited Lives,310230.0,310230.0,44216.0,7.016238
20-39,Variant,Team Event,Comet,965.0,965.0,44216.0,0.021825
20-39,Variant,Team Event,HC,295270.0,295270.0,44216.0,6.677899
20-39,Variant,Team Event,Shuffle,1524.0,1524.0,44216.0,0.034467
20-39,Variant,Team Event,Slingshot,3307.0,3307.0,44216.0,0.074792
20-39,Variant,Team Race,Bomb,4342.0,4342.0,44216.0,0.0982
20-39,Variant,Team Race,Chuck,2091.0,2091.0,44216.0,0.047291
20-39,Variant,Team Race,Comet,8183.0,8183.0,44216.0,0.185069
20-39,Variant,Team Race,HC,629585.0,629585.0,44216.0,14.23885
20-39,Variant,Team Race,Red,1205.0,1205.0,44216.0,0.027253
20-39,Variant,Team Race,SPT,494105.0,494105.0,44216.0,11.174801
20-39,Variant,Team Race,Shuffle,6488.0,6488.0,44216.0,0.146734
20-39,Variant,Team Race,Slingshot,4361.0,4361.0,44216.0,0.098629
20-39,Variant,Team Race,Unlimited Lives,20460.0,20460.0,44216.0,0.462728
40-99,Control,Ads,Bomb,13.0,13.0,28430.0,0.000457
40-99,Control,Ads,Chuck,18.0,18.0,28430.0,0.000633
40-99,Control,Ads,Comet,1109.0,1109.0,28430.0,0.039008
40-99,Control,Ads,HC,105295.0,105295.0,28430.0,3.703658
40-99,Control,Ads,Red,44.0,44.0,28430.0,0.001548
40-99,Control,Ads,Shuffle,2219.0,2219.0,28430.0,0.078051
40-99,Control,Ads,Slingshot,2119.0,2119.0,28430.0,0.074534
40-99,Control,Ads,Unlimited Lives,35435.0,35435.0,28430.0,1.246395
40-99,Control,Bomb Challenge,Comet,491.0,491.0,28430.0,0.01727
40-99,Control,Bomb Challenge,HC,161950.0,161950.0,28430.0,5.696447
40-99,Control,Bomb Challenge,Shuffle,1350.0,1350.0,28430.0,0.047485
40-99,Control,Bomb Challenge,Slingshot,726.0,726.0,28430.0,0.025536
40-99,Control,Bomb's Ballet,Bomb,5.0,5.0,28430.0,0.000176
40-99,Control,Bomb's Ballet,Chuck,2542.0,2542.0,28430.0,0.089413
40-99,Control,Bomb's Ballet,Comet,5.0,5.0,28430.0,0.000176
40-99,Control,Bomb's Ballet,HC,38300.0,38300.0,28430.0,1.347168
40-99,Control,Bomb's Ballet,Red,681.0,681.0,28430.0,0.023954
40-99,Control,Bomb's Ballet,Shuffle,5.0,5.0,28430.0,0.000176
40-99,Control,Bomb's Ballet,Slingshot,13.0,13.0,28430.0,0.000457
40-99,Control,Bomb's Ballet,UL Bomb,10610.0,10610.0,28430.0,0.373197
40-99,Control,Bomb's Ballet,UL Chuck,21535.0,21535.0,28430.0,0.757474
40-99,Control,Bomb's Ballet,UL Red,26010.0,26010.0,28430.0,0.914879
40-99,Control,Bomb's Ballet,Unlimited Lives,78330.0,78330.0,28430.0,2.755188
40-99,Control,Chuck Challenge,Comet,2.0,2.0,28430.0,7e-05
40-99,Control,Chuck Challenge,HC,450.0,450.0,28430.0,0.015828
40-99,Control,Chuck Challenge,Shuffle,3.0,3.0,28430.0,0.000106
40-99,Control,Chuck Challenge,Slingshot,4.0,4.0,28430.0,0.000141
40-99,Control,Core,Bomb,12896.0,12896.0,28430.0,0.453605
40-99,Control,Core,Chuck,16239.0,16239.0,28430.0,0.571192
40-99,Control,Core,Comet,6754.0,6754.0,28430.0,0.237566
40-99,Control,Core,HC,2017130.0,2017130.0,28430.0,70.950756
40-99,Control,Core,Red,7677.0,7677.0,28430.0,0.270032
40-99,Control,Core,Shuffle,19481.0,19481.0,28430.0,0.685227
40-99,Control,Core,Slingshot,17281.0,17281.0,28430.0,0.607844
40-99,Control,Core,Unlimited Lives,1152150.0,1152150.0,28430.0,40.525853
40-99,Control,Daily Gift,Comet,276.0,276.0,28430.0,0.009708
40-99,Control,Daily Gift,HC,542570.0,542570.0,28430.0,19.084418
40-99,Control,Daily Gift,Shuffle,2965.0,2965.0,28430.0,0.104291
40-99,Control,Daily Gift,Slingshot,4744.0,4744.0,28430.0,0.166866
40-99,Control,Daily Gift,UL Bomb,10920.0,10920.0,28430.0,0.384101
40-99,Control,Daily Gift,UL Chuck,27090.0,27090.0,28430.0,0.952867
40-99,Control,Daily Gift,UL Red,54810.0,54810.0,28430.0,1.927893
40-99,Control,Daily Gift,Unlimited Lives,412335.0,412335.0,28430.0,14.503517
40-99,Control,Daily Night Sky Prize,Bomb,1.0,1.0,28430.0,3.5e-05
40-99,Control,Daily Night Sky Prize,Chuck,5.0,5.0,28430.0,0.000176
40-99,Control,Daily Night Sky Prize,HC,30.0,30.0,28430.0,0.001055
40-99,Control,Daily Night Sky Prize,Red,2.0,2.0,28430.0,7e-05
40-99,Control,Daily Night Sky Prize,Shuffle,3.0,3.0,28430.0,0.000106
40-99,Control,Daily Night Sky Prize,Slingshot,3.0,3.0,28430.0,0.000106
40-99,Control,Daily Night Sky Prize,Unlimited Lives,100.0,100.0,28430.0,0.003517
40-99,Control,Flock Flurry,Bomb,4320.0,4320.0,28430.0,0.151952
40-99,Control,Flock Flurry,Chuck,4320.0,4320.0,28430.0,0.151952
40-99,Control,Flock Flurry,Red,4320.0,4320.0,28430.0,0.151952
40-99,Control,Flock Flurry,SPT,82420.0,82420.0,28430.0,2.89905
40-99,Control,Flock Flurry,Slingshot,4320.0,4320.0,28430.0,0.151952
40-99,Control,Flock Flurry,Unlimited Lives,866840.0,866840.0,28430.0,30.490327
40-99,Control,Hatchling Hideaway,Bomb,4190.0,4190.0,28430.0,0.14738
40-99,Control,Hatchling Hideaway,Chuck,4703.0,4703.0,28430.0,0.165424
40-99,Control,Hatchling Hideaway,Comet,2882.0,2882.0,28430.0,0.101372
40-99,Control,Hatchling Hideaway,HC,215215.0,215215.0,28430.0,7.569996
40-99,Control,Hatchling Hideaway,Red,5337.0,5337.0,28430.0,0.187724
40-99,Control,Hatchling Hideaway,Shuffle,4190.0,4190.0,28430.0,0.14738
40-99,Control,Hatchling Hideaway,Slingshot,3527.0,3527.0,28430.0,0.124059
40-99,Control,Hatchling Hideaway,UL Chuck,28820.0,28820.0,28430.0,1.013718
40-99,Control,Hatchling Hideaway,UL Red,35270.0,35270.0,28430.0,1.240591
40-99,Control,Hatchling Hideaway,Unlimited Lives,445920.0,445920.0,28430.0,15.68484
40-99,Control,Jigsaw,Bomb,985.0,985.0,28430.0,0.034647
40-99,Control,Jigsaw,Chuck,4571.0,4571.0,28430.0,0.160781
40-99,Control,Jigsaw,Comet,985.0,985.0,28430.0,0.034647
40-99,Control,Jigsaw,HC,194175.0,194175.0,28430.0,6.829933
40-99,Control,Jigsaw,Red,3170.0,3170.0,28430.0,0.111502
40-99,Control,Jigsaw,Slingshot,1422.0,1422.0,28430.0,0.050018
40-99,Control,Jigsaw,UL Bomb,46505.0,46505.0,28430.0,1.635772
40-99,Control,Jigsaw,UL Chuck,70250.0,70250.0,28430.0,2.470981
40-99,Control,Jigsaw,UL Red,82485.0,82485.0,28430.0,2.901337
40-99,Control,Jigsaw,Unlimited Lives,348630.0,348630.0,28430.0,12.262751
40-99,Control,Kite Festival,Bomb,27.0,27.0,28430.0,0.00095
40-99,Control,Kite Festival,Chuck,21.0,21.0,28430.0,0.000739
40-99,Control,Kite Festival,Comet,98.0,98.0,28430.0,0.003447
40-99,Control,Kite Festival,HC,61525.0,61525.0,28430.0,2.164087
40-99,Control,Kite Festival,Red,17.0,17.0,28430.0,0.000598
40-99,Control,Kite Festival,SPT,122480.0,122480.0,28430.0,4.308125
40-99,Control,Kite Festival,Shuffle,278.0,278.0,28430.0,0.009778
40-99,Control,Kite Festival,Slingshot,134.0,134.0,28430.0,0.004713
40-99,Control,Kite Festival,Unlimited Lives,131745.0,131745.0,28430.0,4.634013
40-99,Control,Level Race,HC,600.0,600.0,28430.0,0.021104
40-99,Control,Level Race,SPT,585.0,585.0,28430.0,0.020577
40-99,Control,Level Race,Shuffle,4.0,4.0,28430.0,0.000141
40-99,Control,Level Race,Slingshot,2.0,2.0,28430.0,7e-05
40-99,Control,Level Race,Unlimited Lives,50.0,50.0,28430.0,0.001759
40-99,Control,Other,Bomb,7251.0,9410.0,28430.0,0.255047
40-99,Control,Other,Chuck,7322.0,9157.0,28430.0,0.257545
40-99,Control,Other,Comet,2069.0,3335.0,28430.0,0.072775
40-99,Control,Other,HC,548926.0,1161276.0,28430.0,19.307985
40-99,Control,Other,Red,7526.0,9331.0,28430.0,0.26472
40-99,Control,Other,SPT,279100.0,279100.0,28430.0,9.817095
40-99,Control,Other,Shuffle,4886.0,6535.0,28430.0,0.171861
40-99,Control,Other,Slingshot,2193.0,4247.0,28430.0,0.077137
40-99,Control,Other,UL Bomb,195.0,20495.0,28430.0,0.006859
40-99,Control,Other,UL Chuck,140.0,20440.0,28430.0,0.004924
40-99,Control,Other,UL Red,165.0,20465.0,28430.0,0.005804
40-99,Control,Other,Unlimited Lives,66799.0,109374.0,28430.0,2.349595
40-99,Control,Photoshoot,Bomb,2.0,2.0,28430.0,7e-05
40-99,Control,Photoshoot,Chuck,23.0,23.0,28430.0,0.000809
40-99,Control,Photoshoot,HC,675.0,675.0,28430.0,0.023743
40-99,Control,Photoshoot,Red,5.0,5.0,28430.0,0.000176
40-99,Control,Photoshoot,Shuffle,2.0,2.0,28430.0,7e-05
40-99,Control,Photoshoot,UL Bomb,75.0,75.0,28430.0,0.002638
40-99,Control,Photoshoot,UL Chuck,135.0,135.0,28430.0,0.004749
40-99,Control,Photoshoot,UL Red,240.0,240.0,28430.0,0.008442
40-99,Control,Photoshoot,Unlimited Lives,1920.0,1920.0,28430.0,0.067534
40-99,Control,Rainbow Maker,Bomb,1.0,1.0,28430.0,3.5e-05
40-99,Control,Rainbow Maker,SPT,125.0,125.0,28430.0,0.004397
40-99,Control,Rainbow Maker,Slingshot,2.0,2.0,28430.0,7e-05
40-99,Control,Red Challenge,Comet,585.0,585.0,28430.0,0.020577
40-99,Control,Red Challenge,HC,179100.0,179100.0,28430.0,6.299683
40-99,Control,Red Challenge,Shuffle,1248.0,1248.0,28430.0,0.043897
40-99,Control,Red Challenge,Slingshot,534.0,534.0,28430.0,0.018783
40-99,Control,River Rush,Bomb,966.0,966.0,28430.0,0.033978
40-99,Control,River Rush,Chuck,520.0,520.0,28430.0,0.018291
40-99,Control,River Rush,Comet,1733.0,1733.0,28430.0,0.060957
40-99,Control,River Rush,HC,171305.0,171305.0,28430.0,6.025501
40-99,Control,River Rush,Red,1083.0,1083.0,28430.0,0.038094
40-99,Control,River Rush,SPT,37470.0,37470.0,28430.0,1.317974
40-99,Control,River Rush,Shuffle,1703.0,1703.0,28430.0,0.059902
40-99,Control,River Rush,Slingshot,1840.0,1840.0,28430.0,0.06472
40-99,Control,River Rush,UL Bomb,8285.0,8285.0,28430.0,0.291418
40-99,Control,River Rush,UL Chuck,24190.0,24190.0,28430.0,0.850862
40-99,Control,River Rush,UL Red,34255.0,34255.0,28430.0,1.204889
40-99,Control,River Rush,Unlimited Lives,18270.0,18270.0,28430.0,0.642631
40-99,Control,Saga,Bomb,12950.0,12950.0,28430.0,0.455505
40-99,Control,Saga,Chuck,60075.0,60075.0,28430.0,2.113085
40-99,Control,Saga,Comet,12942.0,12942.0,28430.0,0.455223
40-99,Control,Saga,HC,3108735.0,3108735.0,28430.0,109.346993
40-99,Control,Saga,Red,64072.0,64072.0,28430.0,2.253676
40-99,Control,Saga,Shuffle,29532.0,29532.0,28430.0,1.038762
40-99,Control,Saga,Slingshot,28672.0,28672.0,28430.0,1.008512
40-99,Control,Saga,Unlimited Lives,2176920.0,2176920.0,28430.0,76.571228
40-99,Control,Season Pass (Free),Bomb,3135.0,3135.0,28430.0,0.110271
40-99,Control,Season Pass (Free),Chuck,10888.0,10888.0,28430.0,0.382976
40-99,Control,Season Pass (Free),Comet,224.0,224.0,28430.0,0.007879
40-99,Control,Season Pass (Free),HC,235905.0,236160.0,28430.0,8.297749
40-99,Control,Season Pass (Free),Red,9167.0,9167.0,28430.0,0.322441
40-99,Control,Season Pass (Free),Shuffle,3290.0,3290.0,28430.0,0.115723
40-99,Control,Season Pass (Free),Slingshot,1455.0,1455.0,28430.0,0.051178
40-99,Control,Season Pass (Free),UL Bomb,2880.0,2880.0,28430.0,0.101301
40-99,Control,Season Pass (Free),UL Chuck,51945.0,51945.0,28430.0,1.827119
40-99,Control,Season Pass (Free),UL Red,79440.0,79440.0,28430.0,2.794231
40-99,Control,Season Pass (Free),Unlimited Lives,367670.0,367670.0,28430.0,12.932466
40-99,Control,Target Day,Chuck,1.0,1.0,28430.0,3.5e-05
40-99,Control,Target Day,Comet,631.0,631.0,28430.0,0.022195
40-99,Control,Target Day,HC,196000.0,196000.0,28430.0,6.894126
40-99,Control,Target Day,Shuffle,1324.0,1324.0,28430.0,0.046571
40-99,Control,Target Day,Slingshot,512.0,512.0,28430.0,0.018009
40-99,Control,Target Day,Unlimited Lives,46410.0,46410.0,28430.0,1.632431
40-99,Control,Team Event,Comet,767.0,767.0,28430.0,0.026979
40-99,Control,Team Event,HC,214620.0,214620.0,28430.0,7.549068
40-99,Control,Team Event,Shuffle,1016.0,1016.0,28430.0,0.035737
40-99,Control,Team Event,Slingshot,2220.0,2220.0,28430.0,0.078087
40-99,Control,Team Race,Bomb,2672.0,2672.0,28430.0,0.093985
40-99,Control,Team Race,Chuck,1040.0,1040.0,28430.0,0.036581
40-99,Control,Team Race,Comet,6942.0,6942.0,28430.0,0.244179
40-99,Control,Team Race,HC,716540.0,716540.0,28430.0,25.203658
40-99,Control,Team Race,Red,551.0,551.0,28430.0,0.019381
40-99,Control,Team Race,SPT,330440.0,330440.0,28430.0,11.622934
40-99,Control,Team Race,Shuffle,4918.0,4918.0,28430.0,0.172986
40-99,Control,Team Race,Slingshot,2905.0,2905.0,28430.0,0.102181
40-99,Control,Team Race,UL Chuck,15.0,15.0,28430.0,0.000528
40-99,Control,Team Race,Unlimited Lives,31225.0,31225.0,28430.0,1.098312
40-99,Variant,Ads,Bomb,14.0,14.0,27166.0,0.000515
40-99,Variant,Ads,Chuck,25.0,25.0,27166.0,0.00092
40-99,Variant,Ads,Comet,926.0,926.0,27166.0,0.034087
40-99,Variant,Ads,HC,98005.0,98005.0,27166.0,3.607635
40-99,Variant,Ads,Red,43.0,43.0,27166.0,0.001583
40-99,Variant,Ads,Shuffle,2066.0,2066.0,27166.0,0.076051
40-99,Variant,Ads,Slingshot,2063.0,2063.0,27166.0,0.075941
40-99,Variant,Ads,Unlimited Lives,31450.0,31450.0,27166.0,1.157697
40-99,Variant,Bomb Challenge,Comet,7.0,7.0,27166.0,0.000258
40-99,Variant,Bomb Challenge,HC,2550.0,2550.0,27166.0,0.093867
40-99,Variant,Bomb Challenge,Shuffle,22.0,22.0,27166.0,0.00081
40-99,Variant,Bomb Challenge,Slingshot,21.0,21.0,27166.0,0.000773
40-99,Variant,Bomb's Ballet,Bomb,131.0,131.0,27166.0,0.004822
40-99,Variant,Bomb's Ballet,Chuck,956.0,956.0,27166.0,0.035191
40-99,Variant,Bomb's Ballet,Comet,131.0,131.0,27166.0,0.004822
40-99,Variant,Bomb's Ballet,HC,46825.0,46825.0,27166.0,1.723662
40-99,Variant,Bomb's Ballet,Red,849.0,849.0,27166.0,0.031252
40-99,Variant,Bomb's Ballet,Shuffle,130.0,130.0,27166.0,0.004785
40-99,Variant,Bomb's Ballet,Slingshot,356.0,356.0,27166.0,0.013105
40-99,Variant,Bomb's Ballet,UL Bomb,16220.0,16220.0,27166.0,0.59707
40-99,Variant,Bomb's Ballet,UL Chuck,18370.0,18370.0,27166.0,0.676213
40-99,Variant,Bomb's Ballet,UL Red,21515.0,21515.0,27166.0,0.791983
40-99,Variant,Bomb's Ballet,Unlimited Lives,91470.0,91470.0,27166.0,3.367076
40-99,Variant,Chuck Challenge,Chuck,2.0,2.0,27166.0,7.4e-05
40-99,Variant,Chuck Challenge,Comet,1214.0,1214.0,27166.0,0.044688
40-99,Variant,Chuck Challenge,HC,386400.0,386400.0,27166.0,14.223662
40-99,Variant,Chuck Challenge,Shuffle,2825.0,2825.0,27166.0,0.10399
40-99,Variant,Chuck Challenge,Slingshot,1074.0,1074.0,27166.0,0.039535
40-99,Variant,Core,Bomb,12844.0,12844.0,27166.0,0.472797
40-99,Variant,Core,Chuck,16295.0,16295.0,27166.0,0.599831
40-99,Variant,Core,Comet,6448.0,6448.0,27166.0,0.237356
