segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
20-39,NONPAYER,SPTx2,2,0.0,0.0,7783,0.0,0.0,0.0,4507
20-39,NONPAYER,SPTx2,3,15.0,0.0,7783,0.0019,0.0,0.0019,4451
20-39,NONPAYER,SPTx2,4,15.0,0.0,7783,0.0019,0.0,0.0019,4274
20-39,NONPAYER,SPTx2,5,15.0,0.0,7783,0.0019,0.0,0.0019,4250
20-39,NONPAYER,SPTx2,6,15.0,0.0,7783,0.0019,0.0,0.0019,4137
20-39,NONPAYER,SPTx2,7,0.0,0.0,7783,0.0,0.0,0.0,4216
20-39,NONPAYER,SPTx2,8,26815.0,0.0,7783,3.4453,0.0,3.4453,4541
20-39,NONPAYER,SPTx2,9,14935.0,0.0,7783,1.9189,0.0,1.9189,4545
20-39,NONPAYER,SPTx2,10,13025.0,0.0,7783,1.6735,0.0,1.6735,4520
20-39,NONPAYER,SPTx2,11,13970.0,0.0,7783,1.7949,0.0,1.7949,4589
20-39,NONPAYER,SPTx2,12,1120.0,0.0,7783,0.1439,0.0,0.1439,4587
20-39,NONPAYER,SPTx2,13,60.0,0.0,7783,0.0077,0.0,0.0077,4861
20-39,NONPAYER,SPTx2,14,135.0,0.0,7783,0.0173,0.0,0.0173,4940
20-39,NONPAYER,SPTx2,15,29150.0,0.0,7783,3.7453,0.0,3.7453,5144
20-39,NONPAYER,SPTx2,16,17435.0,0.0,7783,2.2401,0.0,2.2401,5311
20-39,NONPAYER,SPTx2,17,14150.0,0.0,7783,1.8181,0.0,1.8181,5182
20-39,NONPAYER,SPTx2,18,12880.0,0.0,7783,1.6549,0.0,1.6549,5152
20-39,NONPAYER,SPTx2,19,710.0,0.0,7783,0.0912,0.0,0.0912,4791
20-39,NONPAYER,SPTx2,20,100.0,0.0,7783,0.0128,0.0,0.0128,4629
20-39,NONPAYER,SPTx2,21,105.0,0.0,7783,0.0135,0.0,0.0135,4452
20-39,PAYER,HC,1,198213.3181,190250.0,1538,128.8773,123.6996,5.1777,595
20-39,PAYER,HC,2,128601.0936,163050.0,1538,83.6158,106.0143,-22.3985,613
20-39,PAYER,HC,3,137896.6154,133050.0,1538,89.6597,86.5085,3.1512,571
20-39,PAYER,HC,4,116149.9409,129400.0,1538,75.5201,84.1352,-8.6151,567
20-39,PAYER,HC,5,173077.2143,176400.0,1538,112.5339,114.6944,-2.1605,570
20-39,PAYER,HC,6,130856.0,146300.0,1538,85.0819,95.1235,-10.0416,545
20-39,PAYER,HC,7,152472.0,155250.0,1538,99.1365,100.9428,-1.8062,578
20-39,PAYER,HC,8,214620.5131,206100.0,1538,139.5452,134.0052,5.54,634
20-39,PAYER,HC,9,131801.0348,135500.0,1538,85.6964,88.1014,-2.405,646
20-39,PAYER,HC,10,164058.6288,128500.0,1538,106.6701,83.5501,23.12,601
20-39,PAYER,HC,11,122658.3681,130500.0,1538,79.7519,84.8505,-5.0986,611
20-39,PAYER,HC,12,171516.0,160200.0,1538,111.5189,104.1612,7.3576,590
20-39,PAYER,HC,13,125383.0,130350.0,1538,81.5234,84.7529,-3.2295,580
20-39,PAYER,HC,14,118961.0,140950.0,1538,77.3479,91.645,-14.2971,576
20-39,PAYER,HC,15,209375.1049,211600.0,1538,136.1347,137.5813,-1.4466,677
20-39,PAYER,HC,16,149522.9582,152300.0,1538,97.2191,99.0247,-1.8056,649
20-39,PAYER,HC,17,133932.3536,144100.0,1538,87.0822,93.6931,-6.611,626
20-39,PAYER,HC,18,116057.8269,144600.0,1538,75.4602,94.0182,-18.558,603
20-39,PAYER,HC,19,153874.0,148800.0,1538,100.0481,96.749,3.2991,582
20-39,PAYER,HC,20,130584.0,140900.0,1538,84.9051,91.6125,-6.7074,558
20-39,PAYER,HC,21,127524.0,127750.0,1538,82.9155,83.0624,-0.1469,568
20-39,PAYER,Slingshot,1,2231.0,1861.0,1502,1.4854,1.239,0.2463,595
20-39,PAYER,Slingshot,2,1389.0,1540.0,1502,0.9248,1.0253,-0.1005,613
20-39,PAYER,Slingshot,3,1425.0,1330.0,1502,0.9487,0.8855,0.0632,571
20-39,PAYER,Slingshot,4,1144.0,1263.0,1502,0.7617,0.8409,-0.0792,567
20-39,PAYER,Slingshot,5,1412.0,1443.0,1502,0.9401,0.9607,-0.0206,570
20-39,PAYER,Slingshot,6,893.0,1154.0,1502,0.5945,0.7683,-0.1738,545
20-39,PAYER,Slingshot,7,873.0,1131.0,1502,0.5812,0.753,-0.1718,578
20-39,PAYER,Slingshot,8,2384.0,1989.0,1502,1.5872,1.3242,0.263,634
20-39,PAYER,Slingshot,9,1386.0,1367.0,1502,0.9228,0.9101,0.0126,646
20-39,PAYER,Slingshot,10,1357.0,1256.0,1502,0.9035,0.8362,0.0672,601
20-39,PAYER,Slingshot,11,1155.0,1280.0,1502,0.769,0.8522,-0.0832,611
20-39,PAYER,Slingshot,12,1296.0,1358.0,1502,0.8628,0.9041,-0.0413,590
20-39,PAYER,Slingshot,13,797.0,1060.0,1502,0.5306,0.7057,-0.1751,580
20-39,PAYER,Slingshot,14,738.0,958.0,1502,0.4913,0.6378,-0.1465,576
20-39,PAYER,Slingshot,15,2251.0,1780.0,1502,1.4987,1.1851,0.3136,677
20-39,PAYER,Slingshot,16,1383.0,1491.0,1502,0.9208,0.9927,-0.0719,649
20-39,PAYER,Slingshot,17,1351.0,1395.0,1502,0.8995,0.9288,-0.0293,626
20-39,PAYER,Slingshot,18,1049.0,1198.0,1502,0.6984,0.7976,-0.0992,603
20-39,PAYER,Slingshot,19,1205.0,1305.0,1502,0.8023,0.8688,-0.0666,582
20-39,PAYER,Slingshot,20,685.0,1037.0,1502,0.4561,0.6904,-0.2344,558
20-39,PAYER,Slingshot,21,634.0,923.0,1502,0.4221,0.6145,-0.1924,568
20-39,PAYER,Shuffle,1,1575.0,1407.0,1462,1.0773,0.9624,0.1149,595
20-39,PAYER,Shuffle,2,1016.0,1216.0,1462,0.6949,0.8317,-0.1368,613
20-39,PAYER,Shuffle,3,1073.0,1090.0,1462,0.7339,0.7456,-0.0116,571
20-39,PAYER,Shuffle,4,857.0,962.0,1462,0.5862,0.658,-0.0718,567
20-39,PAYER,Shuffle,5,1145.0,1191.0,1462,0.7832,0.8146,-0.0315,570
20-39,PAYER,Shuffle,6,710.0,970.0,1462,0.4856,0.6635,-0.1778,545
20-39,PAYER,Shuffle,7,764.0,971.0,1462,0.5226,0.6642,-0.1416,578
20-39,PAYER,Shuffle,8,1507.0,1418.0,1462,1.0308,0.9699,0.0609,634
20-39,PAYER,Shuffle,9,995.0,1127.0,1462,0.6806,0.7709,-0.0903,646
20-39,PAYER,Shuffle,10,1028.0,1020.0,1462,0.7031,0.6977,0.0055,601
20-39,PAYER,Shuffle,11,913.0,984.0,1462,0.6245,0.6731,-0.0486,611
20-39,PAYER,Shuffle,12,1048.0,1158.0,1462,0.7168,0.7921,-0.0752,590
20-39,PAYER,Shuffle,13,679.0,959.0,1462,0.4644,0.656,-0.1915,580
20-39,PAYER,Shuffle,14,590.0,800.0,1462,0.4036,0.5472,-0.1436,576
20-39,PAYER,Shuffle,15,1370.0,1314.0,1462,0.9371,0.8988,0.0383,677
20-39,PAYER,Shuffle,16,971.0,1056.0,1462,0.6642,0.7223,-0.0581,649
20-39,PAYER,Shuffle,17,989.0,1046.0,1462,0.6765,0.7155,-0.039,626
20-39,PAYER,Shuffle,18,805.0,974.0,1462,0.5506,0.6662,-0.1156,603
20-39,PAYER,Shuffle,19,932.0,975.0,1462,0.6375,0.6669,-0.0294,582
20-39,PAYER,Shuffle,20,658.0,897.0,1462,0.4501,0.6135,-0.1635,558
20-39,PAYER,Shuffle,21,530.0,749.0,1462,0.3625,0.5123,-0.1498,568
20-39,PAYER,Comet,1,998.0,945.0,1297,0.7695,0.7286,0.0409,595
20-39,PAYER,Comet,2,610.0,718.0,1297,0.4703,0.5536,-0.0833,613
20-39,PAYER,Comet,3,525.0,637.0,1297,0.4048,0.4911,-0.0864,571
20-39,PAYER,Comet,4,343.0,487.0,1297,0.2645,0.3755,-0.111,567
20-39,PAYER,Comet,5,448.0,603.0,1297,0.3454,0.4649,-0.1195,570
20-39,PAYER,Comet,6,277.0,461.0,1297,0.2136,0.3554,-0.1419,545
20-39,PAYER,Comet,7,293.0,462.0,1297,0.2259,0.3562,-0.1303,578
20-39,PAYER,Comet,8,1100.0,1000.0,1297,0.8481,0.771,0.0771,634
20-39,PAYER,Comet,9,626.0,641.0,1297,0.4827,0.4942,-0.0116,646
20-39,PAYER,Comet,10,425.0,516.0,1297,0.3277,0.3978,-0.0702,601
20-39,PAYER,Comet,11,426.0,543.0,1297,0.3285,0.4187,-0.0902,611
20-39,PAYER,Comet,12,441.0,566.0,1297,0.34,0.4364,-0.0964,590
20-39,PAYER,Comet,13,238.0,442.0,1297,0.1835,0.3408,-0.1573,580
20-39,PAYER,Comet,14,236.0,426.0,1297,0.182,0.3285,-0.1465,576
20-39,PAYER,Comet,15,1061.0,977.0,1297,0.818,0.7533,0.0648,677
20-39,PAYER,Comet,16,583.0,716.0,1297,0.4495,0.552,-0.1025,649
20-39,PAYER,Comet,17,531.0,611.0,1297,0.4094,0.4711,-0.0617,626
20-39,PAYER,Comet,18,367.0,543.0,1297,0.283,0.4187,-0.1357,603
20-39,PAYER,Comet,19,403.0,547.0,1297,0.3107,0.4217,-0.111,582
20-39,PAYER,Comet,20,265.0,477.0,1297,0.2043,0.3678,-0.1635,558
20-39,PAYER,Comet,21,231.0,397.0,1297,0.1781,0.3061,-0.128,568
20-39,PAYER,Red,1,2001.0,1936.0,1532,1.3061,1.2637,0.0424,595
20-39,PAYER,Red,2,1396.0,1741.0,1532,0.9112,1.1364,-0.2252,613
20-39,PAYER,Red,3,1126.0,1336.0,1532,0.735,0.8721,-0.1371,571
20-39,PAYER,Red,4,1032.0,1299.0,1532,0.6736,0.8479,-0.1743,567
20-39,PAYER,Red,5,1369.0,1564.0,1532,0.8936,1.0209,-0.1273,570
20-39,PAYER,Red,6,937.0,1289.0,1532,0.6116,0.8414,-0.2298,545
20-39,PAYER,Red,7,1050.0,1433.0,1532,0.6854,0.9354,-0.25,578
20-39,PAYER,Red,8,1990.0,1913.0,1532,1.299,1.2487,0.0503,634
20-39,PAYER,Red,9,1172.0,1568.0,1532,0.765,1.0235,-0.2585,646
20-39,PAYER,Red,10,947.0,1131.0,1532,0.6181,0.7383,-0.1201,601
20-39,PAYER,Red,11,1064.0,1281.0,1532,0.6945,0.8362,-0.1416,611
20-39,PAYER,Red,12,1144.0,1443.0,1532,0.7467,0.9419,-0.1952,590
20-39,PAYER,Red,13,912.0,1111.0,1532,0.5953,0.7252,-0.1299,580
20-39,PAYER,Red,14,812.0,1254.0,1532,0.53,0.8185,-0.2885,576
20-39,PAYER,Red,15,2042.0,1886.0,1532,1.3329,1.2311,0.1018,677
20-39,PAYER,Red,16,1131.0,1545.0,1532,0.7383,1.0085,-0.2702,649
20-39,PAYER,Red,17,960.0,1436.0,1532,0.6266,0.9373,-0.3107,626
20-39,PAYER,Red,18,841.0,1224.0,1532,0.549,0.799,-0.25,603
20-39,PAYER,Red,19,974.0,1168.0,1532,0.6358,0.7624,-0.1266,582
20-39,PAYER,Red,20,761.0,1136.0,1532,0.4967,0.7415,-0.2448,558
20-39,PAYER,Red,21,687.0,1053.0,1532,0.4484,0.6873,-0.2389,568
20-39,PAYER,Chuck,1,1852.0,1672.0,1525,1.2144,1.0964,0.118,595
20-39,PAYER,Chuck,2,1277.0,1502.0,1525,0.8374,0.9849,-0.1475,613
20-39,PAYER,Chuck,3,1065.0,1205.0,1525,0.6984,0.7902,-0.0918,571
20-39,PAYER,Chuck,4,981.0,1165.0,1525,0.6433,0.7639,-0.1207,567
20-39,PAYER,Chuck,5,1643.0,1609.0,1525,1.0774,1.0551,0.0223,570
20-39,PAYER,Chuck,6,1006.0,1309.0,1525,0.6597,0.8584,-0.1987,545
20-39,PAYER,Chuck,7,1015.0,1317.0,1525,0.6656,0.8636,-0.198,578
20-39,PAYER,Chuck,8,1982.0,1734.0,1525,1.2997,1.137,0.1626,634
20-39,PAYER,Chuck,9,1189.0,1381.0,1525,0.7797,0.9056,-0.1259,646
20-39,PAYER,Chuck,10,901.0,998.0,1525,0.5908,0.6544,-0.0636,601
20-39,PAYER,Chuck,11,899.0,1146.0,1525,0.5895,0.7515,-0.162,611
20-39,PAYER,Chuck,12,1441.0,1528.0,1525,0.9449,1.002,-0.057,590
20-39,PAYER,Chuck,13,964.0,1112.0,1525,0.6321,0.7292,-0.097,580
20-39,PAYER,Chuck,14,768.0,1176.0,1525,0.5036,0.7711,-0.2675,576
20-39,PAYER,Chuck,15,1888.0,1647.0,1525,1.238,1.08,0.158,677
20-39,PAYER,Chuck,16,1168.0,1430.0,1525,0.7659,0.9377,-0.1718,649
20-39,PAYER,Chuck,17,894.0,1258.0,1525,0.5862,0.8249,-0.2387,626
20-39,PAYER,Chuck,18,770.0,1120.0,1525,0.5049,0.7344,-0.2295,603
20-39,PAYER,Chuck,19,1126.0,1201.0,1525,0.7384,0.7875,-0.0492,582
20-39,PAYER,Chuck,20,833.0,1137.0,1525,0.5462,0.7456,-0.1993,558
20-39,PAYER,Chuck,21,734.0,1037.0,1525,0.4813,0.68,-0.1987,568
20-39,PAYER,Bomb,1,941.0,902.0,1476,0.6375,0.6111,0.0264,595
20-39,PAYER,Bomb,2,841.0,959.0,1476,0.5698,0.6497,-0.0799,613
20-39,PAYER,Bomb,3,813.0,832.0,1476,0.5508,0.5637,-0.0129,571
20-39,PAYER,Bomb,4,722.0,774.0,1476,0.4892,0.5244,-0.0352,567
20-39,PAYER,Bomb,5,1036.0,1053.0,1476,0.7019,0.7134,-0.0115,570
20-39,PAYER,Bomb,6,597.0,818.0,1476,0.4045,0.5542,-0.1497,545
20-39,PAYER,Bomb,7,599.0,930.0,1476,0.4058,0.6301,-0.2243,578
20-39,PAYER,Bomb,8,1041.0,988.0,1476,0.7053,0.6694,0.0359,634
20-39,PAYER,Bomb,9,905.0,974.0,1476,0.6131,0.6599,-0.0467,646
20-39,PAYER,Bomb,10,746.0,798.0,1476,0.5054,0.5407,-0.0352,601
20-39,PAYER,Bomb,11,744.0,821.0,1476,0.5041,0.5562,-0.0522,611
20-39,PAYER,Bomb,12,934.0,977.0,1476,0.6328,0.6619,-0.0291,590
20-39,PAYER,Bomb,13,544.0,736.0,1476,0.3686,0.4986,-0.1301,580
20-39,PAYER,Bomb,14,501.0,827.0,1476,0.3394,0.5603,-0.2209,576
20-39,PAYER,Bomb,15,913.0,988.0,1476,0.6186,0.6694,-0.0508,677
20-39,PAYER,Bomb,16,768.0,950.0,1476,0.5203,0.6436,-0.1233,649
20-39,PAYER,Bomb,17,745.0,855.0,1476,0.5047,0.5793,-0.0745,626
20-39,PAYER,Bomb,18,663.0,820.0,1476,0.4492,0.5556,-0.1064,603
20-39,PAYER,Bomb,19,836.0,883.0,1476,0.5664,0.5982,-0.0318,582
20-39,PAYER,Bomb,20,537.0,796.0,1476,0.3638,0.5393,-0.1755,558
20-39,PAYER,Bomb,21,458.0,714.0,1476,0.3103,0.4837,-0.1734,568
20-39,PAYER,UL Bomb,1,720.0,1186.0,698,1.0315,1.6991,-0.6676,595
20-39,PAYER,UL Bomb,2,775.0,1270.0,698,1.1103,1.8195,-0.7092,613
20-39,PAYER,UL Bomb,3,610.0,989.0,698,0.8739,1.4169,-0.543,571
20-39,PAYER,UL Bomb,4,635.0,1244.0,698,0.9097,1.7822,-0.8725,567
20-39,PAYER,UL Bomb,5,1395.0,1780.0,698,1.9986,2.5501,-0.5516,570
20-39,PAYER,UL Bomb,6,1635.0,1869.0,698,2.3424,2.6777,-0.3352,545
20-39,PAYER,UL Bomb,7,2275.0,2007.0,698,3.2593,2.8754,0.384,578
20-39,PAYER,UL Bomb,8,1020.0,1667.0,698,1.4613,2.3883,-0.9269,634
20-39,PAYER,UL Bomb,9,660.0,1418.0,698,0.9456,2.0315,-1.086,646
20-39,PAYER,UL Bomb,10,580.0,1024.0,698,0.8309,1.467,-0.6361,601
20-39,PAYER,UL Bomb,11,3580.0,1217.0,698,5.1289,1.7436,3.3854,611
20-39,PAYER,UL Bomb,12,835.0,1228.0,698,1.1963,1.7593,-0.563,590
20-39,PAYER,UL Bomb,13,1445.0,1550.0,698,2.0702,2.2206,-0.1504,580
20-39,PAYER,UL Bomb,14,1475.0,1878.0,698,2.1132,2.6905,-0.5774,576
20-39,PAYER,UL Bomb,15,1595.0,2809.0,698,2.2851,4.0244,-1.7393,677
20-39,PAYER,UL Bomb,16,875.0,1320.0,698,1.2536,1.8911,-0.6375,649
20-39,PAYER,UL Bomb,17,700.0,1298.0,698,1.0029,1.8596,-0.8567,626
20-39,PAYER,UL Bomb,18,535.0,1352.0,698,0.7665,1.937,-1.1705,603
20-39,PAYER,UL Bomb,19,600.0,1076.0,698,0.8596,1.5415,-0.6819,582
20-39,PAYER,UL Bomb,20,825.0,2043.0,698,1.1819,2.9269,-1.745,558
20-39,PAYER,UL Bomb,21,1020.0,1828.0,698,1.4613,2.6189,-1.1576,568
20-39,PAYER,UL Chuck,1,2800.0,2305.0,1307,2.1423,1.7636,0.3787,595
20-39,PAYER,UL Chuck,2,2875.0,2215.0,1307,2.1997,1.6947,0.505,613
20-39,PAYER,UL Chuck,3,2770.0,1950.0,1307,2.1194,1.492,0.6274,571
20-39,PAYER,UL Chuck,4,2910.0,2319.0,1307,2.2265,1.7743,0.4522,567
20-39,PAYER,UL Chuck,5,4935.0,3648.0,1307,3.7758,2.7911,0.9847,570
20-39,PAYER,UL Chuck,6,3640.0,2671.0,1307,2.785,2.0436,0.7414,545
20-39,PAYER,UL Chuck,7,3750.0,2483.0,1307,2.8692,1.8998,0.9694,578
20-39,PAYER,UL Chuck,8,2385.0,2359.0,1307,1.8248,1.8049,0.0199,634
20-39,PAYER,UL Chuck,9,2210.0,2133.0,1307,1.6909,1.632,0.0589,646
20-39,PAYER,UL Chuck,10,2630.0,1966.0,1307,2.0122,1.5042,0.508,601
20-39,PAYER,UL Chuck,11,3265.0,2351.0,1307,2.4981,1.7988,0.6993,611
20-39,PAYER,UL Chuck,12,4550.0,3068.0,1307,3.4813,2.3474,1.1339,590
20-39,PAYER,UL Chuck,13,3065.0,2221.0,1307,2.3451,1.6993,0.6458,580
20-39,PAYER,UL Chuck,14,3110.0,2355.0,1307,2.3795,1.8018,0.5777,576
20-39,PAYER,UL Chuck,15,3385.0,3517.0,1307,2.5899,2.6909,-0.101,677
20-39,PAYER,UL Chuck,16,1940.0,1758.0,1307,1.4843,1.3451,0.1393,649
20-39,PAYER,UL Chuck,17,2180.0,2011.0,1307,1.6679,1.5386,0.1293,626
20-39,PAYER,UL Chuck,18,2670.0,2219.0,1307,2.0428,1.6978,0.3451,603
20-39,PAYER,UL Chuck,19,1870.0,1649.0,1307,1.4308,1.2617,0.1691,582
20-39,PAYER,UL Chuck,20,1935.0,2471.0,1307,1.4805,1.8906,-0.4101,558
20-39,PAYER,UL Chuck,21,1855.0,2218.0,1307,1.4193,1.697,-0.2777,568
20-39,PAYER,UL Red,1,5735.0,3513.0,1430,4.0105,2.4566,1.5538,595
20-39,PAYER,UL Red,2,7100.0,3939.0,1430,4.965,2.7545,2.2105,613
20-39,PAYER,UL Red,3,5685.0,3326.0,1430,3.9755,2.3259,1.6497,571
20-39,PAYER,UL Red,4,4520.0,3034.0,1430,3.1608,2.1217,1.0392,567
20-39,PAYER,UL Red,5,7155.0,4736.0,1430,5.0035,3.3119,1.6916,570
20-39,PAYER,UL Red,6,4880.0,3220.0,1430,3.4126,2.2517,1.1608,545
20-39,PAYER,UL Red,7,5475.0,3219.0,1430,3.8287,2.251,1.5776,578
20-39,PAYER,UL Red,8,6060.0,3968.0,1430,4.2378,2.7748,1.4629,634
20-39,PAYER,UL Red,9,6200.0,3895.0,1430,4.3357,2.7238,1.6119,646
20-39,PAYER,UL Red,10,4810.0,2834.0,1430,3.3636,1.9818,1.3818,601
20-39,PAYER,UL Red,11,4895.0,3039.0,1430,3.4231,2.1252,1.2979,611
20-39,PAYER,UL Red,12,6025.0,3732.0,1430,4.2133,2.6098,1.6035,590
20-39,PAYER,UL Red,13,4360.0,2760.0,1430,3.049,1.9301,1.1189,580
20-39,PAYER,UL Red,14,3770.0,2697.0,1430,2.6364,1.886,0.7503,576
20-39,PAYER,UL Red,15,6330.0,4798.0,1430,4.4266,3.3552,1.0713,677
20-39,PAYER,UL Red,16,5405.0,3369.0,1430,3.7797,2.3559,1.4238,649
20-39,PAYER,UL Red,17,4685.0,3104.0,1430,3.2762,2.1706,1.1056,626
20-39,PAYER,UL Red,18,4140.0,2939.0,1430,2.8951,2.0552,0.8399,603
20-39,PAYER,UL Red,19,2650.0,2074.0,1430,1.8531,1.4503,0.4028,582
20-39,PAYER,UL Red,20,3070.0,2821.0,1430,2.1469,1.9727,0.1741,558
20-39,PAYER,UL Red,21,2710.0,2500.0,1430,1.8951,1.7483,0.1469,568
20-39,PAYER,Unlimited Lives,1,159380.0,0.0,1536,103.763,0.0,103.763,595
20-39,PAYER,Unlimited Lives,2,139490.0,0.0,1536,90.8138,0.0,90.8138,613
20-39,PAYER,Unlimited Lives,3,140654.0,0.0,1536,91.5716,0.0,91.5716,571
20-39,PAYER,Unlimited Lives,4,129051.0,0.0,1536,84.0176,0.0,84.0176,567
20-39,PAYER,Unlimited Lives,5,124491.0,0.0,1536,81.0488,0.0,81.0488,570
20-39,PAYER,Unlimited Lives,6,105205.0,0.0,1536,68.4928,0.0,68.4928,545
20-39,PAYER,Unlimited Lives,7,114556.0,1.0,1536,74.5807,0.0007,74.5801,578
20-39,PAYER,Unlimited Lives,8,163106.0,0.0,1536,106.1888,0.0,106.1888,634
20-39,PAYER,Unlimited Lives,9,144310.0,0.0,1536,93.9518,0.0,93.9518,646
20-39,PAYER,Unlimited Lives,10,120549.0,0.0,1536,78.4824,0.0,78.4824,601
20-39,PAYER,Unlimited Lives,11,127545.0,0.0,1536,83.0371,0.0,83.0371,611
20-39,PAYER,Unlimited Lives,12,112645.0,0.0,1536,73.3366,0.0,73.3366,590
20-39,PAYER,Unlimited Lives,13,94562.0,0.0,1536,61.5638,0.0,61.5638,580
20-39,PAYER,Unlimited Lives,14,97880.0,0.0,1536,63.724,0.0,63.724,576
20-39,PAYER,Unlimited Lives,15,161920.0,0.0,1536,105.4167,0.0,105.4167,677
20-39,PAYER,Unlimited Lives,16,127315.0,0.0,1536,82.8874,0.0,82.8874,649
20-39,PAYER,Unlimited Lives,17,118745.0,0.0,1536,77.3079,0.0,77.3079,626
20-39,PAYER,Unlimited Lives,18,107330.0,0.0,1536,69.8763,0.0,69.8763,603
20-39,PAYER,Unlimited Lives,19,98750.0,0.0,1536,64.2904,0.0,64.2904,582
20-39,PAYER,Unlimited Lives,20,92240.0,0.0,1536,60.0521,0.0,60.0521,558
20-39,PAYER,Unlimited Lives,21,88690.0,0.0,1536,57.7409,0.0,57.7409,568
20-39,PAYER,SPT,1,166583.0,0.0,1501,110.9813,0.0,110.9813,595
20-39,PAYER,SPT,2,151796.0,0.0,1501,101.1299,0.0,101.1299,613
20-39,PAYER,SPT,3,106972.0,0.0,1501,71.2672,0.0,71.2672,571
20-39,PAYER,SPT,4,158336.0,0.0,1501,105.487,0.0,105.487,567
20-39,PAYER,SPT,5,187638.0,0.0,1501,125.0087,0.0,125.0087,570
20-39,PAYER,SPT,6,153617.0,0.0,1501,102.3431,0.0,102.3431,545
20-39,PAYER,SPT,7,162996.0,0.0,1501,108.5916,0.0,108.5916,578
20-39,PAYER,SPT,8,253275.0,0.0,1501,168.7375,0.0,168.7375,634
20-39,PAYER,SPT,9,169863.0,0.0,1501,113.1666,0.0,113.1666,646
20-39,PAYER,SPT,10,143712.0,0.0,1501,95.7442,0.0,95.7442,601
20-39,PAYER,SPT,11,180768.0,0.0,1501,120.4317,0.0,120.4317,611
20-39,PAYER,SPT,12,169939.0,0.0,1501,113.2172,0.0,113.2172,590
20-39,PAYER,SPT,13,143679.0,0.0,1501,95.7222,0.0,95.7222,580
20-39,PAYER,SPT,14,139726.0,0.0,1501,93.0886,0.0,93.0886,576
20-39,PAYER,SPT,15,226779.0,0.0,1501,151.0853,0.0,151.0853,677
20-39,PAYER,SPT,16,188313.0,0.0,1501,125.4584,0.0,125.4584,649
20-39,PAYER,SPT,17,163075.0,0.0,1501,108.6442,0.0,108.6442,626
20-39,PAYER,SPT,18,157296.0,0.0,1501,104.7941,0.0,104.7941,603
20-39,PAYER,SPT,19,139885.0,0.0,1501,93.1945,0.0,93.1945,582
20-39,PAYER,SPT,20,128308.0,0.0,1501,85.4817,0.0,85.4817,558
20-39,PAYER,SPT,21,119480.0,0.0,1501,79.6003,0.0,79.6003,568
20-39,PAYER,SPTx2,1,0.0,0.0,1090,0.0,0.0,0.0,595
20-39,PAYER,SPTx2,2,0.0,0.0,1090,0.0,0.0,0.0,613
20-39,PAYER,SPTx2,3,0.0,0.0,1090,0.0,0.0,0.0,571
20-39,PAYER,SPTx2,4,0.0,0.0,1090,0.0,0.0,0.0,567
20-39,PAYER,SPTx2,5,0.0,0.0,1090,0.0,0.0,0.0,570
20-39,PAYER,SPTx2,6,0.0,0.0,1090,0.0,0.0,0.0,545
20-39,PAYER,SPTx2,7,0.0,0.0,1090,0.0,0.0,0.0,578
20-39,PAYER,SPTx2,8,5600.0,0.0,1090,5.1376,0.0,5.1376,634
20-39,PAYER,SPTx2,9,2405.0,0.0,1090,2.2064,0.0,2.2064,646
20-39,PAYER,SPTx2,10,2245.0,0.0,1090,2.0596,0.0,2.0596,601
20-39,PAYER,SPTx2,11,2620.0,0.0,1090,2.4037,0.0,2.4037,611
20-39,PAYER,SPTx2,12,170.0,0.0,1090,0.156,0.0,0.156,590
20-39,PAYER,SPTx2,13,0.0,0.0,1090,0.0,0.0,0.0,580
20-39,PAYER,SPTx2,14,15.0,0.0,1090,0.0138,0.0,0.0138,576
20-39,PAYER,SPTx2,15,5170.0,0.0,1090,4.7431,0.0,4.7431,677
20-39,PAYER,SPTx2,16,2980.0,0.0,1090,2.7339,0.0,2.7339,649
20-39,PAYER,SPTx2,17,1990.0,0.0,1090,1.8257,0.0,1.8257,626
20-39,PAYER,SPTx2,18,2420.0,0.0,1090,2.2202,0.0,2.2202,603
20-39,PAYER,SPTx2,19,120.0,0.0,1090,0.1101,0.0,0.1101,582
20-39,PAYER,SPTx2,20,0.0,0.0,1090,0.0,0.0,0.0,558
20-39,PAYER,SPTx2,21,15.0,0.0,1090,0.0138,0.0,0.0138,568
40-99,NONPAYER,HC,1,734782.8025,652400.0,10448,70.3276,62.4426,7.885,2110
40-99,NONPAYER,HC,2,492331.573,530300.0,10448,47.1221,50.7561,-3.634,2190
40-99,NONPAYER,HC,3,626941.4935,602950.0,10448,60.0059,57.7096,2.2963,2312
40-99,NONPAYER,HC,4,554206.8784,512400.0,10448,53.0443,49.0429,4.0014,2314
40-99,NONPAYER,HC,5,761886.8405,655150.0,10448,72.9218,62.7058,10.216,2330
40-99,NONPAYER,HC,6,537859.0,547650.0,10448,51.4796,52.4167,-0.9371,2338
40-99,NONPAYER,HC,7,555261.7143,558050.0,10448,53.1453,53.4121,-0.2669,2434
40-99,NONPAYER,HC,8,810284.9001,704950.0,10448,77.5541,67.4722,10.0818,2628
40-99,NONPAYER,HC,9,530083.5626,570800.0,10448,50.7354,54.6325,-3.8971,2626
40-99,NONPAYER,HC,10,669562.2984,677000.0,10448,64.0852,64.7971,-0.7119,2688
40-99,NONPAYER,HC,11,520815.1685,599500.0,10448,49.8483,57.3794,-7.5311,2784
