segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
100+,NONPAYER,Bomb,18,1350.0,1119.0,1199,1.1259,0.9333,0.1927,419
100+,NONPAYER,Bomb,19,1272.0,1050.0,1199,1.0609,0.8757,0.1852,431
100+,NONPAYER,Bomb,20,904.0,933.0,1199,0.754,0.7781,-0.0242,430
100+,NONPAYER,Bomb,21,769.0,834.0,1199,0.6414,0.6956,-0.0542,416
100+,NONPAYER,UL Bomb,1,130.0,86.0,555,0.2342,0.155,0.0793,188
100+,NONPAYER,UL Bomb,2,70.0,44.0,555,0.1261,0.0793,0.0468,216
100+,NONPAYER,UL Bomb,3,90.0,37.0,555,0.1622,0.0667,0.0955,235
100+,NONPAYER,UL Bomb,4,60.0,40.0,555,0.1081,0.0721,0.036,242
100+,NONPAYER,UL Bomb,5,1960.0,1545.0,555,3.5315,2.7838,0.7477,239
100+,NONPAYER,UL Bomb,6,1695.0,1327.0,555,3.0541,2.391,0.6631,232
100+,NONPAYER,UL Bomb,7,1430.0,1119.0,555,2.5766,2.0162,0.5604,235
100+,NONPAYER,UL Bomb,8,465.0,300.0,555,0.8378,0.5405,0.2973,229
100+,NONPAYER,UL Bomb,9,30.0,14.0,555,0.0541,0.0252,0.0288,234
100+,NONPAYER,UL Bomb,10,220.0,145.0,555,0.3964,0.2613,0.1351,255
100+,NONPAYER,UL Bomb,11,130.0,97.0,555,0.2342,0.1748,0.0595,277
100+,NONPAYER,UL Bomb,12,1885.0,1371.0,555,3.3964,2.4703,0.9261,292
100+,NONPAYER,UL Bomb,13,2655.0,2047.0,555,4.7838,3.6883,1.0955,318
100+,NONPAYER,UL Bomb,14,1940.0,1442.0,555,3.4955,2.5982,0.8973,331
100+,NONPAYER,UL Bomb,15,680.0,435.0,555,1.2252,0.7838,0.4414,342
100+,NONPAYER,UL Bomb,16,215.0,121.0,555,0.3874,0.218,0.1694,360
100+,NONPAYER,UL Bomb,17,120.0,78.0,555,0.2162,0.1405,0.0757,373
100+,NONPAYER,UL Bomb,18,215.0,115.0,555,0.3874,0.2072,0.1802,419
100+,NONPAYER,UL Bomb,19,590.0,444.0,555,1.0631,0.8,0.2631,431
100+,NONPAYER,UL Bomb,20,1275.0,1130.0,555,2.2973,2.036,0.2613,430
100+,NONPAYER,UL Bomb,21,1055.0,939.0,555,1.9009,1.6919,0.209,416
100+,NONPAYER,UL Chuck,1,1680.0,1256.0,1059,1.5864,1.186,0.4004,188
100+,NONPAYER,UL Chuck,2,2505.0,1677.0,1059,2.3654,1.5836,0.7819,216
100+,NONPAYER,UL Chuck,3,2215.0,1314.0,1059,2.0916,1.2408,0.8508,235
100+,NONPAYER,UL Chuck,4,1535.0,1003.0,1059,1.4495,0.9471,0.5024,242
100+,NONPAYER,UL Chuck,5,3220.0,2368.0,1059,3.0406,2.2361,0.8045,239
100+,NONPAYER,UL Chuck,6,2155.0,1563.0,1059,2.0349,1.4759,0.559,232
100+,NONPAYER,UL Chuck,7,1925.0,1314.0,1059,1.8178,1.2408,0.577,235
100+,NONPAYER,UL Chuck,8,1860.0,1243.0,1059,1.7564,1.1737,0.5826,229
100+,NONPAYER,UL Chuck,9,2310.0,1436.0,1059,2.1813,1.356,0.8253,234
100+,NONPAYER,UL Chuck,10,1915.0,1179.0,1059,1.8083,1.1133,0.695,255
100+,NONPAYER,UL Chuck,11,1860.0,1208.0,1059,1.7564,1.1407,0.6157,277
100+,NONPAYER,UL Chuck,12,3740.0,2711.0,1059,3.5316,2.56,0.9717,292
100+,NONPAYER,UL Chuck,13,3835.0,2722.0,1059,3.6213,2.5703,1.051,318
100+,NONPAYER,UL Chuck,14,3285.0,2334.0,1059,3.102,2.204,0.898,331
100+,NONPAYER,UL Chuck,15,3150.0,1983.0,1059,2.9745,1.8725,1.102,342
100+,NONPAYER,UL Chuck,16,3405.0,1983.0,1059,3.2153,1.8725,1.3428,360
100+,NONPAYER,UL Chuck,17,3040.0,1831.0,1059,2.8706,1.729,1.1416,373
100+,NONPAYER,UL Chuck,18,2790.0,1794.0,1059,2.6346,1.6941,0.9405,419
100+,NONPAYER,UL Chuck,19,3120.0,2079.0,1059,2.9462,1.9632,0.983,431
100+,NONPAYER,UL Chuck,20,1995.0,1611.0,1059,1.8839,1.5212,0.3626,430
100+,NONPAYER,UL Chuck,21,1775.0,1430.0,1059,1.6761,1.3503,0.3258,416
100+,NONPAYER,UL Red,1,4490.0,2584.0,1133,3.9629,2.2807,1.6823,188
100+,NONPAYER,UL Red,2,2740.0,1693.0,1133,2.4184,1.4943,0.9241,216
100+,NONPAYER,UL Red,3,2770.0,1689.0,1133,2.4448,1.4907,0.9541,235
100+,NONPAYER,UL Red,4,2450.0,1423.0,1133,2.1624,1.256,0.9064,242
100+,NONPAYER,UL Red,5,4740.0,3276.0,1133,4.1836,2.8914,1.2921,239
100+,NONPAYER,UL Red,6,2850.0,1912.0,1133,2.5154,1.6876,0.8279,232
100+,NONPAYER,UL Red,7,2635.0,1697.0,1133,2.3257,1.4978,0.8279,235
100+,NONPAYER,UL Red,8,5070.0,2715.0,1133,4.4748,2.3963,2.0786,229
100+,NONPAYER,UL Red,9,3250.0,1713.0,1133,2.8685,1.5119,1.3566,234
100+,NONPAYER,UL Red,10,2720.0,1548.0,1133,2.4007,1.3663,1.0344,255
100+,NONPAYER,UL Red,11,2655.0,1616.0,1133,2.3433,1.4263,0.917,277
100+,NONPAYER,UL Red,12,5525.0,3698.0,1133,4.8764,3.2639,1.6125,292
100+,NONPAYER,UL Red,13,4050.0,2839.0,1133,3.5746,2.5057,1.0688,318
100+,NONPAYER,UL Red,14,3800.0,2613.0,1133,3.3539,2.3063,1.0477,331
100+,NONPAYER,UL Red,15,6910.0,3889.0,1133,6.0989,3.4325,2.6664,342
100+,NONPAYER,UL Red,16,4375.0,2445.0,1133,3.8614,2.158,1.7034,360
100+,NONPAYER,UL Red,17,4040.0,2475.0,1133,3.5658,2.1845,1.3813,373
100+,NONPAYER,UL Red,18,4690.0,2805.0,1133,4.1395,2.4757,1.6637,419
100+,NONPAYER,UL Red,19,4725.0,3053.0,1133,4.1703,2.6946,1.4757,431
100+,NONPAYER,UL Red,20,3815.0,2312.0,1133,3.3672,2.0406,1.3266,430
100+,NONPAYER,UL Red,21,2945.0,1903.0,1133,2.5993,1.6796,0.9197,416
100+,NONPAYER,Unlimited Lives,1,129950.0,0.0,1199,108.382,0.0,108.382,188
100+,NONPAYER,Unlimited Lives,2,132700.0,0.0,1199,110.6756,0.0,110.6756,216
100+,NONPAYER,Unlimited Lives,3,154095.0,81.0,1199,128.5196,0.0676,128.452,235
100+,NONPAYER,Unlimited Lives,4,132295.0,0.0,1199,110.3378,0.0,110.3378,242
100+,NONPAYER,Unlimited Lives,5,135850.0,0.0,1199,113.3028,0.0,113.3028,239
100+,NONPAYER,Unlimited Lives,6,117870.0,0.0,1199,98.3069,0.0,98.3069,232
100+,NONPAYER,Unlimited Lives,7,106170.0,0.0,1199,88.5488,0.0,88.5488,235
100+,NONPAYER,Unlimited Lives,8,132035.0,0.0,1199,110.1209,0.0,110.1209,229
100+,NONPAYER,Unlimited Lives,9,132330.0,0.0,1199,110.367,0.0,110.367,234
100+,NONPAYER,Unlimited Lives,10,133520.0,0.0,1199,111.3595,0.0,111.3595,255
100+,NONPAYER,Unlimited Lives,11,140455.0,0.0,1199,117.1435,0.0,117.1435,277
100+,NONPAYER,Unlimited Lives,12,152195.0,0.0,1199,126.9349,0.0,126.9349,292
100+,NONPAYER,Unlimited Lives,13,160555.0,0.0,1199,133.9074,0.0,133.9074,318
100+,NONPAYER,Unlimited Lives,14,159525.0,0.0,1199,133.0484,0.0,133.0484,331
100+,NONPAYER,Unlimited Lives,15,194000.0,0.0,1199,161.8015,0.0,161.8015,342
100+,NONPAYER,Unlimited Lives,16,171855.0,0.0,1199,143.3319,0.0,143.3319,360
100+,NONPAYER,Unlimited Lives,17,174690.0,0.0,1199,145.6964,0.0,145.6964,373
100+,NONPAYER,Unlimited Lives,18,196710.0,0.0,1199,164.0617,0.0,164.0617,419
100+,NONPAYER,Unlimited Lives,19,192135.0,0.0,1199,160.246,0.0,160.246,431
100+,NONPAYER,Unlimited Lives,20,170855.0,0.0,1199,142.4979,0.0,142.4979,430
100+,NONPAYER,Unlimited Lives,21,144185.0,0.0,1199,120.2544,0.0,120.2544,416
100+,NONPAYER,SPT,1,160271.0,0.0,1187,135.0219,0.0,135.0219,188
100+,NONPAYER,SPT,2,189083.0,0.0,1187,159.2949,0.0,159.2949,216
100+,NONPAYER,SPT,3,161767.0,0.0,1187,136.2822,0.0,136.2822,235
100+,NONPAYER,SPT,4,224079.0,0.0,1187,188.7776,0.0,188.7776,242
100+,NONPAYER,SPT,5,211705.0,0.0,1187,178.353,0.0,178.353,239
100+,NONPAYER,SPT,6,173571.0,0.0,1187,146.2266,0.0,146.2266,232
100+,NONPAYER,SPT,7,164074.0,0.0,1187,138.2258,0.0,138.2258,235
100+,NONPAYER,SPT,8,228369.0,0.0,1187,192.3917,0.0,192.3917,229
100+,NONPAYER,SPT,9,227786.0,0.0,1187,191.9006,0.0,191.9006,234
100+,NONPAYER,SPT,10,261609.0,0.0,1187,220.3951,0.0,220.3951,255
100+,NONPAYER,SPT,11,278428.0,0.0,1187,234.5644,0.0,234.5644,277
100+,NONPAYER,SPT,12,262016.0,0.0,1187,220.738,0.0,220.738,292
100+,NONPAYER,SPT,13,273015.0,0.0,1187,230.0042,0.0,230.0042,318
100+,NONPAYER,SPT,14,286823.0,0.0,1187,241.6369,0.0,241.6369,331
100+,NONPAYER,SPT,15,385368.0,0.0,1187,324.6571,0.0,324.6571,342
100+,NONPAYER,SPT,16,353275.0,0.0,1187,297.6201,0.0,297.6201,360
100+,NONPAYER,SPT,17,384855.0,0.0,1187,324.2249,0.0,324.2249,373
100+,NONPAYER,SPT,18,393232.0,0.0,1187,331.2822,0.0,331.2822,419
100+,NONPAYER,SPT,19,352726.0,0.0,1187,297.1575,0.0,297.1575,431
100+,NONPAYER,SPT,20,294447.0,0.0,1187,248.0598,0.0,248.0598,430
100+,NONPAYER,SPT,21,247927.0,0.0,1187,208.8686,0.0,208.8686,416
100+,NONPAYER,SPTx2,1,0.0,0.0,723,0.0,0.0,0.0,188
100+,NONPAYER,SPTx2,2,0.0,0.0,723,0.0,0.0,0.0,216
100+,NONPAYER,SPTx2,3,0.0,0.0,723,0.0,0.0,0.0,235
100+,NONPAYER,SPTx2,4,0.0,0.0,723,0.0,0.0,0.0,242
100+,NONPAYER,SPTx2,5,0.0,0.0,723,0.0,0.0,0.0,239
100+,NONPAYER,SPTx2,6,0.0,0.0,723,0.0,0.0,0.0,232
100+,NONPAYER,SPTx2,7,0.0,0.0,723,0.0,0.0,0.0,235
100+,NONPAYER,SPTx2,8,3960.0,0.0,723,5.4772,0.0,5.4772,229
100+,NONPAYER,SPTx2,9,2320.0,0.0,723,3.2089,0.0,3.2089,234
100+,NONPAYER,SPTx2,10,2260.0,0.0,723,3.1259,0.0,3.1259,255
100+,NONPAYER,SPTx2,11,1715.0,0.0,723,2.3721,0.0,2.3721,277
100+,NONPAYER,SPTx2,12,80.0,0.0,723,0.1107,0.0,0.1107,292
100+,NONPAYER,SPTx2,13,0.0,0.0,723,0.0,0.0,0.0,318
100+,NONPAYER,SPTx2,14,0.0,0.0,723,0.0,0.0,0.0,331
100+,NONPAYER,SPTx2,15,5130.0,0.0,723,7.0954,0.0,7.0954,342
100+,NONPAYER,SPTx2,16,4270.0,0.0,723,5.9059,0.0,5.9059,360
100+,NONPAYER,SPTx2,17,2730.0,0.0,723,3.7759,0.0,3.7759,373
100+,NONPAYER,SPTx2,18,2685.0,0.0,723,3.7137,0.0,3.7137,419
100+,NONPAYER,SPTx2,19,90.0,0.0,723,0.1245,0.0,0.1245,431
100+,NONPAYER,SPTx2,20,0.0,0.0,723,0.0,0.0,0.0,430
100+,NONPAYER,SPTx2,21,0.0,0.0,723,0.0,0.0,0.0,416
100+,PAYER,HC,1,35385.3585,33150.0,202,175.175,164.1089,11.0661,48
100+,PAYER,HC,2,38415.3835,42750.0,202,190.1752,211.6337,-21.4585,58
100+,PAYER,HC,3,35192.3848,34150.0,202,174.2197,169.0594,5.1603,53
100+,PAYER,HC,4,40998.2881,39300.0,202,202.9618,194.5545,8.4074,58
100+,PAYER,HC,5,50383.5851,47550.0,202,249.4237,235.396,14.0276,61
100+,PAYER,HC,6,37494.0,39500.0,202,185.6139,195.5446,-9.9307,67
100+,PAYER,HC,7,35831.0,38450.0,202,177.3812,190.3465,-12.9653,65
100+,PAYER,HC,8,44279.7441,41800.0,202,219.2067,206.9307,12.276,66
100+,PAYER,HC,9,29469.3278,32600.0,202,145.8878,161.3861,-15.4984,64
100+,PAYER,HC,10,43335.3347,39900.0,202,214.5314,197.5248,17.0066,62
100+,PAYER,HC,11,33606.0095,33600.0,202,166.3664,166.3366,0.0298,62
100+,PAYER,HC,12,51068.7858,49850.0,202,252.8158,246.7822,6.0336,70
100+,PAYER,HC,13,38074.0,39650.0,202,188.4851,196.2871,-7.802,72
100+,PAYER,HC,14,38595.0,39650.0,202,191.0644,196.2871,-5.2228,74
100+,PAYER,HC,15,49671.4382,47050.0,202,245.8982,232.9208,12.9774,73
100+,PAYER,HC,16,30915.2341,34050.0,202,153.0457,168.5644,-15.5186,75
100+,PAYER,HC,17,43495.9029,42600.0,202,215.3263,210.8911,4.4352,76
100+,PAYER,HC,18,37943.6093,44050.0,202,187.8396,218.0693,-30.2297,81
100+,PAYER,HC,19,46255.8155,50250.0,202,228.9892,248.7624,-19.7732,83
100+,PAYER,HC,20,45160.0,47300.0,202,223.5644,234.1584,-10.5941,92
100+,PAYER,HC,21,53211.0,46650.0,202,263.4208,230.9406,32.4802,91
100+,PAYER,Slingshot,1,301.0,304.0,202,1.4901,1.505,-0.0149,48
100+,PAYER,Slingshot,2,320.0,377.0,202,1.5842,1.8663,-0.2822,58
100+,PAYER,Slingshot,3,463.0,258.0,202,2.2921,1.2772,1.0149,53
100+,PAYER,Slingshot,4,767.0,284.0,202,3.797,1.4059,2.3911,58
100+,PAYER,Slingshot,5,312.0,309.0,202,1.5446,1.5297,0.0149,61
100+,PAYER,Slingshot,6,250.0,319.0,202,1.2376,1.5792,-0.3416,67
100+,PAYER,Slingshot,7,238.0,300.0,202,1.1782,1.4851,-0.3069,65
100+,PAYER,Slingshot,8,463.0,420.0,202,2.2921,2.0792,0.2129,66
100+,PAYER,Slingshot,9,261.0,330.0,202,1.2921,1.6337,-0.3416,64
100+,PAYER,Slingshot,10,510.0,257.0,202,2.5248,1.2723,1.2525,62
100+,PAYER,Slingshot,11,509.0,301.0,202,2.5198,1.4901,1.0297,62
100+,PAYER,Slingshot,12,288.0,302.0,202,1.4257,1.495,-0.0693,70
100+,PAYER,Slingshot,13,230.0,309.0,202,1.1386,1.5297,-0.3911,72
100+,PAYER,Slingshot,14,237.0,257.0,202,1.1733,1.2723,-0.099,74
100+,PAYER,Slingshot,15,481.0,447.0,202,2.3812,2.2129,0.1683,73
100+,PAYER,Slingshot,16,307.0,346.0,202,1.5198,1.7129,-0.1931,75
100+,PAYER,Slingshot,17,266.0,325.0,202,1.3168,1.6089,-0.2921,76
100+,PAYER,Slingshot,18,462.0,324.0,202,2.2871,1.604,0.6832,81
100+,PAYER,Slingshot,19,271.0,307.0,202,1.3416,1.5198,-0.1782,83
100+,PAYER,Slingshot,20,228.0,287.0,202,1.1287,1.4208,-0.2921,92
100+,PAYER,Slingshot,21,235.0,295.0,202,1.1634,1.4604,-0.297,91
100+,PAYER,Shuffle,1,273.0,271.0,202,1.3515,1.3416,0.0099,48
100+,PAYER,Shuffle,2,311.0,346.0,202,1.5396,1.7129,-0.1733,58
100+,PAYER,Shuffle,3,450.0,245.0,202,2.2277,1.2129,1.0149,53
100+,PAYER,Shuffle,4,767.0,300.0,202,3.797,1.4851,2.3119,58
100+,PAYER,Shuffle,5,286.0,283.0,202,1.4158,1.401,0.0149,61
100+,PAYER,Shuffle,6,226.0,262.0,202,1.1188,1.297,-0.1782,67
100+,PAYER,Shuffle,7,224.0,248.0,202,1.1089,1.2277,-0.1188,65
100+,PAYER,Shuffle,8,403.0,362.0,202,1.995,1.7921,0.203,66
100+,PAYER,Shuffle,9,233.0,288.0,202,1.1535,1.4257,-0.2723,64
100+,PAYER,Shuffle,10,523.0,247.0,202,2.5891,1.2228,1.3663,62
100+,PAYER,Shuffle,11,499.0,299.0,202,2.4703,1.4802,0.9901,62
100+,PAYER,Shuffle,12,297.0,307.0,202,1.4703,1.5198,-0.0495,70
100+,PAYER,Shuffle,13,223.0,279.0,202,1.104,1.3812,-0.2772,72
100+,PAYER,Shuffle,14,235.0,272.0,202,1.1634,1.3465,-0.1832,74
100+,PAYER,Shuffle,15,439.0,392.0,202,2.1733,1.9406,0.2327,73
100+,PAYER,Shuffle,16,246.0,308.0,202,1.2178,1.5248,-0.3069,75
100+,PAYER,Shuffle,17,230.0,298.0,202,1.1386,1.4752,-0.3366,76
100+,PAYER,Shuffle,18,425.0,296.0,202,2.104,1.4653,0.6386,81
100+,PAYER,Shuffle,19,275.0,302.0,202,1.3614,1.495,-0.1337,83
100+,PAYER,Shuffle,20,250.0,317.0,202,1.2376,1.5693,-0.3317,92
100+,PAYER,Shuffle,21,262.0,329.0,202,1.297,1.6287,-0.3317,91
100+,PAYER,Comet,1,181.0,182.0,199,0.9095,0.9146,-0.005,48
100+,PAYER,Comet,2,120.0,177.0,199,0.603,0.8894,-0.2864,58
100+,PAYER,Comet,3,315.0,139.0,199,1.5829,0.6985,0.8844,53
100+,PAYER,Comet,4,622.0,167.0,199,3.1256,0.8392,2.2864,58
100+,PAYER,Comet,5,188.0,174.0,199,0.9447,0.8744,0.0704,61
100+,PAYER,Comet,6,124.0,162.0,199,0.6231,0.8141,-0.191,67
100+,PAYER,Comet,7,123.0,154.0,199,0.6181,0.7739,-0.1558,65
100+,PAYER,Comet,8,258.0,238.0,199,1.2965,1.196,0.1005,66
100+,PAYER,Comet,9,79.0,134.0,199,0.397,0.6734,-0.2764,64
100+,PAYER,Comet,10,401.0,196.0,199,2.0151,0.9849,1.0302,62
100+,PAYER,Comet,11,349.0,192.0,199,1.7538,0.9648,0.7889,62
100+,PAYER,Comet,12,159.0,154.0,199,0.799,0.7739,0.0251,70
100+,PAYER,Comet,13,112.0,157.0,199,0.5628,0.7889,-0.2261,72
100+,PAYER,Comet,14,127.0,165.0,199,0.6382,0.8291,-0.191,74
100+,PAYER,Comet,15,260.0,271.0,199,1.3065,1.3618,-0.0553,73
100+,PAYER,Comet,16,115.0,153.0,199,0.5779,0.7688,-0.191,75
100+,PAYER,Comet,17,113.0,165.0,199,0.5678,0.8291,-0.2613,76
100+,PAYER,Comet,18,244.0,150.0,199,1.2261,0.7538,0.4724,81
100+,PAYER,Comet,19,133.0,177.0,199,0.6683,0.8894,-0.2211,83
100+,PAYER,Comet,20,96.0,160.0,199,0.4824,0.804,-0.3216,92
100+,PAYER,Comet,21,111.0,167.0,199,0.5578,0.8392,-0.2814,91
100+,PAYER,Red,1,276.0,248.0,202,1.3663,1.2277,0.1386,48
100+,PAYER,Red,2,290.0,380.0,202,1.4356,1.8812,-0.4455,58
100+,PAYER,Red,3,219.0,254.0,202,1.0842,1.2574,-0.1733,53
100+,PAYER,Red,4,215.0,252.0,202,1.0644,1.2475,-0.1832,58
100+,PAYER,Red,5,270.0,344.0,202,1.3366,1.703,-0.3663,61
100+,PAYER,Red,6,208.0,336.0,202,1.0297,1.6634,-0.6337,67
100+,PAYER,Red,7,207.0,255.0,202,1.0248,1.2624,-0.2376,65
100+,PAYER,Red,8,346.0,408.0,202,1.7129,2.0198,-0.3069,66
100+,PAYER,Red,9,268.0,313.0,202,1.3267,1.5495,-0.2228,64
100+,PAYER,Red,10,193.0,302.0,202,0.9554,1.495,-0.5396,62
100+,PAYER,Red,11,217.0,287.0,202,1.0743,1.4208,-0.3465,62
100+,PAYER,Red,12,262.0,316.0,202,1.297,1.5644,-0.2673,70
100+,PAYER,Red,13,207.0,331.0,202,1.0248,1.6386,-0.6139,72
100+,PAYER,Red,14,216.0,264.0,202,1.0693,1.3069,-0.2376,74
100+,PAYER,Red,15,420.0,416.0,202,2.0792,2.0594,0.0198,73
100+,PAYER,Red,16,238.0,415.0,202,1.1782,2.0545,-0.8762,75
100+,PAYER,Red,17,247.0,362.0,202,1.2228,1.7921,-0.5693,76
100+,PAYER,Red,18,251.0,386.0,202,1.2426,1.9109,-0.6683,81
100+,PAYER,Red,19,249.0,316.0,202,1.2327,1.5644,-0.3317,83
100+,PAYER,Red,20,214.0,292.0,202,1.0594,1.4455,-0.3861,92
100+,PAYER,Red,21,218.0,297.0,202,1.0792,1.4703,-0.3911,91
100+,PAYER,Chuck,1,262.0,223.0,202,1.297,1.104,0.1931,48
100+,PAYER,Chuck,2,320.0,379.0,202,1.5842,1.8762,-0.2921,58
100+,PAYER,Chuck,3,230.0,262.0,202,1.1386,1.297,-0.1584,53
100+,PAYER,Chuck,4,239.0,268.0,202,1.1832,1.3267,-0.1436,58
100+,PAYER,Chuck,5,271.0,333.0,202,1.3416,1.6485,-0.3069,61
100+,PAYER,Chuck,6,236.0,348.0,202,1.1683,1.7228,-0.5545,67
100+,PAYER,Chuck,7,203.0,274.0,202,1.005,1.3564,-0.3515,65
100+,PAYER,Chuck,8,342.0,367.0,202,1.6931,1.8168,-0.1238,66
100+,PAYER,Chuck,9,235.0,307.0,202,1.1634,1.5198,-0.3564,64
100+,PAYER,Chuck,10,218.0,296.0,202,1.0792,1.4653,-0.3861,62
100+,PAYER,Chuck,11,228.0,305.0,202,1.1287,1.5099,-0.3812,62
100+,PAYER,Chuck,12,287.0,322.0,202,1.4208,1.5941,-0.1733,70
100+,PAYER,Chuck,13,229.0,332.0,202,1.1337,1.6436,-0.5099,72
100+,PAYER,Chuck,14,234.0,265.0,202,1.1584,1.3119,-0.1535,74
100+,PAYER,Chuck,15,388.0,344.0,202,1.9208,1.703,0.2178,73
100+,PAYER,Chuck,16,268.0,430.0,202,1.3267,2.1287,-0.802,75
100+,PAYER,Chuck,17,257.0,375.0,202,1.2723,1.8564,-0.5842,76
100+,PAYER,Chuck,18,283.0,397.0,202,1.401,1.9653,-0.5644,81
100+,PAYER,Chuck,19,292.0,341.0,202,1.4455,1.6881,-0.2426,83
100+,PAYER,Chuck,20,233.0,294.0,202,1.1535,1.4554,-0.302,92
100+,PAYER,Chuck,21,231.0,310.0,202,1.1436,1.5347,-0.3911,91
100+,PAYER,Bomb,1,193.0,167.0,202,0.9554,0.8267,0.1287,48
100+,PAYER,Bomb,2,246.0,244.0,202,1.2178,1.2079,0.0099,58
100+,PAYER,Bomb,3,188.0,212.0,202,0.9307,1.0495,-0.1188,53
100+,PAYER,Bomb,4,229.0,227.0,202,1.1337,1.1238,0.0099,58
100+,PAYER,Bomb,5,191.0,276.0,202,0.9455,1.3663,-0.4208,61
100+,PAYER,Bomb,6,170.0,257.0,202,0.8416,1.2723,-0.4307,67
100+,PAYER,Bomb,7,181.0,217.0,202,0.896,1.0743,-0.1782,65
100+,PAYER,Bomb,8,310.0,283.0,202,1.5347,1.401,0.1337,66
100+,PAYER,Bomb,9,206.0,232.0,202,1.0198,1.1485,-0.1287,64
100+,PAYER,Bomb,10,224.0,254.0,202,1.1089,1.2574,-0.1485,62
100+,PAYER,Bomb,11,214.0,240.0,202,1.0594,1.1881,-0.1287,62
100+,PAYER,Bomb,12,214.0,236.0,202,1.0594,1.1683,-0.1089,70
100+,PAYER,Bomb,13,185.0,272.0,202,0.9158,1.3465,-0.4307,72
100+,PAYER,Bomb,14,179.0,235.0,202,0.8861,1.1634,-0.2772,74
100+,PAYER,Bomb,15,316.0,275.0,202,1.5644,1.3614,0.203,73
100+,PAYER,Bomb,16,223.0,338.0,202,1.104,1.6733,-0.5693,75
100+,PAYER,Bomb,17,213.0,290.0,202,1.0545,1.4356,-0.3812,76
100+,PAYER,Bomb,18,243.0,302.0,202,1.203,1.495,-0.2921,81
100+,PAYER,Bomb,19,205.0,249.0,202,1.0149,1.2327,-0.2178,83
100+,PAYER,Bomb,20,204.0,271.0,202,1.0099,1.3416,-0.3317,92
100+,PAYER,Bomb,21,183.0,245.0,202,0.9059,1.2129,-0.3069,91
100+,PAYER,UL Bomb,1,125.0,157.0,139,0.8993,1.1295,-0.2302,48
100+,PAYER,UL Bomb,2,195.0,243.0,139,1.4029,1.7482,-0.3453,58
100+,PAYER,UL Bomb,3,120.0,232.0,139,0.8633,1.6691,-0.8058,53
100+,PAYER,UL Bomb,4,55.0,79.0,139,0.3957,0.5683,-0.1727,58
100+,PAYER,UL Bomb,5,565.0,615.0,139,4.0647,4.4245,-0.3597,61
100+,PAYER,UL Bomb,6,680.0,763.0,139,4.8921,5.4892,-0.5971,67
100+,PAYER,UL Bomb,7,515.0,618.0,139,3.705,4.446,-0.741,65
100+,PAYER,UL Bomb,8,100.0,451.0,139,0.7194,3.2446,-2.5252,66
100+,PAYER,UL Bomb,9,10.0,49.0,139,0.0719,0.3525,-0.2806,64
100+,PAYER,UL Bomb,10,30.0,150.0,139,0.2158,1.0791,-0.8633,62
100+,PAYER,UL Bomb,11,145.0,196.0,139,1.0432,1.4101,-0.3669,62
100+,PAYER,UL Bomb,12,500.0,387.0,139,3.5971,2.7842,0.8129,70
100+,PAYER,UL Bomb,13,630.0,614.0,139,4.5324,4.4173,0.1151,72
100+,PAYER,UL Bomb,14,540.0,474.0,139,3.8849,3.4101,0.4748,74
100+,PAYER,UL Bomb,15,205.0,352.0,139,1.4748,2.5324,-1.0576,73
100+,PAYER,UL Bomb,16,80.0,202.0,139,0.5755,1.4532,-0.8777,75
100+,PAYER,UL Bomb,17,50.0,130.0,139,0.3597,0.9353,-0.5755,76
100+,PAYER,UL Bomb,18,70.0,176.0,139,0.5036,1.2662,-0.7626,81
100+,PAYER,UL Bomb,19,195.0,227.0,139,1.4029,1.6331,-0.2302,83
100+,PAYER,UL Bomb,20,320.0,816.0,139,2.3022,5.8705,-3.5683,92
100+,PAYER,UL Bomb,21,455.0,442.0,139,3.2734,3.1799,0.0935,91
100+,PAYER,UL Chuck,1,405.0,380.0,194,2.0876,1.9588,0.1289,48
100+,PAYER,UL Chuck,2,885.0,686.0,194,4.5619,3.5361,1.0258,58
100+,PAYER,UL Chuck,3,415.0,435.0,194,2.1392,2.2423,-0.1031,53
100+,PAYER,UL Chuck,4,480.0,385.0,194,2.4742,1.9845,0.4897,58
100+,PAYER,UL Chuck,5,1055.0,888.0,194,5.4381,4.5773,0.8608,61
100+,PAYER,UL Chuck,6,915.0,895.0,194,4.7165,4.6134,0.1031,67
100+,PAYER,UL Chuck,7,690.0,727.0,194,3.5567,3.7474,-0.1907,65
100+,PAYER,UL Chuck,8,635.0,781.0,194,3.2732,4.0258,-0.7526,66
100+,PAYER,UL Chuck,9,740.0,465.0,194,3.8144,2.3969,1.4175,64
100+,PAYER,UL Chuck,10,330.0,314.0,194,1.701,1.6186,0.0825,62
100+,PAYER,UL Chuck,11,675.0,548.0,194,3.4794,2.8247,0.6546,62
100+,PAYER,UL Chuck,12,800.0,614.0,194,4.1237,3.1649,0.9588,70
100+,PAYER,UL Chuck,13,755.0,654.0,194,3.8918,3.3711,0.5206,72
100+,PAYER,UL Chuck,14,965.0,636.0,194,4.9742,3.2784,1.6959,74
100+,PAYER,UL Chuck,15,800.0,710.0,194,4.1237,3.6598,0.4639,73
100+,PAYER,UL Chuck,16,620.0,555.0,194,3.1959,2.8608,0.3351,75
100+,PAYER,UL Chuck,17,495.0,455.0,194,2.5515,2.3454,0.2062,76
