engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
C. 10-19,PAYER,UL Red,minutes,Season Pass (Free),5137,3136,61.05,31.29,37.13,56015.0,179020.0,10.9042,17.8619,56015.0,179020.0,10.9042
C. 10-19,PAYER,UL Red,minutes,Rainbow Maker,5137,2555,49.74,22.86,23.7,40930.0,179020.0,7.9677,16.0196,40930.0,179020.0,7.9677
C. 10-19,PAYER,UL Red,minutes,Daily Gift,5137,592,11.52,20.14,7.35,36060.0,179020.0,7.0197,60.9122,36060.0,179020.0,7.0197
C. 10-19,PAYER,UL Red,minutes,Jigsaw,5137,1670,32.51,10.2,13.56,18260.0,179020.0,3.5546,10.9341,18260.0,179020.0,3.5546
C. 10-19,PAYER,UL Red,minutes,Bomb's Ballet,5137,1521,29.61,8.66,12.08,15500.0,179020.0,3.0173,10.1907,15500.0,179020.0,3.0173
C. 10-19,PAYER,UL Red,minutes,Hatchling Hideaway,5137,889,17.31,5.84,5.21,10460.0,179020.0,2.0362,11.766,10460.0,179020.0,2.0362
C. 10-19,PAYER,UL Red,minutes,Photoshoot,5137,82,1.6,0.7,0.69,1245.0,179020.0,0.2424,15.1829,1245.0,179020.0,0.2424
C. 10-19,PAYER,UL Red,minutes,Other,5137,16,0.31,0.3,0.27,540.0,179020.0,0.1051,33.75,540.0,179020.0,0.1051
C. 10-19,PAYER,UL Red,minutes,FlowerCoop,5137,1,0.02,0.01,0.01,10.0,179020.0,0.0019,10.0,10.0,179020.0,0.0019
C. 10-19,PAYER,Unlimited Lives,minutes,Saga,7192,6877,95.62,24.48,24.65,1123875.0,4590881.0,156.2674,163.4252,1123875.0,4590881.0,156.2674
C. 10-19,PAYER,Unlimited Lives,minutes,Flock Flurry,7192,4390,61.04,15.34,14.12,704220.0,4590881.0,97.9171,160.4146,704220.0,4590881.0,97.9171
C. 10-19,PAYER,Unlimited Lives,minutes,Daily Gift,7192,5233,72.76,11.7,10.34,537145.0,4590881.0,74.6865,102.6457,537145.0,4590881.0,74.6865
C. 10-19,PAYER,Unlimited Lives,minutes,Hatchling Hideaway,7192,4587,63.78,10.39,10.75,477210.0,4590881.0,66.3529,104.0353,477210.0,4590881.0,66.3529
C. 10-19,PAYER,Unlimited Lives,minutes,Daily Night Sky Prize,7192,6043,84.02,8.23,9.02,377980.0,4590881.0,52.5556,62.5484,377980.0,4590881.0,52.5556
C. 10-19,PAYER,Unlimited Lives,minutes,Season Pass (Free),7192,3692,51.33,7.52,7.45,345060.0,4590881.0,47.9783,93.4615,345060.0,4590881.0,47.9783
C. 10-19,PAYER,Unlimited Lives,minutes,Rainbow Maker,7192,5218,72.55,6.97,7.21,319970.0,4590881.0,44.4897,61.3204,319970.0,4590881.0,44.4897
C. 10-19,PAYER,Unlimited Lives,minutes,Target Day,7192,4003,55.66,5.74,6.65,263460.0,4590881.0,36.6324,65.8156,263460.0,4590881.0,36.6324
C. 10-19,PAYER,Unlimited Lives,minutes,Core,7192,2335,32.47,2.73,2.55,125400.0,4590881.0,17.436,53.7045,125400.0,4590881.0,17.436
C. 10-19,PAYER,Unlimited Lives,minutes,Kite Festival,7192,2448,34.04,2.36,2.61,108255.0,4590881.0,15.0521,44.2218,108255.0,4590881.0,15.0521
C. 10-19,PAYER,Unlimited Lives,minutes,Other,7192,1102,15.32,1.5,1.53,68721.0,4590881.0,9.5552,62.3603,68721.0,4590881.0,9.5552
C. 10-19,PAYER,Unlimited Lives,minutes,Ads,7192,1881,26.15,1.17,1.06,53500.0,4590881.0,7.4388,28.4423,53500.0,4590881.0,7.4388
C. 10-19,PAYER,Unlimited Lives,minutes,Jigsaw,7192,897,12.47,0.73,0.69,33420.0,4590881.0,4.6468,37.2575,33420.0,4590881.0,4.6468
C. 10-19,PAYER,Unlimited Lives,minutes,Bomb's Ballet,7192,807,11.22,0.57,0.58,26370.0,4590881.0,3.6666,32.6766,26370.0,4590881.0,3.6666
C. 10-19,PAYER,Unlimited Lives,minutes,Photoshoot,7192,446,6.2,0.35,0.37,16260.0,4590881.0,2.2608,36.4574,16260.0,4590881.0,2.2608
C. 10-19,PAYER,Unlimited Lives,minutes,Flash Race,7192,193,2.68,0.22,0.41,10020.0,4590881.0,1.3932,51.9171,10020.0,4590881.0,1.3932
C. 10-19,PAYER,Unlimited Lives,minutes,River Rush,7192,1,0.01,0.0,0.0,15.0,4590881.0,0.0021,15.0,15.0,4590881.0,0.0021
D. 20-39,NONPAYER,Bomb,count,Saga,18492,12845,69.46,23.48,24.27,24350.0,103724.0,1.3168,1.8957,24350.0,103724.0,1.3168
D. 20-39,NONPAYER,Bomb,count,Other,18492,10729,58.02,15.08,19.81,15644.0,103724.0,0.846,1.4581,15644.0,103724.0,0.846
D. 20-39,NONPAYER,Bomb,count,Hatchling Hideaway,18492,9118,49.31,12.9,11.51,13377.0,103724.0,0.7234,1.4671,13377.0,103724.0,0.7234
D. 20-39,NONPAYER,Bomb,count,Rainbow Maker,18492,7432,40.19,11.83,8.36,12269.0,103724.0,0.6635,1.6508,12269.0,103724.0,0.6635
D. 20-39,NONPAYER,Bomb,count,Season Pass (Free),18492,6386,34.53,8.52,7.46,8834.0,103724.0,0.4777,1.3833,8834.0,103724.0,0.4777
D. 20-39,NONPAYER,Bomb,count,Flock Flurry,18492,5539,29.95,8.46,7.22,8776.0,103724.0,0.4746,1.5844,8776.0,103724.0,0.4746
D. 20-39,NONPAYER,Bomb,count,Core,18492,6067,32.81,6.36,8.29,6592.0,103724.0,0.3565,1.0865,6592.0,103724.0,0.3565
D. 20-39,NONPAYER,Bomb,count,Team Race,18492,3930,21.25,5.06,5.95,5252.0,103724.0,0.284,1.3364,5252.0,103724.0,0.284
D. 20-39,NONPAYER,Bomb,count,Flash Race,18492,3877,20.97,4.89,4.11,5072.0,103724.0,0.2743,1.3082,5072.0,103724.0,0.2743
D. 20-39,NONPAYER,Bomb,count,Target Day,18492,2553,13.81,2.91,2.56,3017.0,103724.0,0.1632,1.1817,3017.0,103724.0,0.1632
D. 20-39,NONPAYER,Bomb,count,Kite Festival,18492,467,2.53,0.48,0.41,497.0,103724.0,0.0269,1.0642,497.0,103724.0,0.0269
D. 20-39,NONPAYER,Bomb,count,Jigsaw,18492,22,0.12,0.02,0.02,23.0,103724.0,0.0012,1.0455,23.0,103724.0,0.0012
D. 20-39,NONPAYER,Bomb,count,Bomb's Ballet,18492,12,0.06,0.01,0.01,12.0,103724.0,0.0006,1.0,12.0,103724.0,0.0006
D. 20-39,NONPAYER,Bomb,count,FlowerCoop,18492,1,0.01,0.0,0.0,2.0,103724.0,0.0001,2.0,2.0,103724.0,0.0001
D. 20-39,NONPAYER,Bomb,count,River Rush,18492,4,0.02,0.0,0.01,4.0,103724.0,0.0002,1.0,4.0,103724.0,0.0002
D. 20-39,NONPAYER,Bomb,count,Photoshoot,18492,1,0.01,0.0,0.0,1.0,103724.0,0.0001,1.0,1.0,103724.0,0.0001
D. 20-39,NONPAYER,Bomb,count,Bomb Challenge,18492,1,0.01,0.0,0.0,2.0,103724.0,0.0001,2.0,2.0,103724.0,0.0001
D. 20-39,NONPAYER,Chuck,count,Saga,19897,12940,65.03,15.63,15.0,24436.0,156343.0,1.2281,1.8884,24436.0,156343.0,1.2281
D. 20-39,NONPAYER,Chuck,count,Rainbow Maker,19897,13036,65.52,14.66,16.41,22926.0,156343.0,1.1522,1.7587,22926.0,156343.0,1.1522
D. 20-39,NONPAYER,Chuck,count,Season Pass (Free),19897,9777,49.14,13.91,13.75,21747.0,156343.0,1.093,2.2243,21747.0,156343.0,1.093
D. 20-39,NONPAYER,Chuck,count,Other,19897,10774,54.15,10.05,10.92,15707.0,156343.0,0.7894,1.4579,15707.0,156343.0,0.7894
D. 20-39,NONPAYER,Chuck,count,Hatchling Hideaway,19897,10623,53.39,10.0,10.15,15636.0,156343.0,0.7858,1.4719,15636.0,156343.0,0.7858
D. 20-39,NONPAYER,Chuck,count,Daily Night Sky Prize,19897,9767,49.09,9.89,9.92,15462.0,156343.0,0.7771,1.5831,15462.0,156343.0,0.7771
D. 20-39,NONPAYER,Chuck,count,Flock Flurry,19897,5539,27.84,5.61,4.54,8776.0,156343.0,0.4411,1.5844,8776.0,156343.0,0.4411
D. 20-39,NONPAYER,Chuck,count,Core,19897,5041,25.34,4.18,3.82,6538.0,156343.0,0.3286,1.297,6538.0,156343.0,0.3286
D. 20-39,NONPAYER,Chuck,count,Jigsaw,19897,5525,27.77,3.86,3.85,6035.0,156343.0,0.3033,1.0923,6035.0,156343.0,0.3033
D. 20-39,NONPAYER,Chuck,count,Target Day,19897,4118,20.7,3.38,3.15,5288.0,156343.0,0.2658,1.2841,5288.0,156343.0,0.2658
D. 20-39,NONPAYER,Chuck,count,Bomb's Ballet,19897,5109,25.68,3.34,3.28,5227.0,156343.0,0.2627,1.0231,5227.0,156343.0,0.2627
D. 20-39,NONPAYER,Chuck,count,Photoshoot,19897,3102,15.59,2.01,2.21,3141.0,156343.0,0.1579,1.0126,3141.0,156343.0,0.1579
D. 20-39,NONPAYER,Chuck,count,Flash Race,19897,2371,11.92,1.81,1.45,2833.0,156343.0,0.1424,1.1949,2833.0,156343.0,0.1424
D. 20-39,NONPAYER,Chuck,count,Team Race,19897,1626,8.17,1.19,1.16,1856.0,156343.0,0.0933,1.1415,1856.0,156343.0,0.0933
D. 20-39,NONPAYER,Chuck,count,Kite Festival,19897,693,3.48,0.47,0.39,732.0,156343.0,0.0368,1.0563,732.0,156343.0,0.0368
D. 20-39,NONPAYER,Chuck,count,River Rush,19897,3,0.02,0.0,0.0,3.0,156343.0,0.0002,1.0,3.0,156343.0,0.0002
D. 20-39,NONPAYER,Comet,count,Rainbow Maker,16112,10322,64.06,23.7,23.71,15761.0,66507.0,0.9782,1.5269,15761.0,66507.0,0.9782
D. 20-39,NONPAYER,Comet,count,Hatchling Hideaway,16112,8702,54.01,18.73,17.16,12457.0,66507.0,0.7732,1.4315,12457.0,66507.0,0.7732
D. 20-39,NONPAYER,Comet,count,Team Race,16112,7075,43.91,18.47,18.51,12286.0,66507.0,0.7625,1.7365,12286.0,66507.0,0.7625
D. 20-39,NONPAYER,Comet,count,Core,16112,6735,41.8,11.93,14.87,7934.0,66507.0,0.4924,1.178,7934.0,66507.0,0.4924
D. 20-39,NONPAYER,Comet,count,Flash Race,16112,3227,20.03,6.13,7.07,4077.0,66507.0,0.253,1.2634,4077.0,66507.0,0.253
D. 20-39,NONPAYER,Comet,count,Ads,16112,2097,13.02,5.61,3.85,3731.0,66507.0,0.2316,1.7792,3731.0,66507.0,0.2316
D. 20-39,NONPAYER,Comet,count,Other,16112,2298,14.26,3.74,3.43,2486.0,66507.0,0.1543,1.0818,2486.0,66507.0,0.1543
D. 20-39,NONPAYER,Comet,count,Team Event,16112,1253,7.78,2.97,2.8,1976.0,66507.0,0.1226,1.577,1976.0,66507.0,0.1226
D. 20-39,NONPAYER,Comet,count,Target Day,16112,1689,10.48,2.89,2.77,1923.0,66507.0,0.1194,1.1385,1923.0,66507.0,0.1194
D. 20-39,NONPAYER,Comet,count,Daily Gift,16112,1540,9.56,2.39,1.85,1590.0,66507.0,0.0987,1.0325,1590.0,66507.0,0.0987
D. 20-39,NONPAYER,Comet,count,Chuck Challenge,16112,567,3.52,0.9,0.94,599.0,66507.0,0.0372,1.0564,599.0,66507.0,0.0372
D. 20-39,NONPAYER,Comet,count,Red Challenge,16112,544,3.38,0.88,0.91,583.0,66507.0,0.0362,1.0717,583.0,66507.0,0.0362
D. 20-39,NONPAYER,Comet,count,Bomb Challenge,16112,513,3.18,0.83,0.82,552.0,66507.0,0.0343,1.076,552.0,66507.0,0.0343
D. 20-39,NONPAYER,Comet,count,Saga,16112,200,1.24,0.36,1.0,237.0,66507.0,0.0147,1.185,237.0,66507.0,0.0147
D. 20-39,NONPAYER,Comet,count,Daily Night Sky Prize,16112,162,1.01,0.3,0.16,200.0,66507.0,0.0124,1.2346,200.0,66507.0,0.0124
D. 20-39,NONPAYER,Comet,count,Kite Festival,16112,71,0.44,0.11,0.09,74.0,66507.0,0.0046,1.0423,74.0,66507.0,0.0046
D. 20-39,NONPAYER,Comet,count,Jigsaw,16112,22,0.14,0.03,0.02,23.0,66507.0,0.0014,1.0455,23.0,66507.0,0.0014
D. 20-39,NONPAYER,Comet,count,Bomb's Ballet,16112,12,0.07,0.02,0.01,12.0,66507.0,0.0007,1.0,12.0,66507.0,0.0007
D. 20-39,NONPAYER,Comet,count,River Rush,16112,6,0.04,0.01,0.03,6.0,66507.0,0.0004,1.0,6.0,66507.0,0.0004
D. 20-39,NONPAYER,HC,HC,Daily Night Sky Prize,21119,17229,81.58,22.58,19.05,3098975.0,13726052.27,146.7387,179.8697,3098975.0,13844843.0,146.7387
D. 20-39,NONPAYER,HC,HC,Core,21119,16289,77.13,12.81,15.24,1758790.0,13726052.27,83.28,107.9741,1758790.0,13844843.0,83.28
D. 20-39,NONPAYER,HC,HC,Saga,21119,19633,92.96,11.25,13.76,1544315.0,13726052.27,73.1244,78.6591,1544315.0,13844843.0,73.1244
D. 20-39,NONPAYER,HC,HC,Daily Gift,21119,17410,82.44,9.59,10.07,1315730.0,13726052.27,62.3008,75.5732,1315730.0,13844843.0,62.3008
D. 20-39,NONPAYER,HC,HC,Team Race,21119,7228,34.23,6.37,6.26,874000.0,13726052.27,41.3845,120.9186,874000.0,13844843.0,41.3845
D. 20-39,NONPAYER,HC,HC,Team Event,21119,5983,28.33,5.16,4.11,707860.0,13726052.27,33.5177,118.3119,707860.0,13844843.0,33.5177
D. 20-39,NONPAYER,HC,HC,Rainbow Maker,21119,14827,70.21,4.88,6.54,670279.27,13726052.27,31.7382,45.2067,789070.0,13844843.0,37.363
D. 20-39,NONPAYER,HC,HC,Other,21119,5956,28.2,3.68,2.79,504798.0,13726052.27,23.9026,84.7545,504798.0,13844843.0,23.9026
D. 20-39,NONPAYER,HC,HC,Season Pass (Free),21119,11399,53.98,3.67,5.0,504000.0,13726052.27,23.8648,44.2144,504000.0,13844843.0,23.8648
D. 20-39,NONPAYER,HC,HC,Hatchling Hideaway,21119,11722,55.5,3.52,3.14,483400.0,13726052.27,22.8893,41.2387,483400.0,13844843.0,22.8893
D. 20-39,NONPAYER,HC,HC,Target Day,21119,5520,26.14,2.99,2.53,410425.0,13726052.27,19.4339,74.3524,410425.0,13844843.0,19.4339
D. 20-39,NONPAYER,HC,HC,Flash Race,21119,8301,39.31,2.88,3.04,394920.0,13726052.27,18.6997,47.575,394920.0,13844843.0,18.6997
D. 20-39,NONPAYER,HC,HC,Ads,21119,5454,25.83,2.63,2.06,360490.0,13726052.27,17.0695,66.0964,360490.0,13844843.0,17.0695
D. 20-39,NONPAYER,HC,HC,Chuck Challenge,21119,2176,10.3,1.87,1.43,256050.0,13726052.27,12.1242,117.67,256050.0,13844843.0,12.1242
D. 20-39,NONPAYER,HC,HC,Red Challenge,21119,2099,9.94,1.81,1.45,248050.0,13726052.27,11.7453,118.1753,248050.0,13844843.0,11.7453
D. 20-39,NONPAYER,HC,HC,Bomb Challenge,21119,1870,8.85,1.67,1.36,229900.0,13726052.27,10.8859,122.9412,229900.0,13844843.0,10.8859
D. 20-39,NONPAYER,HC,HC,Jigsaw,21119,3747,17.74,0.84,0.74,114850.0,13726052.27,5.4382,30.6512,114850.0,13844843.0,5.4382
D. 20-39,NONPAYER,HC,HC,Kite Festival,21119,722,3.42,0.77,0.52,106200.0,13726052.27,5.0286,147.0914,106200.0,13844843.0,5.0286
D. 20-39,NONPAYER,HC,HC,Bomb's Ballet,21119,3363,15.92,0.67,0.56,92300.0,13726052.27,4.3705,27.4457,92300.0,13844843.0,4.3705
D. 20-39,NONPAYER,HC,HC,Photoshoot,21119,1840,8.71,0.37,0.34,50375.0,13726052.27,2.3853,27.3777,50375.0,13844843.0,2.3853
D. 20-39,NONPAYER,HC,HC,River Rush,21119,7,0.03,0.0,0.01,345.0,13726052.27,0.0163,49.2857,345.0,13844843.0,0.0163
D. 20-39,NONPAYER,Red,count,Daily Night Sky Prize,20241,14098,69.65,19.1,18.34,30705.0,160724.0,1.517,2.178,30705.0,160724.0,1.517
D. 20-39,NONPAYER,Red,count,Saga,20241,13793,68.14,16.01,15.66,25735.0,160724.0,1.2714,1.8658,25735.0,160724.0,1.2714
D. 20-39,NONPAYER,Red,count,Rainbow Maker,20241,13831,68.33,14.75,16.18,23713.0,160724.0,1.1715,1.7145,23713.0,160724.0,1.1715
D. 20-39,NONPAYER,Red,count,Hatchling Hideaway,20241,12192,60.23,11.19,11.69,17992.0,160724.0,0.8889,1.4757,17992.0,160724.0,0.8889
D. 20-39,NONPAYER,Red,count,Other,20241,10894,53.82,9.96,11.27,16008.0,160724.0,0.7909,1.4694,16008.0,160724.0,0.7909
D. 20-39,NONPAYER,Red,count,Season Pass (Free),20241,7906,39.06,9.86,9.92,15845.0,160724.0,0.7828,2.0042,15845.0,160724.0,0.7828
D. 20-39,NONPAYER,Red,count,Flock Flurry,20241,5539,27.37,5.46,4.21,8776.0,160724.0,0.4336,1.5844,8776.0,160724.0,0.4336
D. 20-39,NONPAYER,Red,count,Core,20241,5851,28.91,4.33,4.69,6958.0,160724.0,0.3438,1.1892,6958.0,160724.0,0.3438
D. 20-39,NONPAYER,Red,count,Target Day,20241,4532,22.39,3.73,3.65,5996.0,160724.0,0.2962,1.323,5996.0,160724.0,0.2962
D. 20-39,NONPAYER,Red,count,Jigsaw,20241,2695,13.31,1.87,1.44,3009.0,160724.0,0.1487,1.1165,3009.0,160724.0,0.1487
D. 20-39,NONPAYER,Red,count,Bomb's Ballet,20241,1905,9.41,1.21,0.82,1938.0,160724.0,0.0957,1.0173,1938.0,160724.0,0.0957
D. 20-39,NONPAYER,Red,count,Flash Race,20241,1300,6.42,0.93,0.73,1495.0,160724.0,0.0739,1.15,1495.0,160724.0,0.0739
D. 20-39,NONPAYER,Red,count,Team Race,20241,973,4.81,0.66,0.59,1062.0,160724.0,0.0525,1.0915,1062.0,160724.0,0.0525
D. 20-39,NONPAYER,Red,count,Photoshoot,20241,755,3.73,0.48,0.47,772.0,160724.0,0.0381,1.0225,772.0,160724.0,0.0381
D. 20-39,NONPAYER,Red,count,Kite Festival,20241,665,3.29,0.44,0.36,714.0,160724.0,0.0353,1.0737,714.0,160724.0,0.0353
D. 20-39,NONPAYER,Red,count,Chuck Challenge,20241,1,0.0,0.0,0.0,1.0,160724.0,0.0,1.0,1.0,160724.0,0.0
D. 20-39,NONPAYER,Red,count,River Rush,20241,5,0.02,0.0,0.0,5.0,160724.0,0.0002,1.0,5.0,160724.0,0.0002
D. 20-39,NONPAYER,SPT,count,Core,20348,19425,95.46,76.52,73.51,19614510.0,25632633.74,963.9527,1009.756,19614510.0,25868426.0,963.9527
D. 20-39,NONPAYER,SPT,count,Rainbow Maker,20348,14786,72.67,15.01,15.9,3848072.74,25632633.74,189.1131,260.2511,4083865.0,25868426.0,200.7011
D. 20-39,NONPAYER,SPT,count,Flash Race,20348,10035,49.32,4.23,4.91,1084495.0,25632633.74,53.2974,108.0713,1084495.0,25868426.0,53.2974
D. 20-39,NONPAYER,SPT,count,Other,20348,9334,45.87,1.96,3.09,501717.0,25632633.74,24.6568,53.7516,501717.0,25868426.0,24.6568
D. 20-39,NONPAYER,SPT,count,Kite Festival,20348,3991,19.61,1.62,1.71,415685.0,25632633.74,20.4288,104.1556,415685.0,25868426.0,20.4288
D. 20-39,NONPAYER,SPT,count,Flock Flurry,20348,5126,25.19,0.62,0.7,158660.0,25632633.74,7.7973,30.952,158660.0,25868426.0,7.7973
D. 20-39,NONPAYER,SPT,count,Season Pass (Free),20348,177,0.87,0.04,0.19,9484.0,25632633.74,0.4661,53.5819,9484.0,25868426.0,0.4661
D. 20-39,NONPAYER,SPT,count,Target Day,20348,1,0.0,0.0,0.0,10.0,25632633.74,0.0005,10.0,10.0,25868426.0,0.0005
D. 20-39,NONPAYER,SPTx2,minutes,Rainbow Maker,10105,10094,99.89,99.8,99.87,174090.0,174435.0,17.2281,17.2469,174090.0,174435.0,17.2281
D. 20-39,NONPAYER,SPTx2,minutes,Daily Gift,10105,15,0.15,0.2,0.13,345.0,174435.0,0.0341,23.0,345.0,174435.0,0.0341
D. 20-39,NONPAYER,Shuffle,count,Saga,19135,12870,67.26,17.33,18.16,24163.0,139425.0,1.2628,1.8775,24163.0,139425.0,1.2628
D. 20-39,NONPAYER,Shuffle,count,Rainbow Maker,19135,11854,61.95,15.88,16.34,22139.0,139425.0,1.157,1.8676,22139.0,139425.0,1.157
D. 20-39,NONPAYER,Shuffle,count,Core,19135,11650,60.88,13.94,17.18,19434.0,139425.0,1.0156,1.6682,19434.0,139425.0,1.0156
D. 20-39,NONPAYER,Shuffle,count,Daily Gift,19135,7792,40.72,7.94,6.77,11070.0,139425.0,0.5785,1.4207,11070.0,139425.0,0.5785
D. 20-39,NONPAYER,Shuffle,count,Hatchling Hideaway,19135,7556,39.49,7.69,6.14,10722.0,139425.0,0.5603,1.419,10722.0,139425.0,0.5603
D. 20-39,NONPAYER,Shuffle,count,Ads,19135,3388,17.71,5.92,3.98,8258.0,139425.0,0.4316,2.4374,8258.0,139425.0,0.4316
D. 20-39,NONPAYER,Shuffle,count,Team Race,19135,5486,28.67,5.75,6.19,8019.0,139425.0,0.4191,1.4617,8019.0,139425.0,0.4191
D. 20-39,NONPAYER,Shuffle,count,Season Pass (Free),19135,6017,31.44,5.21,5.78,7260.0,139425.0,0.3794,1.2066,7260.0,139425.0,0.3794
D. 20-39,NONPAYER,Shuffle,count,Flash Race,19135,4143,21.65,3.79,3.85,5282.0,139425.0,0.276,1.2749,5282.0,139425.0,0.276
D. 20-39,NONPAYER,Shuffle,count,Other,19135,3756,19.63,3.27,3.39,4562.0,139425.0,0.2384,1.2146,4562.0,139425.0,0.2384
D. 20-39,NONPAYER,Shuffle,count,Team Event,19135,1641,8.58,3.04,2.27,4236.0,139425.0,0.2214,2.5814,4236.0,139425.0,0.2214
D. 20-39,NONPAYER,Shuffle,count,Chuck Challenge,19135,3230,16.88,2.76,2.39,3848.0,139425.0,0.2011,1.1913,3848.0,139425.0,0.2011
D. 20-39,NONPAYER,Shuffle,count,Red Challenge,19135,3130,16.36,2.69,2.58,3745.0,139425.0,0.1957,1.1965,3745.0,139425.0,0.1957
D. 20-39,NONPAYER,Shuffle,count,Bomb Challenge,19135,2759,14.42,2.37,2.43,3311.0,139425.0,0.173,1.2001,3311.0,139425.0,0.173
D. 20-39,NONPAYER,Shuffle,count,Target Day,19135,2457,12.84,2.03,2.17,2832.0,139425.0,0.148,1.1526,2832.0,139425.0,0.148
D. 20-39,NONPAYER,Shuffle,count,Kite Festival,19135,479,2.5,0.36,0.35,503.0,139425.0,0.0263,1.0501,503.0,139425.0,0.0263
D. 20-39,NONPAYER,Shuffle,count,Photoshoot,19135,17,0.09,0.01,0.01,17.0,139425.0,0.0009,1.0,17.0,139425.0,0.0009
D. 20-39,NONPAYER,Shuffle,count,Bomb's Ballet,19135,13,0.07,0.01,0.01,14.0,139425.0,0.0007,1.0769,14.0,139425.0,0.0007
D. 20-39,NONPAYER,Shuffle,count,River Rush,19135,8,0.04,0.01,0.01,8.0,139425.0,0.0004,1.0,8.0,139425.0,0.0004
D. 20-39,NONPAYER,Shuffle,count,Daily Night Sky Prize,19135,1,0.01,0.0,0.01,2.0,139425.0,0.0001,2.0,2.0,139425.0,0.0001
D. 20-39,NONPAYER,Slingshot,count,Rainbow Maker,19797,14154,71.5,27.32,26.95,51196.0,187418.0,2.586,3.6171,51196.0,187418.0,2.586
D. 20-39,NONPAYER,Slingshot,count,Saga,19797,13059,65.96,13.01,13.65,24383.0,187418.0,1.2317,1.8671,24383.0,187418.0,1.2317
D. 20-39,NONPAYER,Slingshot,count,Daily Gift,19797,9846,49.73,8.82,8.16,16532.0,187418.0,0.8351,1.6791,16532.0,187418.0,0.8351
D. 20-39,NONPAYER,Slingshot,count,Daily Night Sky Prize,19797,9911,50.06,8.36,11.07,15662.0,187418.0,0.7911,1.5803,15662.0,187418.0,0.7911
D. 20-39,NONPAYER,Slingshot,count,Core,19797,8805,44.48,6.64,7.69,12451.0,187418.0,0.6289,1.4141,12451.0,187418.0,0.6289
D. 20-39,NONPAYER,Slingshot,count,Flock Flurry,19797,5539,27.98,4.68,3.89,8776.0,187418.0,0.4433,1.5844,8776.0,187418.0,0.4433
D. 20-39,NONPAYER,Slingshot,count,Team Event,19797,4722,23.85,4.66,4.24,8726.0,187418.0,0.4408,1.8479,8726.0,187418.0,0.4408
D. 20-39,NONPAYER,Slingshot,count,Ads,19797,3330,16.82,4.2,2.86,7875.0,187418.0,0.3978,2.3649,7875.0,187418.0,0.3978
D. 20-39,NONPAYER,Slingshot,count,Target Day,19797,4641,23.44,3.3,3.28,6180.0,187418.0,0.3122,1.3316,6180.0,187418.0,0.3122
D. 20-39,NONPAYER,Slingshot,count,Hatchling Hideaway,19797,4700,23.74,3.27,2.35,6132.0,187418.0,0.3097,1.3047,6132.0,187418.0,0.3097
D. 20-39,NONPAYER,Slingshot,count,Team Race,19797,4193,21.18,2.91,3.07,5462.0,187418.0,0.2759,1.3026,5462.0,187418.0,0.2759
D. 20-39,NONPAYER,Slingshot,count,Flash Race,19797,3334,16.84,2.23,2.17,4172.0,187418.0,0.2107,1.2513,4172.0,187418.0,0.2107
D. 20-39,NONPAYER,Slingshot,count,Season Pass (Free),19797,3709,18.74,2.15,1.77,4030.0,187418.0,0.2036,1.0865,4030.0,187418.0,0.2036
D. 20-39,NONPAYER,Slingshot,count,Other,19797,3363,16.99,2.08,2.17,3894.0,187418.0,0.1967,1.1579,3894.0,187418.0,0.1967
D. 20-39,NONPAYER,Slingshot,count,Red Challenge,19797,3037,15.34,1.93,2.04,3621.0,187418.0,0.1829,1.1923,3621.0,187418.0,0.1829
D. 20-39,NONPAYER,Slingshot,count,Chuck Challenge,19797,2985,15.08,1.87,1.8,3508.0,187418.0,0.1772,1.1752,3508.0,187418.0,0.1772
D. 20-39,NONPAYER,Slingshot,count,Bomb Challenge,19797,2880,14.55,1.82,2.16,3413.0,187418.0,0.1724,1.1851,3413.0,187418.0,0.1724
D. 20-39,NONPAYER,Slingshot,count,Kite Festival,19797,1221,6.17,0.71,0.64,1324.0,187418.0,0.0669,1.0844,1324.0,187418.0,0.0669
D. 20-39,NONPAYER,Slingshot,count,Jigsaw,19797,50,0.25,0.03,0.03,53.0,187418.0,0.0027,1.06,53.0,187418.0,0.0027
D. 20-39,NONPAYER,Slingshot,count,Bomb's Ballet,19797,28,0.14,0.01,0.02,28.0,187418.0,0.0014,1.0,28.0,187418.0,0.0014
D. 20-39,NONPAYER,UL Bomb,minutes,Daily Gift,5564,1805,32.44,48.17,27.02,54870.0,113905.0,9.8616,30.3989,54870.0,113905.0,9.8616
D. 20-39,NONPAYER,UL Bomb,minutes,Jigsaw,5564,2708,48.67,26.3,37.03,29960.0,113905.0,5.3846,11.0635,29960.0,113905.0,5.3846
D. 20-39,NONPAYER,UL Bomb,minutes,Bomb's Ballet,5564,2621,47.11,23.53,34.5,26800.0,113905.0,4.8167,10.2251,26800.0,113905.0,4.8167
D. 20-39,NONPAYER,UL Bomb,minutes,Other,5564,46,0.83,1.29,0.8,1475.0,113905.0,0.2651,32.0652,1475.0,113905.0,0.2651
D. 20-39,NONPAYER,UL Bomb,minutes,Photoshoot,5564,48,0.86,0.63,0.54,720.0,113905.0,0.1294,15.0,720.0,113905.0,0.1294
