engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
E. 40-99,PAYER,Slingshot,count,Kite Festival,2765,386,13.96,1.06,1.0,427.0,40344.0,0.1544,1.1062,427.0,40344.0,0.1544
E. 40-99,PAYER,Slingshot,count,Bomb Challenge,2765,281,10.16,0.79,0.94,317.0,40344.0,0.1146,1.1281,317.0,40344.0,0.1146
E. 40-99,PAYER,Slingshot,count,Chuck Challenge,2765,278,10.05,0.77,0.81,310.0,40344.0,0.1121,1.1151,310.0,40344.0,0.1121
E. 40-99,PAYER,Slingshot,count,Red Challenge,2765,273,9.87,0.74,0.86,299.0,40344.0,0.1081,1.0952,299.0,40344.0,0.1081
E. 40-99,PAYER,Slingshot,count,Jigsaw,2765,217,7.85,0.57,0.34,231.0,40344.0,0.0835,1.0645,231.0,40344.0,0.0835
E. 40-99,PAYER,Slingshot,count,Bomb's Ballet,2765,167,6.04,0.42,0.25,169.0,40344.0,0.0611,1.012,169.0,40344.0,0.0611
E. 40-99,PAYER,Slingshot,count,River Rush,2765,2,0.07,0.0,0.01,2.0,40344.0,0.0007,1.0,2.0,40344.0,0.0007
E. 40-99,PAYER,UL Bomb,minutes,Bomb's Ballet,1378,703,51.02,26.0,31.92,9875.0,37980.0,7.1662,14.0469,9875.0,37980.0,7.1662
E. 40-99,PAYER,UL Bomb,minutes,Jigsaw,1378,643,46.66,22.85,28.74,8680.0,37980.0,6.299,13.4992,8680.0,37980.0,6.299
E. 40-99,PAYER,UL Bomb,minutes,Daily Gift,1378,282,20.46,22.35,13.07,8490.0,37980.0,6.1611,30.1064,8490.0,37980.0,6.1611
E. 40-99,PAYER,UL Bomb,minutes,Season Pass (Free),1378,381,27.65,22.05,19.33,8375.0,37980.0,6.0776,21.9816,8375.0,37980.0,6.0776
E. 40-99,PAYER,UL Bomb,minutes,Photoshoot,1378,139,10.09,5.57,6.07,2115.0,37980.0,1.5348,15.2158,2115.0,37980.0,1.5348
E. 40-99,PAYER,UL Bomb,minutes,Other,1378,11,0.8,1.07,0.76,405.0,37980.0,0.2939,36.8182,405.0,37980.0,0.2939
E. 40-99,PAYER,UL Bomb,minutes,River Rush,1378,2,0.15,0.11,0.11,40.0,37980.0,0.029,20.0,40.0,37980.0,0.029
E. 40-99,PAYER,UL Chuck,minutes,Season Pass (Free),2172,814,37.48,22.4,23.77,22530.0,100575.0,10.3729,27.6781,22530.0,100575.0,10.3729
E. 40-99,PAYER,UL Chuck,minutes,Daily Gift,2172,317,14.59,18.91,8.47,19020.0,100575.0,8.7569,60.0,19020.0,100575.0,8.7569
E. 40-99,PAYER,UL Chuck,minutes,Hatchling Hideaway,2172,1278,58.84,18.3,23.48,18410.0,100575.0,8.4761,14.4053,18410.0,100575.0,8.4761
E. 40-99,PAYER,UL Chuck,minutes,Jigsaw,2172,814,37.48,12.42,14.32,12495.0,100575.0,5.7528,15.3501,12495.0,100575.0,5.7528
E. 40-99,PAYER,UL Chuck,minutes,Bomb's Ballet,2172,854,39.32,12.25,15.33,12325.0,100575.0,5.6745,14.4321,12325.0,100575.0,5.6745
E. 40-99,PAYER,UL Chuck,minutes,Rainbow Maker,2172,721,33.2,11.38,9.17,11450.0,100575.0,5.2716,15.8807,11450.0,100575.0,5.2716
E. 40-99,PAYER,UL Chuck,minutes,Photoshoot,2172,254,11.69,3.91,5.14,3930.0,100575.0,1.8094,15.4724,3930.0,100575.0,1.8094
E. 40-99,PAYER,UL Chuck,minutes,Other,2172,10,0.46,0.39,0.32,390.0,100575.0,0.1796,39.0,390.0,100575.0,0.1796
E. 40-99,PAYER,UL Chuck,minutes,River Rush,2172,1,0.05,0.02,0.01,25.0,100575.0,0.0115,25.0,25.0,100575.0,0.0115
E. 40-99,PAYER,UL Red,minutes,Season Pass (Free),2559,1392,54.4,23.1,24.81,35060.0,151760.0,13.7007,25.1868,35060.0,151760.0,13.7007
E. 40-99,PAYER,UL Red,minutes,Rainbow Maker,2559,1805,70.54,21.08,25.17,31990.0,151760.0,12.501,17.723,31990.0,151760.0,12.501
E. 40-99,PAYER,UL Red,minutes,Daily Gift,2559,437,17.08,17.32,9.39,26280.0,151760.0,10.2696,60.1373,26280.0,151760.0,10.2696
E. 40-99,PAYER,UL Red,minutes,Hatchling Hideaway,2559,1443,56.39,13.82,14.21,20970.0,151760.0,8.1946,14.5322,20970.0,151760.0,8.1946
E. 40-99,PAYER,UL Red,minutes,Jigsaw,2559,878,34.31,10.55,10.45,16010.0,151760.0,6.2564,18.2346,16010.0,151760.0,6.2564
E. 40-99,PAYER,UL Red,minutes,Bomb's Ballet,2559,899,35.13,9.97,10.45,15125.0,151760.0,5.9105,16.8242,15125.0,151760.0,5.9105
E. 40-99,PAYER,UL Red,minutes,Photoshoot,2559,384,15.01,3.87,5.27,5880.0,151760.0,2.2978,15.3125,5880.0,151760.0,2.2978
E. 40-99,PAYER,UL Red,minutes,Other,2559,10,0.39,0.26,0.22,390.0,151760.0,0.1524,39.0,390.0,151760.0,0.1524
E. 40-99,PAYER,UL Red,minutes,River Rush,2559,2,0.08,0.04,0.02,55.0,151760.0,0.0215,27.5,55.0,151760.0,0.0215
E. 40-99,PAYER,Unlimited Lives,minutes,Saga,2789,2778,99.61,45.32,42.01,1967455.0,4340983.0,705.4338,708.2271,1967455.0,4340983.0,705.4338
E. 40-99,PAYER,Unlimited Lives,minutes,Flock Flurry,2789,2072,74.29,8.81,9.46,382580.0,4340983.0,137.1746,184.6429,382580.0,4340983.0,137.1746
E. 40-99,PAYER,Unlimited Lives,minutes,Core,2789,2084,74.72,6.77,6.53,294000.0,4340983.0,105.4141,141.0749,294000.0,4340983.0,105.4141
E. 40-99,PAYER,Unlimited Lives,minutes,Rainbow Maker,2789,2158,77.38,6.09,6.94,264250.0,4340983.0,94.7472,122.4513,264250.0,4340983.0,94.7472
E. 40-99,PAYER,Unlimited Lives,minutes,Season Pass (Free),2789,1595,57.19,5.98,7.05,259390.0,4340983.0,93.0047,162.627,259390.0,4340983.0,93.0047
E. 40-99,PAYER,Unlimited Lives,minutes,Daily Gift,2789,2092,75.01,5.74,5.43,249380.0,4340983.0,89.4156,119.2065,249380.0,4340983.0,89.4156
E. 40-99,PAYER,Unlimited Lives,minutes,Hatchling Hideaway,2789,1930,69.2,5.38,6.49,233460.0,4340983.0,83.7074,120.9637,233460.0,4340983.0,83.7074
E. 40-99,PAYER,Unlimited Lives,minutes,Daily Night Sky Prize,2789,2322,83.26,4.4,4.57,191140.0,4340983.0,68.5335,82.317,191140.0,4340983.0,68.5335
E. 40-99,PAYER,Unlimited Lives,minutes,Other,2789,938,33.63,2.4,1.67,104338.0,4340983.0,37.4105,111.2345,104338.0,4340983.0,37.4105
E. 40-99,PAYER,Unlimited Lives,minutes,Target Day,2789,1579,56.62,2.38,2.75,103500.0,4340983.0,37.1101,65.5478,103500.0,4340983.0,37.1101
E. 40-99,PAYER,Unlimited Lives,minutes,Kite Festival,2789,1452,52.06,1.8,2.17,78280.0,4340983.0,28.0674,53.9118,78280.0,4340983.0,28.0674
E. 40-99,PAYER,Unlimited Lives,minutes,Jigsaw,2789,816,29.26,1.55,1.43,67500.0,4340983.0,24.2022,82.7206,67500.0,4340983.0,24.2022
E. 40-99,PAYER,Unlimited Lives,minutes,Bomb's Ballet,2789,851,30.51,1.44,1.28,62340.0,4340983.0,22.3521,73.255,62340.0,4340983.0,22.3521
E. 40-99,PAYER,Unlimited Lives,minutes,Photoshoot,2789,580,20.8,1.23,1.33,53190.0,4340983.0,19.0714,91.7069,53190.0,4340983.0,19.0714
E. 40-99,PAYER,Unlimited Lives,minutes,Ads,2789,836,29.97,0.57,0.58,24655.0,4340983.0,8.8401,29.4916,24655.0,4340983.0,8.8401
E. 40-99,PAYER,Unlimited Lives,minutes,Flash Race,2789,104,3.73,0.13,0.31,5525.0,4340983.0,1.981,53.125,5525.0,4340983.0,1.981
F. 100+,NONPAYER,Bomb,count,Saga,2200,2128,96.73,36.0,34.59,9865.0,27401.0,4.4841,4.6358,9865.0,27401.0,4.4841
F. 100+,NONPAYER,Bomb,count,Rainbow Maker,2200,1285,58.41,17.3,11.97,4741.0,27401.0,2.155,3.6895,4741.0,27401.0,2.155
F. 100+,NONPAYER,Bomb,count,Core,2200,1829,83.14,14.03,19.48,3844.0,27401.0,1.7473,2.1017,3844.0,27401.0,1.7473
F. 100+,NONPAYER,Bomb,count,Other,2200,1252,56.91,7.91,7.95,2168.0,27401.0,0.9855,1.7316,2168.0,27401.0,0.9855
F. 100+,NONPAYER,Bomb,count,Hatchling Hideaway,2200,1178,53.55,5.71,6.49,1565.0,27401.0,0.7114,1.3285,1565.0,27401.0,0.7114
F. 100+,NONPAYER,Bomb,count,Season Pass (Free),2200,991,45.05,5.47,8.6,1499.0,27401.0,0.6814,1.5126,1499.0,27401.0,0.6814
F. 100+,NONPAYER,Bomb,count,Flock Flurry,2200,702,31.91,5.47,3.94,1500.0,27401.0,0.6818,2.1368,1500.0,27401.0,0.6818
F. 100+,NONPAYER,Bomb,count,Flash Race,2200,448,20.36,2.07,1.99,567.0,27401.0,0.2577,1.2656,567.0,27401.0,0.2577
F. 100+,NONPAYER,Bomb,count,Team Race,2200,364,16.55,1.76,1.44,483.0,27401.0,0.2195,1.3269,483.0,27401.0,0.2195
F. 100+,NONPAYER,Bomb,count,Jigsaw,2200,350,15.91,1.3,1.05,356.0,27401.0,0.1618,1.0171,356.0,27401.0,0.1618
F. 100+,NONPAYER,Bomb,count,Target Day,2200,261,11.86,1.17,1.16,321.0,27401.0,0.1459,1.2299,321.0,27401.0,0.1459
F. 100+,NONPAYER,Bomb,count,Bomb's Ballet,2200,259,11.77,0.96,0.6,264.0,27401.0,0.12,1.0193,264.0,27401.0,0.12
F. 100+,NONPAYER,Bomb,count,Photoshoot,2200,159,7.23,0.6,0.58,164.0,27401.0,0.0745,1.0314,164.0,27401.0,0.0745
F. 100+,NONPAYER,Bomb,count,Kite Festival,2200,58,2.64,0.23,0.15,63.0,27401.0,0.0286,1.0862,63.0,27401.0,0.0286
F. 100+,NONPAYER,Bomb,count,Ads,2200,1,0.05,0.0,0.0,1.0,27401.0,0.0005,1.0,1.0,27401.0,0.0005
F. 100+,NONPAYER,Chuck,count,Saga,2194,2054,93.62,31.1,27.29,9718.0,31244.0,4.4294,4.7313,9718.0,31244.0,4.4294
F. 100+,NONPAYER,Chuck,count,Core,2194,1645,74.98,15.86,16.08,4954.0,31244.0,2.258,3.0116,4954.0,31244.0,2.258
F. 100+,NONPAYER,Chuck,count,Rainbow Maker,2194,1299,59.21,12.76,10.81,3986.0,31244.0,1.8168,3.0685,3986.0,31244.0,1.8168
F. 100+,NONPAYER,Chuck,count,Season Pass (Free),2194,1142,52.05,12.7,15.91,3969.0,31244.0,1.809,3.4755,3969.0,31244.0,1.809
F. 100+,NONPAYER,Chuck,count,Other,2194,1255,57.2,6.94,6.23,2168.0,31244.0,0.9881,1.7275,2168.0,31244.0,0.9881
F. 100+,NONPAYER,Chuck,count,Daily Night Sky Prize,2194,1281,58.39,5.17,9.11,1615.0,31244.0,0.7361,1.2607,1615.0,31244.0,0.7361
F. 100+,NONPAYER,Chuck,count,Hatchling Hideaway,2194,1188,54.15,5.03,5.45,1572.0,31244.0,0.7165,1.3232,1572.0,31244.0,0.7165
F. 100+,NONPAYER,Chuck,count,Flock Flurry,2194,702,32.0,4.8,3.7,1500.0,31244.0,0.6837,2.1368,1500.0,31244.0,0.6837
F. 100+,NONPAYER,Chuck,count,Jigsaw,2194,507,23.11,1.69,1.7,529.0,31244.0,0.2411,1.0434,529.0,31244.0,0.2411
F. 100+,NONPAYER,Chuck,count,Bomb's Ballet,2194,445,20.28,1.44,1.37,451.0,31244.0,0.2056,1.0135,451.0,31244.0,0.2056
F. 100+,NONPAYER,Chuck,count,Photoshoot,2194,331,15.09,1.09,1.1,339.0,31244.0,0.1545,1.0242,339.0,31244.0,0.1545
F. 100+,NONPAYER,Chuck,count,Flash Race,2194,185,8.43,0.65,0.57,202.0,31244.0,0.0921,1.0919,202.0,31244.0,0.0921
F. 100+,NONPAYER,Chuck,count,Target Day,2194,100,4.56,0.34,0.32,107.0,31244.0,0.0488,1.07,107.0,31244.0,0.0488
F. 100+,NONPAYER,Chuck,count,Team Race,2194,83,3.78,0.29,0.24,91.0,31244.0,0.0415,1.0964,91.0,31244.0,0.0415
F. 100+,NONPAYER,Chuck,count,Kite Festival,2194,37,1.69,0.12,0.1,37.0,31244.0,0.0169,1.0,37.0,31244.0,0.0169
F. 100+,NONPAYER,Chuck,count,Ads,2194,6,0.27,0.02,0.02,6.0,31244.0,0.0027,1.0,6.0,31244.0,0.0027
F. 100+,NONPAYER,Comet,count,Rainbow Maker,2033,1258,61.88,62.17,18.59,22399.0,36027.0,11.0177,17.8052,22399.0,36027.0,11.0177
F. 100+,NONPAYER,Comet,count,Core,2033,1584,77.91,9.85,26.32,3550.0,36027.0,1.7462,2.2412,3550.0,36027.0,1.7462
F. 100+,NONPAYER,Comet,count,Hatchling Hideaway,2033,1170,57.55,4.29,11.73,1546.0,36027.0,0.7605,1.3214,1546.0,36027.0,0.7605
F. 100+,NONPAYER,Comet,count,Target Day,2033,788,38.76,4.01,7.75,1446.0,36027.0,0.7113,1.835,1446.0,36027.0,0.7113
F. 100+,NONPAYER,Comet,count,Team Race,2033,532,26.17,3.16,4.78,1138.0,36027.0,0.5598,2.1391,1138.0,36027.0,0.5598
F. 100+,NONPAYER,Comet,count,Flash Race,2033,649,31.92,2.72,6.07,981.0,36027.0,0.4825,1.5116,981.0,36027.0,0.4825
F. 100+,NONPAYER,Comet,count,Other,2033,537,26.41,2.49,3.54,896.0,36027.0,0.4407,1.6685,896.0,36027.0,0.4407
F. 100+,NONPAYER,Comet,count,Daily Night Sky Prize,2033,477,23.46,2.14,3.85,770.0,36027.0,0.3788,1.6143,770.0,36027.0,0.3788
F. 100+,NONPAYER,Comet,count,Ads,2033,254,12.49,1.61,2.29,579.0,36027.0,0.2848,2.2795,579.0,36027.0,0.2848
F. 100+,NONPAYER,Comet,count,Red Challenge,2033,400,19.68,1.42,3.21,511.0,36027.0,0.2514,1.2775,511.0,36027.0,0.2514
F. 100+,NONPAYER,Comet,count,Chuck Challenge,2033,349,17.17,1.24,3.2,446.0,36027.0,0.2194,1.2779,446.0,36027.0,0.2194
F. 100+,NONPAYER,Comet,count,Team Event,2033,297,14.61,1.1,1.92,395.0,36027.0,0.1943,1.33,395.0,36027.0,0.1943
F. 100+,NONPAYER,Comet,count,Bomb Challenge,2033,314,15.45,1.04,2.99,373.0,36027.0,0.1835,1.1879,373.0,36027.0,0.1835
F. 100+,NONPAYER,Comet,count,Jigsaw,2033,350,17.22,0.99,1.75,356.0,36027.0,0.1751,1.0171,356.0,36027.0,0.1751
F. 100+,NONPAYER,Comet,count,Bomb's Ballet,2033,259,12.74,0.73,0.8,264.0,36027.0,0.1299,1.0193,264.0,36027.0,0.1299
F. 100+,NONPAYER,Comet,count,Kite Festival,2033,191,9.39,0.68,0.65,246.0,36027.0,0.121,1.288,246.0,36027.0,0.121
F. 100+,NONPAYER,Comet,count,Daily Gift,2033,113,5.56,0.32,0.38,117.0,36027.0,0.0576,1.0354,117.0,36027.0,0.0576
F. 100+,NONPAYER,Comet,count,Saga,2033,11,0.54,0.04,0.19,14.0,36027.0,0.0069,1.2727,14.0,36027.0,0.0069
F. 100+,NONPAYER,HC,HC,Core,2215,2189,98.83,22.98,31.05,933205.0,4060313.24,421.3115,426.3157,933205.0,6621567.0,421.3115
F. 100+,NONPAYER,HC,HC,Daily Night Sky Prize,2215,2005,90.52,19.96,13.48,810500.0,4060313.24,365.9142,404.2394,810500.0,6621567.0,365.9142
F. 100+,NONPAYER,HC,HC,Saga,2215,2209,99.73,14.9,15.62,604830.0,4060313.24,273.0609,273.8026,604830.0,6621567.0,273.0609
F. 100+,NONPAYER,HC,HC,Rainbow Maker,2215,1610,72.69,6.26,5.0,254216.24,4060313.24,114.7703,157.8983,2815470.0,6621567.0,1271.0926
F. 100+,NONPAYER,HC,HC,Target Day,2215,1058,47.77,4.48,4.17,181825.0,4060313.24,82.088,171.8573,181825.0,6621567.0,82.088
F. 100+,NONPAYER,HC,HC,Other,2215,1002,45.24,3.47,3.3,141077.0,4060313.24,63.6916,140.7954,141077.0,6621567.0,63.6916
F. 100+,NONPAYER,HC,HC,Red Challenge,2215,533,24.06,3.02,2.83,122500.0,4060313.24,55.3047,229.8311,122500.0,6621567.0,55.3047
F. 100+,NONPAYER,HC,HC,Kite Festival,2215,429,19.37,2.82,1.62,114350.0,4060313.24,51.6253,266.5501,114350.0,6621567.0,51.6253
F. 100+,NONPAYER,HC,HC,Chuck Challenge,2215,498,22.48,2.76,2.56,112000.0,4060313.24,50.5643,224.8996,112000.0,6621567.0,50.5643
F. 100+,NONPAYER,HC,HC,Daily Gift,2215,1311,59.19,2.6,1.81,105765.0,4060313.24,47.7494,80.6751,105765.0,6621567.0,47.7494
F. 100+,NONPAYER,HC,HC,Team Event,2215,544,24.56,2.51,1.89,101925.0,4060313.24,46.0158,187.3621,101925.0,6621567.0,46.0158
F. 100+,NONPAYER,HC,HC,Bomb Challenge,2215,465,20.99,2.31,2.49,93700.0,4060313.24,42.3025,201.5054,93700.0,6621567.0,42.3025
F. 100+,NONPAYER,HC,HC,Team Race,2215,526,23.75,2.18,2.02,88420.0,4060313.24,39.9187,168.0989,88420.0,6621567.0,39.9187
F. 100+,NONPAYER,HC,HC,Season Pass (Free),2215,1225,55.3,2.15,4.13,87305.0,4060313.24,39.4153,71.2694,87305.0,6621567.0,39.4153
F. 100+,NONPAYER,HC,HC,Hatchling Hideaway,2215,1388,62.66,2.09,2.77,84695.0,4060313.24,38.237,61.0195,84695.0,6621567.0,38.237
F. 100+,NONPAYER,HC,HC,Flash Race,2215,1118,50.47,1.79,1.8,72670.0,4060313.24,32.8081,65.0,72670.0,6621567.0,32.8081
F. 100+,NONPAYER,HC,HC,Ads,2215,722,32.6,1.3,1.01,52650.0,4060313.24,23.7698,72.9224,52650.0,6621567.0,23.7698
F. 100+,NONPAYER,HC,HC,Jigsaw,2215,594,26.82,1.04,1.14,42350.0,4060313.24,19.1196,71.2963,42350.0,6621567.0,19.1196
F. 100+,NONPAYER,HC,HC,Bomb's Ballet,2215,513,23.16,0.84,0.71,33950.0,4060313.24,15.3273,66.1793,33950.0,6621567.0,15.3273
F. 100+,NONPAYER,HC,HC,Photoshoot,2215,346,15.62,0.55,0.59,22150.0,4060313.24,10.0,64.0173,22150.0,6621567.0,10.0
F. 100+,NONPAYER,HC,HC,River Rush,2215,3,0.14,0.01,0.02,230.0,4060313.24,0.1038,76.6667,230.0,6621567.0,0.1038
F. 100+,NONPAYER,Red,count,Saga,2202,2119,96.23,32.2,28.83,9995.0,31042.0,4.5391,4.7168,9995.0,31042.0,4.5391
F. 100+,NONPAYER,Red,count,Rainbow Maker,2202,1470,66.76,14.97,14.04,4647.0,31042.0,2.1104,3.1612,4647.0,31042.0,2.1104
F. 100+,NONPAYER,Red,count,Season Pass (Free),2202,1040,47.23,10.76,13.52,3339.0,31042.0,1.5163,3.2106,3339.0,31042.0,1.5163
F. 100+,NONPAYER,Red,count,Core,2202,1582,71.84,10.24,10.25,3180.0,31042.0,1.4441,2.0101,3180.0,31042.0,1.4441
F. 100+,NONPAYER,Red,count,Daily Night Sky Prize,2202,1839,83.51,10.11,13.18,3139.0,31042.0,1.4255,1.7069,3139.0,31042.0,1.4255
F. 100+,NONPAYER,Red,count,Other,2202,1267,57.54,7.14,6.61,2215.0,31042.0,1.0059,1.7482,2215.0,31042.0,1.0059
F. 100+,NONPAYER,Red,count,Hatchling Hideaway,2202,1214,55.13,5.17,5.53,1605.0,31042.0,0.7289,1.3221,1605.0,31042.0,0.7289
F. 100+,NONPAYER,Red,count,Flock Flurry,2202,702,31.88,4.83,3.53,1500.0,31042.0,0.6812,2.1368,1500.0,31042.0,0.6812
F. 100+,NONPAYER,Red,count,Jigsaw,2202,487,22.12,1.63,1.7,506.0,31042.0,0.2298,1.039,506.0,31042.0,0.2298
F. 100+,NONPAYER,Red,count,Bomb's Ballet,2202,417,18.94,1.35,1.18,419.0,31042.0,0.1903,1.0048,419.0,31042.0,0.1903
F. 100+,NONPAYER,Red,count,Photoshoot,2202,264,11.99,0.88,0.94,272.0,31042.0,0.1235,1.0303,272.0,31042.0,0.1235
F. 100+,NONPAYER,Red,count,Target Day,2202,81,3.68,0.26,0.25,82.0,31042.0,0.0372,1.0123,82.0,31042.0,0.0372
F. 100+,NONPAYER,Red,count,Flash Race,2202,69,3.13,0.25,0.2,77.0,31042.0,0.035,1.1159,77.0,31042.0,0.035
F. 100+,NONPAYER,Red,count,Team Race,2202,38,1.73,0.12,0.16,38.0,31042.0,0.0173,1.0,38.0,31042.0,0.0173
F. 100+,NONPAYER,Red,count,Kite Festival,2202,24,1.09,0.08,0.07,24.0,31042.0,0.0109,1.0,24.0,31042.0,0.0109
F. 100+,NONPAYER,Red,count,Ads,2202,4,0.18,0.01,0.01,4.0,31042.0,0.0018,1.0,4.0,31042.0,0.0018
F. 100+,NONPAYER,SPT,count,Core,2187,1928,88.16,78.77,73.58,6212550.0,7886802.24,2840.6722,3222.277,6212550.0,7999793.0,2840.6722
F. 100+,NONPAYER,SPT,count,Rainbow Maker,2187,1583,72.38,16.34,19.34,1288869.24,7886802.24,589.3321,814.1941,1401860.0,7999793.0,640.9968
F. 100+,NONPAYER,SPT,count,Kite Festival,2187,571,26.11,2.0,2.12,157630.0,7886802.24,72.0759,276.0595,157630.0,7999793.0,72.0759
F. 100+,NONPAYER,SPT,count,Flash Race,2187,1203,55.01,1.79,3.33,141545.0,7886802.24,64.7211,117.66,141545.0,7999793.0,64.7211
F. 100+,NONPAYER,SPT,count,Other,2187,1097,50.16,0.73,1.17,57640.0,7886802.24,26.3557,52.5433,57640.0,7999793.0,26.3557
F. 100+,NONPAYER,SPT,count,Flock Flurry,2187,682,31.18,0.36,0.46,28420.0,7886802.24,12.995,41.6716,28420.0,7999793.0,12.995
F. 100+,NONPAYER,SPT,count,Season Pass (Free),2187,12,0.55,0.0,0.0,148.0,7886802.24,0.0677,12.3333,148.0,7999793.0,0.0677
F. 100+,NONPAYER,SPTx2,minutes,Rainbow Maker,1109,1107,99.82,99.84,99.71,36920.0,36980.0,33.2913,33.3514,36920.0,36980.0,33.2913
F. 100+,NONPAYER,SPTx2,minutes,Daily Gift,1109,4,0.36,0.16,0.29,60.0,36980.0,0.0541,15.0,60.0,36980.0,0.0541
F. 100+,NONPAYER,Shuffle,count,Rainbow Maker,2205,1553,70.43,44.73,15.46,24187.0,54074.0,10.9692,15.5744,24187.0,54074.0,10.9692
F. 100+,NONPAYER,Shuffle,count,Core,2205,2117,96.01,18.59,33.74,10053.0,54074.0,4.5592,4.7487,10053.0,54074.0,4.5592
F. 100+,NONPAYER,Shuffle,count,Saga,2205,2075,94.1,17.99,24.42,9728.0,54074.0,4.4118,4.6882,9728.0,54074.0,4.4118
F. 100+,NONPAYER,Shuffle,count,Hatchling Hideaway,2205,1153,52.29,2.83,4.59,1531.0,54074.0,0.6943,1.3278,1531.0,54074.0,0.6943
F. 100+,NONPAYER,Shuffle,count,Season Pass (Free),2205,933,42.31,2.43,5.49,1313.0,54074.0,0.5955,1.4073,1313.0,54074.0,0.5955
F. 100+,NONPAYER,Shuffle,count,Other,2205,613,27.8,2.11,2.51,1140.0,54074.0,0.517,1.8597,1140.0,54074.0,0.517
F. 100+,NONPAYER,Shuffle,count,Ads,2205,380,17.23,2.09,1.98,1131.0,54074.0,0.5129,2.9763,1131.0,54074.0,0.5129
F. 100+,NONPAYER,Shuffle,count,Daily Gift,2205,656,29.75,1.69,1.68,914.0,54074.0,0.4145,1.3933,914.0,54074.0,0.4145
F. 100+,NONPAYER,Shuffle,count,Flash Race,2205,508,23.04,1.3,1.78,701.0,54074.0,0.3179,1.3799,701.0,54074.0,0.3179
F. 100+,NONPAYER,Shuffle,count,Team Race,2205,452,20.5,1.21,1.69,653.0,54074.0,0.2961,1.4447,653.0,54074.0,0.2961
F. 100+,NONPAYER,Shuffle,count,Target Day,2205,432,19.59,1.06,1.58,573.0,54074.0,0.2599,1.3264,573.0,54074.0,0.2599
F. 100+,NONPAYER,Shuffle,count,Team Event,2205,200,9.07,0.91,0.97,494.0,54074.0,0.224,2.47,494.0,54074.0,0.224
F. 100+,NONPAYER,Shuffle,count,Bomb Challenge,2205,277,12.56,0.6,0.97,324.0,54074.0,0.1469,1.1697,324.0,54074.0,0.1469
F. 100+,NONPAYER,Shuffle,count,Chuck Challenge,2205,255,11.56,0.58,0.76,316.0,54074.0,0.1433,1.2392,316.0,54074.0,0.1433
F. 100+,NONPAYER,Shuffle,count,Red Challenge,2205,244,11.07,0.54,0.92,290.0,54074.0,0.1315,1.1885,290.0,54074.0,0.1315
F. 100+,NONPAYER,Shuffle,count,Bomb's Ballet,2205,259,11.75,0.49,0.44,264.0,54074.0,0.1197,1.0193,264.0,54074.0,0.1197
F. 100+,NONPAYER,Shuffle,count,Kite Festival,2205,227,10.29,0.49,0.53,264.0,54074.0,0.1197,1.163,264.0,54074.0,0.1197
F. 100+,NONPAYER,Shuffle,count,Photoshoot,2205,192,8.71,0.36,0.5,197.0,54074.0,0.0893,1.026,197.0,54074.0,0.0893
F. 100+,NONPAYER,Shuffle,count,River Rush,2205,1,0.05,0.0,0.01,1.0,54074.0,0.0005,1.0,1.0,54074.0,0.0005
F. 100+,NONPAYER,Slingshot,count,Rainbow Maker,2210,1405,63.57,45.96,17.24,25266.0,54977.0,11.4326,17.9829,25266.0,54977.0,11.4326
F. 100+,NONPAYER,Slingshot,count,Saga,2210,2057,93.08,17.8,23.46,9786.0,54977.0,4.4281,4.7574,9786.0,54977.0,4.4281
F. 100+,NONPAYER,Slingshot,count,Core,2210,2012,91.04,13.38,23.56,7358.0,54977.0,3.3294,3.6571,7358.0,54977.0,3.3294
F. 100+,NONPAYER,Slingshot,count,Daily Night Sky Prize,2210,1706,77.19,4.34,10.85,2385.0,54977.0,1.0792,1.398,2385.0,54977.0,1.0792
F. 100+,NONPAYER,Slingshot,count,Daily Gift,2210,1262,57.1,3.27,5.61,1800.0,54977.0,0.8145,1.4263,1800.0,54977.0,0.8145
F. 100+,NONPAYER,Slingshot,count,Hatchling Hideaway,2210,1131,51.18,2.79,4.34,1535.0,54977.0,0.6946,1.3572,1535.0,54977.0,0.6946
F. 100+,NONPAYER,Slingshot,count,Flock Flurry,2210,702,31.76,2.73,2.88,1500.0,54977.0,0.6787,2.1368,1500.0,54977.0,0.6787
F. 100+,NONPAYER,Slingshot,count,Ads,2210,420,19.0,2.14,2.03,1176.0,54977.0,0.5321,2.8,1176.0,54977.0,0.5321
F. 100+,NONPAYER,Slingshot,count,Team Event,2210,385,17.42,1.62,1.88,893.0,54977.0,0.4041,2.3195,893.0,54977.0,0.4041
F. 100+,NONPAYER,Slingshot,count,Other,2210,459,20.77,1.41,1.28,773.0,54977.0,0.3498,1.6841,773.0,54977.0,0.3498
F. 100+,NONPAYER,Slingshot,count,Season Pass (Free),2210,520,23.53,1.03,2.02,566.0,54977.0,0.2561,1.0885,566.0,54977.0,0.2561
F. 100+,NONPAYER,Slingshot,count,Jigsaw,2210,397,17.96,0.75,1.05,410.0,54977.0,0.1855,1.0327,410.0,54977.0,0.1855
F. 100+,NONPAYER,Slingshot,count,Flash Race,2210,299,13.53,0.67,0.92,370.0,54977.0,0.1674,1.2375,370.0,54977.0,0.1674
